mouse_intravenous_LD50_(?log(mol/kg)),canonical_smiles
3.734932634,CCOC(C=O)(N=Cc1ccc(Cl)c(Cl)c1)OCC
3.685357804,CCOC(C)(N=Cc1cccc2ccccc12)OCC
3.984037612,CC(=O)NC1CCC(Cc2ccccc2)CC1
3.494408786,C=C(Br)CN(CCCC)C(C)=O
3.667077536,C=C(Br)CN(C(C)=O)C1CCCCC1
3.769305219,C=C(Br)CNC(=O)C(Cl)Cl
3.283427879,C=C(Br)CN(C)C(C)=O
3.985274871,C=C(Br)CNC(=O)C(F)(F)F
3.661618338,C=C(Br)CNC(=O)CBr
3.677039601,CCCCC1CCC(NC(=O)C(Cl)Cl)CC1
3.273112437,C=C(Cl)CNC(=O)C(F)(F)F
3.782568594,CN1CCC(O)(COC(=O)C(c2ccccc2)c2ccccc2)CC1
3.258887855,CCN(C(C)=O)c1c(I)cc(I)c(OCCOC(C(=O)O)c2ccccc2)c1I
3.078520089,CCN(C(C)=O)c1c(I)cc(I)c(OCCOCC(=O)O)c1I
3.736706602,CN(C)CCCOC(=O)C(c1ccccc1)C1(O)CCCC1
3.876973209,O=C(OCCN1CCCCC1)C(c1ccccc1)C1(O)CCCC1
3.137816317,CC(=O)N(C)c1c(I)cc(I)c(OCCOC(C(=O)O)c2ccccc2)c1I
2.983464038,CC(=O)N(C)c1c(I)cc(I)c(OCCOCC(=O)O)c1I
4.302738475,COc1cc(C(C[N+](=O)[O-])SC(C)=O)ccc1OCc1ccccc1
4.756388405,C[N+]1(C)C2CCCC1CN(Cc1ccccc1)C2
3.839999536,CC[N+](C)(CC)CCC(=O)N1CC2CCCC(C1)[N+]2(C)C
5.072347949,CC[N+](C)(CC)CCCN1CC2CCCC(C1)[N+]2(C)C
4.696616927,C[N+]1(CCN2CC3CCCC(C2)[N+]3(C)C)CCOCC1
4.667288018,C[N+]1(CCCN2CC3CCCC(C2)[N+]3(C)C)CCOCC1
4.059294083,C[N+]1(CCC(=O)N2CC3CCCC(C2)[N+]3(C)C)CCCCC1
5.090368288,C[N+]1(CCCN2CC3CCCC(C2)[N+]3(C)C)CCCCC1
4.568456816,C[N+](C)(C)CCCN1CC2CCCC(C1)[N+]2(C)C
5.697995038,C[N+]1(C)C2CCCC1CN(CCCCCN1CC3CCCC(C1)[N+]3(C)C)C2
3.440069054,C=CCN1CC2CCCC(C2)C1
3.726973979,CCCCN1CC2CCCC(C2)C1
3.122580954,CN1CC2CCCC(C2)C1
3.665174334,C1COC(N2CC3CCC(CC3)C2)=N1
4.115697267,OC1(c2ccccc2)CC2CCCC(C1)N2CC1COc2ccccc2O1
4.361004309,Cc1ccc(OC2CC3CCCC(C2)N3Cc2ccccc2)cc1
4.330805949,Fc1ccc(SCCCN2C3CCCC2CC(Oc2ccccc2)C3)cc1
3.568053021,CCOC(CCN(C)CC(OCC)OCC)OCC
3.792600531,COc1cc(N2C(=O)C(=O)C3(CCCCC3)C2=O)cc(OC)c1OC
3.313059722,C=CCNC(=O)CCN1CC1
3.453732557,O=C(Nc1ccc2c(c1)OCO2)ON=Cc1ccccc1
4.426083706,CCCOc1cc(N)ccc1C(=O)NCCN(CC)CC
4.262476139,CCN(CC)CCN(C(=O)c1ccc(F)cc1)c1ccccc1N
3.75714287,C=C(Br)Cc1ccccc1C(N)=O
5.832230547,CC[N+](C)(CC)CCCCCCc1ccnc2c1ccc1c2c(=O)ccn1C
3.942583112,c1ccc(CC(Cc2ccccc2)NC2=NCCO2)cc1
3.937124578,CC12CCC(O)CC1=CCC1C2CCC2(C)C(C(O)CC(O)(C(F)(F)F)C(F)(F)F)CCC12
4.094815009,CN1CCCC1CCOC(=O)C(c1ccccc1)c1ccccc1
3.621653641,CCN(CC)CCCOC(=O)c1ccc(N)cc1OC
2.734430963,CC(=O)NC1C(O)C(N)C(OC2OC(CO)C(O)C(N)C2O)C(O)C1OC1OC(CO)C(O)C(O)C1N
3.772237858,CCC(O)(CC)C(C(=O)OCC1=CCN(C)CC1)c1ccccc1
3.830124098,CC(O)(C#N)CC(O)(C(F)(F)Cl)C(F)(F)Cl
5.609957324,C[N+]1(C)C2CCCC1CN(CCCCCCN1CC3CCCC(C1)[N+]3(C)C)C2
3.512197276,COc1ccc(C(CCl)(CCl)c2ccc(OC)cc2)cc1
3.629152835,CN(C)CCCC1C2CCC(C2)C1CN(C)C
3.910427621,CN/C(=N\c1ccc(OC)c2ccccc12)SC
3.594907289,CSC(=N)Nc1cccc2c1CCCC2
3.665230216,CSC(=N)Nc1cccc(C)c1C
3.345412943,Cc1nc2[nH]c(=O)[nH]c(=O)c2[nH]1
4.065041648,O=C1CSC(c2ccc3c(c2)OCO3)N1CCNC1CCCCC1
3.924869577,CC(C)CNCCCN1C(=O)CSC1c1ccc2c(c1)OCO2
4.979198136,COc1cc(CNC(=O)CCCCCCCCC(C)Br)ccc1O
4.343063779,COc1cc(CNC(=O)CCCCCCCCCCSSCCCCCCCCCCC(=O)NCc2ccc(O)c(OC)c2)ccc1O
3.667524662,CC(C)SCCCCCCCCCCC(=O)O
3.728143542,C=CCCCCCCCCC(=O)N(CCOC)CCOC
3.732186904,C=CCCCCCCCCC(=O)NCC(=C)Br
5.600255009,COc1cc(CNC(=O)CCCCCCCCC=CBr)ccc1O
3.733441848,C=CCCCCCCCCC(=O)N(C)OC
3.645364622,C=CCCCCCCCCC(=O)NCCc1ccc2c(c1)OCO2
3.680596103,C=CCCCCCCCCC(=O)NN1CCOCC1
3.723770753,C=CCCCCCCCCC(=O)NCCN1CCOCC1
3.7438484,C=CCCCCCCCCC(=O)NCCCN1CCOCC1
3.690208741,C=CCCCCCCCCC(=O)NCc1ccccn1
3.563335505,C=CCCCCCCCCC(=O)NCc1cccnc1
3.563335505,C=CCCCCCCCCC(=O)NCc1ccncc1
3.674601527,C=CC(CCCCCCCC(N)=O)c1cc2c3c(c1)CCCN3CCC2
4.908937971,C=CCCCCCCCCCNc1cc2c3c(c1)CCCN3CCC2
4.183666777,O=C(NCCCl)Nc1ccc2c3c(cccc13)CC2
3.928472666,C=C(Br)CNC(=O)Nc1c2ccccc2nc2ccccc12
3.676660693,O=C(NCC=CBr)Nc1c2ccccc2nc2ccccc12
4.412159713,CCOCCNC(=O)Nc1cccc2ccccc12
4.8118749,CCOCCCNC(=O)Nc1cccc2ccccc12
3.982020461,O=C(NCCO)Nc1cccc2ccccc12
3.667421264,CC(C)C1CCC(N(C(N)=O)c2ccccc2)CC1
4.76466351,COCCNC(=O)Nc1cccc2ccccc12
3.614043676,CON(C)C(=O)Nc1cccc2ccccc12
3.586748006,CONC(=O)Nc1cccc2ccccc12
4.362231703,CNC(=O)Nc1ccc(OC)c2ccccc12
4.76466351,CNC(=O)NCc1ccc(OC)c2ccccc12
5.156887208,COCCCNC(=O)Nc1cccc2ccccc12
3.610224662,NC(=O)NC(=O)Cc1cccc2ccccc12
4.605483182,CCOC(CNC(=O)Nc1cccc2ccccc12)OCC
6.533770364,CC(C)(C)CNC(=O)Nc1cccc2ccccc12
4.081484471,CCC[Pb](CCC)(CCC)NS(=O)(=O)c1ccc(C)cc1
3.401689728,CN1CC2CCC1C(O)C2
3.545390763,N#Cc1ccc(C2CCCc3cncn32)cc1
3.91468686,CCN(CC)CCOC(=O)C(c1ccccc1)C1(O)CCCCCCC1
4.037527803,CCCCN1CCN(C(C)CN2c3ccccc3Sc3ccccc32)CC1
4.544055045,CCCN1CCCC1CCOC(=O)C(O)(c1ccccc1)c1ccccc1
3.504604506,CN(C)Cc1ccc(CSCCN=C(C[N+](=O)[O-])N2CCN(C)CC2)o1
4.026865089,CCOC(=O)c1ccc(OCCN2CCC(C(=O)OCC)(c3ccccc3)CC2)cc1
4.476529729,CCOC(=O)C1(c2ccccc2)CCN(CCOC2CCCCC2)CC1
4.40885478,CC[N+](C)(CC)CCCN(Cc1ccc(OC)cc1)C(=O)c1ccc(N)cc1
4.612248014,CC[N+](C)(CC)CCCN(C(=O)c1ccc(N)cc1)C(C)c1ccccc1
1.765580091,CC(C)(O)C1CC=C(CCO)C(O)C1
4.030963842,CCOC(=O)C1(c2ccccc2)CCN(CCOc2ccc(-c3ccccc3)cc2)CC1
3.793699395,c1cc(NC2=NCCN2)c2c(c1)OCO2
3.662734441,c1cc2c(cc1CC1=NCCN1)OCO2
3.81805874,c1cc2c(cc1NC1=NCCN1)OCO2
3.786176763,c1ccc2c(CCC3=NCCN3)cccc2c1
3.566644485,c1cc2c(cc1CCC1=NCCN1)OCO2
3.409396871,c1cc2c(cc1C1=NCCN1)OCO2
3.554120558,c1cc2c(c(C3=NCCN3)c1)OCO2
3.689981356,c1cc(CC2=NCCN2)c2c(c1)OCO2
3.91371587,O=C(CC1c2ccccc2Oc2ccccc21)OCCN(C1CCCCC1)C1CCCCC1
3.473437225,c1ccc(CN2CCN(CCN3c4ccccc4Sc4ccccc43)CC2)cc1
2.739438167,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(CC(C)=O)CC3)cc21
2.406502689,CN1C(=O)CC(C(=O)NC(Cc2cnc[nH]2)C(=O)N2CCCC2C(N)=O)NC1=O
6.445480491,CC(O)C1C(=O)N2C(C(=O)O)=C(SC3CCNCC3)CC12
2.872062317,CN(C)CC(O)c1cccc(N)c1
3.742252441,CCCN1CCN(CCN2c3ccccc3Sc3ccccc32)CC1
3.266853912,CO[N+](O)=CC(=O)NC(C(C)C)C(O)C(C)C(=O)O
3.750316834,CC12CCCC3C(N)Cc4c(n(c5cc(O)c(O)cc45)C(=O)C1)C32
4.100660233,CC(C)NCC(O)COc1nccc(NCc2ccccc2)c1C#N
3.622550451,COc1ccc(Nc2ccnc(OCC(O)CNC(C)C)c2C#N)cc1
3.958495275,CC(C)NCC(O)COc1nccc(NCCc2ccccc2)c1C#N
3.758295731,CC(C)NCC(O)COc1nccc(NC2CCCCC2)c1C#N
3.669075322,CC(C)NCC(O)COc1ncc2c(c1C#N)CCCC2
4.974933143,CC[N+]1(CC)CCN(CCCCCCCCCCN2CC[N+](CC)(CC)CC2)CC1
3.933966553,CC(C)NCC(O)COc1nccc(Nc2ccccc2)c1C#N
3.864432759,CCCCCCCCCCCCCC(O)CC(=O)NC(CCC(=O)O)C(=O)NC(CCCN)C(=O)NC1Cc2ccc(cc2)OC(=O)C(C(C)CC)NC(=O)C(Cc2ccc(O)cc2)NC(=O)C(CCC(N)=O)NC(=O)C2CCCN2C(=O)C(C)NC(=O)C(CCC(=O)O)NC(=O)C(C(C)O)NC1=O
4.612060359,Oc1ccc(CC2CC3CCN2CC3)cc1O
3.045430245,COc1ccc(CC2C(=O)C3CCN2CC3)cc1OC
3.035628057,COc1ccc(CC2C(=O)C3CCN2CC3)cc1
4.091515636,CCN(CC)CCOc1ccc(-c2nc3c(N)nc(N)nc3nc2N)cc1
2.848269612,O=NNc1cnccn1
3.650420482,COc1ccccc1N1CCN(CCOc2cc(C)c(O)cc2C(C)C)CC1
3.193550291,CC1CNCC(c2ccc(O)c(O)c2)O1
2.815961637,Nc1cnc(N=Nc2c(I)cc(I)c(C(=O)O)c2I)c(N)c1
2.90510628,Nc1ccc(N=Nc2c(I)cc(I)c(C(=O)O)c2I)c(N)n1
4.185119364,CCCN1CCN(CCCN2c3ccccc3Sc3ccccc32)CC1
2.850673061,CCN(C)CC(O)c1cccc(N)c1
3.884089369,CCCN1CCN(C(C)CN2c3ccccc3Sc3ccccc32)CC1
4.293439322,N=C(N)c1ccc2cc(OC(=O)c3ccc(NC4=NCCN4)cc3)ccc2c1
5.836929644,CC[N+]1(C)CCN(CCCCCCCCCCCCCCCCN2CC[N+](C)(CC)CC2)CC1
2.559048291,CN(C)S(=O)(=O)c1cc2c(c(Cl)c1Cl)OC(C(=O)O)C2
2.318244253,NS(=O)(=O)c1cc2c(c(Cl)c1Cl)OC(C(=O)O)C2
4.130745438,C=C1C(OC(=O)C=C(C)CC)CC(C(C)C)C2C1CC(=O)C2C(C)OC(C)=O
4.705630132,Cc1c(C(C)C2C(O)CC(C)C[N+]2(C)C)ccc2c1CC1C2CC=C2CC(O)CCC21C
3.69827028,NC1CCN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2F)C1
3.174325016,CS(=O)(=O)c1ccc(C(CN2CCN(c3ccccc3)CC2)=NO)cc1
4.457554918,CC(C)CS(=O)(=O)c1ccc(C2(O)C[N+](C)(CCO)CCO2)cc1
2.576001385,CS(=O)(=O)c1ccc(C2(O)CN(CCO)CCO2)cc1
2.623788033,CCS(=O)(=O)c1ccc(C2(O)CN(CCO)CCO2)cc1
2.933797207,CC(C)CS(=O)(=O)c1ccc(C2(O)CN(CCO)CCO2)cc1
3.760823612,CCCCCN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3(O)C1C5
2.227536215,CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(C=Cc3scnc3C)CSC12)c1csc(N)n1
3.227909318,CCN(CC)CCOC(=O)c1ccco1
3.207317888,CC(=O)CCCCn1c(=O)c2c(ncn2CC(C)O)n(C)c1=O
4.479016571,CCCCCOc1cccc(NC(=O)OC2CCCCC2N2CCCC2)c1
3.191653635,CC1=C(Cl)C(=O)OC1(C)CN(C)C
3.586440745,CC1=C(Cl)C(=O)OC1(C)CN1CCCCCC1
2.992475753,CC1=C(Cl)C(=O)OC1(C)CN1CCOCC1
2.949057569,CC1=C(Br)C(=O)OC1(C)CN(C)C
3.143534697,CC1=C(Br)C(=O)OC1(C)CN1CCCC1
3.565439887,CC1=C(Br)C(=O)OC1(C)CN1CCCCCC1
2.975494677,CC1=C(Br)C(=O)OC1(C)CN1CCOCC1
3.555760666,CC1(C)C=C(C(=O)NCCNC(=O)c2ccccn2)C(C)(C)N1
4.483001719,CN(c1nc2ccccc2s1)C1CCN(CCCCOc2ccc(F)cc2)CC1
5.810823724,C[N+]1(C)CCN(CCCCCCCCCCCCCCCCN2CC[N+](C)(C)CC2)CC1
5.160083482,COC(=O)C1=C(C)NC(C)=C(C(=O)OC2CCN(Cc3ccccc3)C2)C1c1cccc([N+](=O)[O-])c1
3.560212315,COc1ccc(CNCCN(CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C)Cc2ccc(OC)c(OC)c2)cc1OC
3.833186403,NCCC(O)C(=O)NC1CC(N)C(OC2OC(CN)CCC2N)C(O)C1OC1OC(CO)C(O)C(N)C1O
4.665670206,CCC1(O)Cc2c(O)c3c(c(O)c2C(OC2CC(N4CCOCC4)C(O)C(C)O2)C1)C(=O)c1c(O)cccc1C3=O
3.885869861,CCC1(O)Cc2cc3c(c(O)c2C(OC2CC(N4CCOCC4)C(O)C(C)O2)C1)C(=O)c1c(O)cccc1C3=O
4.124058709,Cc1c(C(C)C2C(O)CC(C)CN2CC(C)C)ccc2c1CC1C2CC=C2CC(O)CCC21C
5.10905842,CCCCN1CC(C)CC(O)C1C(C)c1ccc2c(c1C)CC1C2CC=C2CC(O)CCC21C
3.885158854,CCOc1ccc2c(c1OC)C13CCN(C)C(C2)C1(O)CCC(=O)C3
5.51828284,CCC[N+](CCC)(CCNC(=O)C(=O)NCC[N+](CCC)(CCC)Cc1ccccc1Cl)Cc1ccccc1Cl
3.056877231,Cc1nnc2n1-c1sc(CCC(=O)N3CCOCC3)cc1C(c1ccccc1Cl)=NC2
3.080995156,O=C(CCc1cc2c(s1)-n1c(nnc1C1CC1)CN=C2c1ccccc1Cl)N1CCOCC1
3.029299549,Cc1nnc2n1-c1sc(C(=O)N3CCOCC3)cc1C(c1ccccc1Cl)=NC2
3.043350487,CCN(CC)C(=O)CCc1cc2c(s1)-n1c(C)nnc1CN=C2c1ccccc1Cl
2.999899015,CNC(=O)CCc1cc2c(s1)-n1c(C)nnc1CN=C2c1ccccc1Cl
3.029344202,Cc1nnc2n1-c1sc(CCC(=O)NC(C)C)cc1C(c1ccccc1Cl)=NC2
3.014871109,Cc1nnc2n1-c1sc(CCC(=O)N(C)C)cc1C(c1ccccc1Cl)=NC2
3.041365047,Cc1nnc2n1-c1sc(CCC(=O)N3CCCC3)cc1C(c1ccccc1Cl)=NC2
3.054994905,Cc1nnc2n1-c1sc(CCC(=O)N3CCCCC3)cc1C(c1ccccc1Cl)=NC2
3.069125815,Cc1nnc2n1-c1sc(CCC(=O)N3CCN(C)CC3)cc1C(c1ccccc1Cl)=NC2
3.068209989,CCN(CC)C(=O)CCc1cc2c(s1)-n1c(nnc1C1CC1)CN=C2c1ccccc1Cl
3.043307251,O=C(CCc1cc2c(s1)-n1cnnc1CN=C2c1ccccc1Cl)N1CCOCC1
3.022764376,Cc1nnc2n1-c1sc(CCC(=O)N3CCOCC3)cc1C(c1ccccc1)=NC2
3.03134079,Cc1nnc2n1-c1sc(CCC(=O)NCCO)cc1C(c1ccccc1Cl)=NC2
1.741648664,CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(C[N+]34CCC(C(N)=O)(CC3)CC4)CSC12)c1nsc(N)n1
2.951611902,Cc1nnc2n1-c1sc(C(N)=O)cc1C(c1ccccc1Cl)=NC2
3.150887629,O=C(CCCCCCCCc1cc2c(s1)-n1c(nnc1C1CC1)CN=C2c1ccccc1Cl)N1CCOCC1
3.114644339,O=C(CCc1cc2c(s1)-n1c(Br)nnc1CN=C2c1ccccc1Cl)N1CCOCC1
3.071854403,COc1nnc2n1-c1sc(CCC(=O)N3CCOCC3)cc1C(c1ccccc1Cl)N=C2
6.061857786,c1ccc(C2C[N+]3(CCCCCCC[N+]45CCC(CC4)C(c4ccccc4)C5)CCC2CC3)cc1
5.559505826,COC(=O)C1C[N+]2(CCCCCCCCCC[N+]34CCC(CC3)C(C(=O)OC)C4)CCC1CC2
3.634507081,O=S(=O)(c1cccc2cnccc12)N1CCCNCC1
3.934499861,CNC(C(=O)NC1C(=O)NC(c2ccc(O)c(Cl)c2)C(=O)NC2C(=O)NC3C(=O)NC(C(=O)NC(C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)C(OC3CC(N)C(O)C(C)O3)c3ccc(c(Cl)c3)Oc3cc2cc(c3OC2OC(CO)C(O)C(O)C2O)Oc2ccc(cc2Cl)C1OC1OC(CO)C(O)C(O)C1O)c1ccc(OC2OC(C)C(O)C(O)C2O)cc1
3.833239956,CNC(C(=O)NC1C(=O)NC(c2ccc(O)c(Cl)c2)C(=O)NC2C(=O)NC3C(=O)NC(C(=O)NC(C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)C(OC3CC(N)C(O)C(C)O3)c3ccc(c(Cl)c3)Oc3cc2cc(c3OC2OC(CO)C(O)C(O)C2O)Oc2ccc(cc2Cl)C1OC1OC(CO)C(O)C(O)C1O)c1ccc(O)cc1
6.017742664,C[N+]1(Cc2ccccc2)CCN(CCCCCCCCCCN2CC[N+](C)(Cc3ccccc3)CC2)CC1
3.875227768,CN1C2CCC1CC(OC(=O)c1c[nH]c3ccccc13)C2
3.616440503,Oc1cc(O)cc(C(O)CNC2CCC2)c1
2.919025973,CC(C)N(C)CC(O)c1cccc(N)c1
2.986261235,CCCN(C)CC(O)c1cccc(N)c1
3.055217872,NC1=NC(=O)C(=NNc2c(I)cc(I)c(C(=O)O)c2I)C=C1
3.074830064,CN1CC(c2ccccc2)OC1(C)C
3.28399927,CCN(CC)CCC1(C)OCC(CO)O1
3.210153636,CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn4c3c2SCC4)CC1
2.305136319,CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(CSc3cc[n+](CC(=O)O)c4c3CCC4)CSC12)c1csc(N)n1
3.266456445,Cc1cc(N2CCSCC2)c(C#N)c(C)[n+]1[O-]
3.102533177,Cc1cc(N2CCOCC2)c([N+](=O)[O-])c(C)[n+]1[O-]
3.037983949,Cc1cc(N2CCCC2)c(C#N)c(C)[n+]1O
3.366062296,Cc1cc(N2CCCCC2)c(C#N)c(C)[n+]1O
3.692554355,Cc1cc(N2CCCCCC2)c(C#N)c(C)[n+]1O
3.238500243,Cc1cc(N2CCN(c3ccc(F)cc3)CC2)c([N+](=O)[O-])c(C)[n+]1[O-]
3.401906922,Cc1cc(N2CCCCC2)c([N+](=O)[O-])c(C)[n+]1O
3.124342802,Cc1cc(N2CCCNCC2)c([N+](=O)[O-])c(C)[n+]1[O-]
3.764862065,O=c1c(O)c(O)c1=O
6.219782245,COC(=O)C1c2cc3c(c(O)c2C(OC2CC(O)C(OC4CC(O)C(OC5CC(C)(N=O)C(OC6CC(OC)C(OC(=O)C(C)=CC(=O)O)C(C)O6)C(C)O5)C(C)O4)C(C)O2)CC1(C)O)C(=O)c1c(O)cc2c(c1C3=O)CC1CC(N(C)C)C(OC3CC(O)C(OC4CC(C)(N=O)C(OC5CC(O)C(O)C(C)O5)C(C)O4)C(C)O3)C2(C)O1
5.018823087,CCCCCN1CC(C)CC(O)C1C(C)c1ccc2c(c1C)CC1C2CC=C2CC(O)CCC21C
4.240173696,Oc1ccccc1CC1CC2CCN1CC2
4.074214243,Cc1ccc(O)c(CC2CC3CCN2CC3)c1
3.759822389,COc1ccc(O)c(CC2CC3CCN2CC3)c1
3.803866634,Oc1c(CC2CC3CCN2CC3)ccc2ccccc12
4.324408724,C=C(O)C(=O)NCC1C2=C(CC3C4c5c(c(O)c(C)c(OC)c5OC(=O)CO)CC(C(C#N)N13)N4C)C(=O)C(C)=C(OC)C2=O
4.183553476,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2
4.843271408,CCCCCCCCOc1ccccc1CNC(=O)CN(CC)CC
3.601404515,Cc1ccc(-c2cc(=O)c3ccc(OCC(O)CNC(C)C)cc3o2)cc1
4.494913945,C[N+]1(C)CCN(CCCCCCN2CC[N+](C)(C)CC2)CC1
3.757838037,COc1ccc2c3c1OC1C(=O)CCC4(O)C(C2)N(CC#CCN2CCC56c7c8ccc(OC)c7OC5C(=O)CCC6(O)C2C8)CCC314
4.200674365,COc1ccc2c3c1OC1C(O)C=CC4C(C2)[N+](C)(CC#CC[N+]2(C)CCC56c7c8ccc(OC)c7OC5C(O)C=CC6C2C8)CCC341
3.619987248,CCOc1ccccc1OCCNC(C)Cc1ccc(OC)c(S(N)(=O)=O)c1
4.634390238,CCC1(CO)CCCN2CCc3c([nH]c4ccccc34)C21
3.560329345,CN1CC=C(c2cn(-c3ccc(F)cc3)c3ccc([N+](=O)[O-])cc23)CC1
3.832671186,OCCN1CCN(c2cn(-c3ccc(F)cc3)c3ccc(C(F)(F)F)cc23)CC1
3.68925313,Cc1ccccc1NC(=O)C(CN(C)C)N(C)C
3.314077992,CCN(CC)CC1(C)OC(=O)C(Br)=C1C
3.31386722,CN(C)CC1(C)OC(=O)C(Cl)=C1c1ccccc1
3.111659205,CC1(CN2CCOCC2)OC(=O)C(Cl)=C1c1ccccc1
3.352131918,CCN(CC)CC1(C)OC(=O)C(Cl)=C1C
3.576149963,CCCCN(C)CC(O)c1ccc(N)cc1
3.014563515,CCCCN(C)CC(O)c1cccc(N)c1
6.131890372,c1ccc(C2C[N+]3(CCCCCCCCCC[N+]45CCC(CC4)C(c4ccccc4)C5)CCC2CC3)cc1
3.909011215,CCOC(=O)OC1CCC2(O)C3Cc4ccc(OC)c(OC)c4C2(CCN3C)C1
4.585605299,Cc1c(C(C)C2C(O)CC(C)CN2C)ccc2c1CC1C2CC=C2CC(O)CCC21C
5.726321997,CN(CC#CCN1CCCC1=O)CCBr
4.264285736,CN1C2CCCC1CC(NC(=O)c1nn(C)c3ccccc13)C2
3.066369227,CCCCCN(CCCOC)C(=O)C(CCC(=O)O)NC(=O)c1ccc(Cl)c(Cl)c1
3.217780915,CC(=O)c1c2c(c(C)[nH]c1=O)CC(c1ccncc1)CC2
2.131614655,CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(C[n+]3ccc(-n4ccnc4)cc3)CSC12)c1csc(N)n1
3.133808662,O=[N+]([O-])OCC1COc2ccc([N+](=O)[O-])c(O)c2O1
4.4383903,COC(=O)C1=C(Cl)NC(C)=C(C(=O)OCCN2CCN(C(c3ccccc3)c3ccccc3)CC2)C1c1cccc([N+](=O)[O-])c1
3.693299257,COC(=O)C1=C(Cl)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1
4.099917303,CCC1C2CC3C4N(C)c5ccccc5C45CC(C2C5OC(=O)CCC(=O)OC)N3C1O
3.407125773,N=C(Nc1c([N+](=O)[O-])cnc2ccccc12)N1CCOCC1
4.36617632,CC[N+]1(CCO)CC1
3.623692665,CCCc1c(OCc2cccn3c(=O)c(-c4nn[nH]n4)cnc23)ccc(C(C)=O)c1O
3.885727219,CCOC(=O)C1(c2ccccc2)CCN(CCSC)CC1
3.547497341,CCCCCN(C)CC(O)c1ccc(N)cc1
3.588242309,CCCCCN(C)CC(O)c1cccc(N)c1
2.789725347,COc1ccc(C(N)=O)cc1C(=O)NCc1cccnc1
2.813017923,C[n+]1cccc(C(=O)OCC[N+](C)(C)C)c1
3.82266742,CCCCCNCC(O)c1ccc(O)c(O)c1
3.649768658,C[N+](C)(C)CCOCCOCC[N+](C)(C)C
3.692661886,CC(C)(CC(=O)OCC[N+](C)(C)C)[N+](C)(C)C
4.725913333,CC1CCCCN1Cc1c(O)ccc2ccccc12
3.739343205,CCN(CC)CCOC(=O)c1c(C)cc(C)cc1C
3.270785553,CCOC(=O)C1CCCN(Cc2c(O)ccc3ccccc23)C1
3.286218178,O=C(NCCN1CCCCC1)c1ccco1
2.921896096,CCC1(CCN2CCCCC2)C(=O)NC(=O)NC1=O
3.94096233,Cc1ccc(S(=O)(=O)NC(Cc2ccc(N)cc2)C(=O)N2CCCCC2)cc1
3.380971188,NCc1ccc(CC(NS(=O)(=O)c2ccc3ccccc3c2)C(=O)N2CCCC2)cc1
4.055900496,Cc1ccc(S(=O)(=O)NC(C(=O)N2CCCCC2)c2ccc(CNC(=N)N)cc2)cc1
4.053110287,Cc1ccc(S(=O)(=O)NC(CCCNC(=N)N)C(=O)N2CCCCC2)cc1
3.747824702,CC(C)CCCN(CCO)CCCC(C)C
3.46310577,C[N+]1(CCSCC[N+]2(C)CCOCC2)CCOCC1
3.264212242,C[N+](C)(C)CCOC(=O)C1CCC[N+](C)(C)C1
4.033176442,CCCCNCC(NCCCC)C(=O)Nc1ccccc1C
2.261903879,O=C(O)CC1(CC(=O)OCc2ccccc2)OCOC1=O
4.006777669,C[N+](C)(C)CCOc1ccc(OCC[N+](C)(C)C)nn1
2.687635275,CCC1(N2CCC(C)CC2)C(=O)NC(=O)NC1=O
3.599408144,CCCCCCCCCCCCCCCC(=O)OCC(COC1OC(CS(=O)(=O)O)C(O)C(O)C1O)OC(=O)CCCCCCCCCCCCCCC
4.408982381,C[N+]1(C)CCN(CCN2CC[N+](C)(C)CC2)CC1
3.294294238,CCCCC1(CCN2CCCCC2)C(=O)NC(=O)NC1=O
3.457136753,CC[N+](C)(C)CCN1CCN(CC[N+](C)(C)CC)CC1
4.220096128,CC[N+](C)(CC)CCOCCOCC[N+](C)(CC)CC
2.79840589,NS(=O)(=O)c1ccc(NC(=O)CC2(CC(=O)O)OCOC2=O)cc1
3.874958675,CC[N+](C)(C)CCOCCOCC[N+](C)(C)CC
3.412383258,C[N+](C)(C)CCN1CCN(CC[N+](C)(C)C)CC1
3.780688345,CCN(CC)CCOc1c(C)cc(C)cc1C
4.146740638,CC[N+](C)(CC)CCOC(=O)C(CCO)c1ccccc1
3.366815046,COCc1ccc(-c2ccccc2Cl)cc1
3.39223428,CCOCc1ccc(-c2ccccc2Cl)cc1
3.510248677,O=C(OCc1ccc(-c2ccccc2Cl)cc1)c1cccnc1
