PUBCHEM_CID,low_moderate_permeability,Phenotype,canonical_smiles
70777500,0,High,COc1cc2cc(CN3CCC(N(C)C)C3)c(-c3cccc(Cl)c3)nc2cc1OC
1177165,0,High,Cc1c(NC2=C(Cl)C(=O)N(c3ccccc3)C2=O)c(=O)n(-c2ccccc2)n1C
3596188,0,High,CCOC(=O)N1CCN(Cc2nc3c(c(=O)n(C)c(=O)n3C)n2CCC(C)C)CC1
46907708,0,High,CC(C)Oc1cccc(-c2cnc(N3CCC(C(N)=O)CC3)s2)c1
70789414,1,Low,Cc1ccc(-c2cc(C(=O)Nc3ccc(-n4cncn4)cc3)c3ccccc3n2)cc1C
72710615,1,Moderate,O=C1Nc2ccccc2/C1=C\c1cc(F)c(O)c(F)c1
70789542,1,Moderate,Cc1ccc(S(=O)(=O)Nc2cnccc2C(=O)Nc2ccc(N3CCOCC3)cc2)cc1
17361469,0,High,O=C(Nc1ccc(C(=O)Nc2nccs2)cc1)c1ccc2ccccc2c1
70789541,1,Low,Cc1ccc(S(=O)(=O)n2cc(C(=O)Nc3nc(-c4ccccc4)cs3)c3ccccc32)cc1
70789668,1,Moderate,Fc1ccc(-c2ccc(Nc3nc(-c4ccncc4)nc4ccccc34)cc2F)c(F)c1
71771098,1,Low,CCc1ccc(NC(=O)c2[nH]c(C)c(C(C)=O)c2C)cc1[S+](=O)([O-])Nc1ccc(Br)cc1
24762166,1,Moderate,NC1CCC(Nc2nc(Nc3ccc(C(=O)N4CCCCC4)cc3)c3ncn(-c4cccc(F)c4)c3n2)CC1
134807770,0,High,COc1ccc(-c2ccc3ncc(Nc4ccncc4)n3n2)cc1OC
137299452,0,High,COc1ccc(-n2nc(C3CCN([S+](=O)([O-])c4c(C)noc4C)CC3)[nH]c2=O)cc1
16033976,0,High,Cc1ccc(-n2ncc3c(NCCCn4ccnc4)ncnc32)cc1Cl
15989530,0,High,O=C(NCC1CCN(Cc2cccc(Cl)c2)CC1)Nc1ccc(F)c(Cl)c1
72710568,0,High,Cc1nc([C@](C)(O)CO)sc1-c1cnc(N)c(O[C@H](C)c2cc(F)ccc2-n2nccn2)c1
134807450,1,Low,O=C(NCCCn1ccnc1)c1ccc(-c2ncc3cnc(-c4cccc(F)c4)cn23)cc1
71829149,0,High,COc1ccc(C(=O)NC2CCCc3c2[nH]c2c(Cl)cccc32)cc1OC
1285940,0,High,CC1=NN(c2ccc(C(=O)O)cc2)C(=O)/C1=C/c1ccc(-c2cc(C)c(C)cc2[N+](=O)[O-])o1
20919964,0,High,CCN1CCN(C(=O)CCCn2nc(C)c3c(C)n(-c4ccc(C)cc4)nc3c2=O)CC1
90216621,1,Low,O=C(O)c1ccncc1Nc1nn(CCN2CCC(F)(F)CC2)c2ccc(F)cc12
5302298,0,High,Nc1c(C(=O)Nc2ccc(Cl)c(C(F)(F)F)c2)sc2nc3c(cc12)N1CCC3CC1
392622,0,High,CC(C)c1nc(CN(C)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1
1357397,1,Moderate,O=C(O)c1ccccc1-c1ccc(/C=c2\sc3nc4cc(Br)cnc4n3c2=O)o1
53255391,0,High,Cc1cc(NC(=O)c2ccc(NC(=O)Cc3ccc(Cl)c(Cl)c3)cc2)no1
71660767,0,High,CCc1ccc2oc(NC3=NC(c4[nH]ncc4Cl)C4=C(CCCC4=O)N3)nc2c1
72710614,1,Moderate,Cc1ccc2c(c1)/C(=C\c1cc(Cl)c(O)c(Cl)c1)C(=O)N2
72187553,0,High,Cc1ccccc1C(=O)N1CCc2cc(-c3nc(NC(=O)Cc4ccc5c(c4)OCCO5)sc3C)ccc21
32874585,0,High,COc1cc(Nc2nc(-c3ccncc3)nc3ccccc23)ccc1NS(C)(=O)=O
134808756,1,Moderate,OCc1cccc(-c2cc(-c3cccnc3)c3cncn3c2)c1
134808360,0,High,Cn1ccc2c(C(=O)NCC3CCC(=O)N3)nc(-c3ccccc3C#N)cc21
25227462,1,Low,Cc1nc(Nc2n[nH]c3c2CN(C(=O)N[C@H](CN(C)C)c2ccccc2)C3(C)C)c2sccc2n1
134791156,0,High,O=C(NC1CC1)c1nc(-c2cccnc2)c2ccccn12
9884685,0,High,Oc1cccc(-c2nc(N3CCOCC3)c3oc4ncccc4c3n2)c1
25169383,0,High,Clc1ccc2ncc(-c3cccc(NC4CCNC4)n3)n2c1
619526,0,High,O=C1Nc2cc(Cl)ccc2Nc2cscc21
73549,0,High,O=C1c2ccccc2-n2c1nc1ccccc1c2=O
73051434,0,High,Cc1cc2c(C(N)=O)cccc2n1-c1nc2c(c(NCc3ccccc3)n1)COCC2
2118,0,High,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2
53328059,0,High,CSc1nc(N)cc(Oc2ccc(-c3nc(Nc4cccc(C(F)(F)F)c4)n[nH]3)cc2)n1
46907758,1,Moderate,CN(C)c1cccc(-c2cc(N3CCC(C(N)=O)CC3)ncn2)c1
220995,0,High,COc1cc(C2c3cc(O)c(OC)cc3CC3C(=O)OCC32)ccc1O
9616943,0,High,O=[N+]([O-])c1ccc(/C=N/n2c(CO)nc3ccccc32)s1
3233188,0,High,Cc1cnc(CNc2nc(-c3cccc(NS(C)(=O)=O)c3)nc3ccccc23)cn1
763700,0,High,CCOc1ccc(CNc2ccc3c(c2)ncn3C)cc1
9934458,0,High,Cc1cc(SCc2sc(-c3ccc(C(F)(F)F)c(F)c3)nc2C)ccc1OCC(=O)O
46926050,0,High,COc1ccc(NC(=O)C2=C(C)NC(Nc3nc4ccccc4o3)=NC2c2ccccc2Br)cc1
57383414,0,High,CCN1C(=O)c2ccccc2[S@](=O)c2ccc(C(=O)NCc3ccc(C#N)cc3)cc21
60167918,0,High,Fc1cnc(-c2ccccc2C(F)F)nc1NCc1ccc(-n2ccnn2)cc1
60167866,0,High,Cc1cnc(-c2ccccc2C(F)F)nc1NCc1ccc(-n2ccnn2)cc1
70701399,1,Low,Cc1cccc(CNc2ccc(S(=O)(=O)Nc3nccs3)cc2)c1O
71296014,0,High,Cn1cc(-c2nc(Nc3ccc(F)c(F)c3)c3ccccc3n2)cn1
3163563,0,High,COC(=O)C1=C(C)NC(=O)CC1C(=O)Nc1ccc(Cl)cc1
70789346,1,Low,Cc1ccc(S(=O)(=O)Nc2cnccc2C(=O)Nc2ccc(-n3cncn3)cc2)cc1
71771078,1,Low,CC(=O)c1ccc(N[S+](=O)([O-])c2cccc(NC(=O)c3[nH]c(C)c(C(C)=O)c3C)c2)cc1
42992585,0,High,COc1ccc(NC(=O)c2cccnc2)cc1S(=O)(=O)Nc1ccc(Br)cc1
6485805,1,Low,Cc1nc2nc(NC(=O)c3ccc(C(C)(C)C)cc3)[nH]n2c(=O)c1Cl
136665423,1,Moderate,O=C(Nc1cccc(OC(F)(F)F)c1)c1cc(-c2ccc[nH]2)n[nH]1
3246294,1,Moderate,C[C@]12CC[C@@H]3[C@H](CCC4=CC(=O)CC[C@]43C)[C@]1(O)CC[C@@]2(O)C(=O)CO
71577426,0,High,O=C(Cc1cccc(OC(F)(F)F)c1)Nc1ccc(CCCCc2nnc(NC(=O)Cc3ccccn3)s2)nn1
53299062,0,High,COc1cccc(-c2noc(Nc3ccc4c(c3)OCCO4)n2)c1
134810628,0,High,NC(=O)c1ccc(-c2ncc3cnc(-c4cccc(F)c4)cn23)cc1
3474778,0,High,COc1ccc(-n2cnc3cc(C(=O)N4CCCCC4)ccc32)cc1
5567,0,High,O=C(CCCN1CCC(O)(c2cccc(C(F)(F)F)c2)CC1)c1ccc(F)cc1
7601970,0,High,O=C1CCc2cc(S(=O)(=O)Nc3ccc(F)c(Cl)c3)ccc2N1
46990893,0,High,CCn1ncc(NC(=O)Cn2ncc3cc(-c4cccc(OC)c4)ccc32)n1
707153,0,High,CCOC(=O)c1c[nH]c2c3c(ccc2c1=O)CCCC3
44887534,1,Moderate,O=C(NCCc1nc2ccccc2n1CCO)C1CCCCC1
71582801,1,Moderate,COc1ccc(Nc2nc(-c3cccc(OC)c3)no2)cc1
15990190,0,High,Cc1ccc(Nc2nc(C)c(NC(=O)c3ccc(C)cc3)c(Nc3ccc(C)cc3)n2)cc1
15990919,1,Moderate,CCOC(=O)c1ccc(N2C(=O)c3n[nH]c(-c4cccs4)c3C2c2ccc(Cl)cc2Cl)cc1
3234639,0,High,Cc1cnc(CNc2nc(-c3ccccc3Cl)nc3ccccc23)cn1
1321124,0,High,O=S(=O)(Nc1cccc(C(F)(F)F)c1)c1ccc(NS(=O)(=O)c2ccc3c(c2)OCCO3)cc1
49853258,0,High,Cc1ccnc(NC(=S)N2CCC(Nc3cccc(C(F)(F)F)c3)CC2)c1
53257120,0,High,COc1ccnc(NC(=S)N2CCN(c3ccc(Cl)c(Cl)c3)CC2)c1
43462960,1,Moderate,O=C1Cc2cc(C(=O)c3ccco3)ccc2N1
70789455,1,Low,Cc1ccc(S(=O)(=O)Nc2cnccc2C(=O)Nc2nc(-c3cc4ccccc4o3)cs2)cc1
72710612,0,High,O=C1Nc2ccccc2/C1=C\c1ccc(O)c(F)c1
70701421,1,Low,O=S(=O)(Nc1ccc(C2CCNCC2)cc1)c1ccc(NCc2cccc(Cl)c2O)cc1
70789556,0,High,O=C(Nc1nc(-c2ccccc2)cs1)c1ccncc1NS(=O)(=O)c1ccc(F)cc1
70789450,1,Moderate,O=C(Nc1nc(-c2ccccc2)cs1)c1ccncc1NS(=O)(=O)c1cccnc1
70789661,0,High,Fc1ccc(Nc2nc(-c3ccncc3F)nc3ccccc23)cc1F
70789499,0,High,Cc1cc(F)ccc1S(=O)(=O)Nc1cnccc1C(=O)Nc1nc(-c2ccccc2)cs1
70789452,0,High,O=C(Nc1nc(-c2ccccc2)cs1)c1ccncc1NS(=O)(=O)c1ccc(C(F)(F)F)cc1
70789697,0,High,Fc1ccc(-c2nc(-c3ccncc3)nc3ccccc23)cc1F
3231830,1,Low,Cc1sc(NC(=O)Cc2ccc3c(c2)OCO3)nc1-c1ccc2c(c1)CCN2C(=O)c1ccccc1F
134806797,0,High,COc1cc(-c2nc(-c3c(C)noc3C)cc3c2cc(C)n3CCN(C)C)ccn1
134791361,0,High,CC(C)NC(=O)c1nc(-c2ccc(Cl)nc2)c2ccccn12
44142150,0,High,Cn1nnnc1Sc1ncnc2scc(Br)c12
56593322,1,Low,CCCCOc1ccccc1C(=O)Nc1ccccc1C(=O)Nc1cccc(S(=O)(=O)C(F)(F)F)c1
134809651,0,High,O=C1NCc2ccc(-c3cc4c(ccn4Cc4cccnc4)c(C4=CCOCC4)n3)cc21
134805007,0,High,COc1ccc(Nc2cc3c(nc2OC)nc(CCc2ccccc2)n3C)cn1
71226662,1,Moderate,CC#CC(=O)N1CCC[C@H]1c1nc(-c2ccc(C(=O)Nc3ccccn3)cc2)c2c(N)nccn12
46907715,0,High,NC(=O)C1CCN(c2nccc(-c3ccc(Br)cc3)n2)CC1
636411,0,High,COc1ccc2[nH]c(S(=O)Cc3ncc(C)c(OC)c3C)nc2n1
75466029,0,High,O=C(C1CC(=O)N(c2n[nH]c3ccccc23)C1)N1CCC(c2noc3cc(F)ccc23)CC1
586278,0,High,COCc1cc(C)nc(SCC(=O)c2ccc(O)c(O)c2)c1C#N
70701362,0,High,C=CCc1cccc(CNc2ccc(S(=O)(=O)Nc3nccs3)cc2)c1O
71296008,0,High,FC(F)(F)Oc1cccc(Nc2nc(-c3ccncc3)nc3ccccc23)c1
70789482,1,Moderate,Cc1ccc(S(=O)(=O)Nc2cncc(C(=O)Nc3nc(-c4ccccc4)cs3)c2)cc1
72187546,0,High,COc1cccc(CC(=O)Nc2nc(-c3ccc4c(c3)CCN4C(=O)c3ccccc3C)c(C)s2)c1
72187551,0,High,Cc1ccc(CC(=O)Nc2nc(-c3ccc4c(c3)CCN4C(=O)c3ccccc3C)c(C)s2)cc1C
70789646,1,Moderate,Fc1ccc(Nc2nc(-c3ccncc3Cl)nc3ccccc23)cc1F
70789498,0,High,O=C(Nc1nc(-c2ccccc2)cs1)c1ccncc1NS(=O)(=O)c1ccc(F)cc1Cl
70789657,1,Moderate,Fc1cc(Nc2nc(-c3ccncc3)nc3ccccc23)ccc1-c1cn[nH]c1
71771092,0,High,CC(=O)c1c(C)[nH]c(C(=O)Nc2ccc(C)c([S+](=O)([O-])Nc3ccc(Br)cc3)c2)c1C
52936849,0,High,CCOC(=O)c1cnc2ccc(-c3cncc(NS(=O)(=O)c4ccccc4)c3)cn12
3246443,0,High,COc1c(O)ccc2c1CN1CCc3cc4c(cc3[C@@H]1C2)OCO4
118957930,0,High,CNC(=O)Cn1cc(-c2ccc3c(c2)C(F)CC32NC(=O)N(CC(=O)N(Cc3ccc(F)cc3)[C@@H](C)C(F)(F)F)C2=O)cn1
25256849,0,High,CC(NCc1ccc2c(c1)nc(NC(=O)c1ccc(-c3cn[nH]c3)s1)n2CC(C)(C)O)C(C)(C)C
2870379,0,High,CC(C)(C)C1CCc2[nH]c3ccccc3c(=O)c2C1
2896518,1,Moderate,O=C(NC(c1ccccc1)c1cc(Cl)c2cccnc2c1O)c1cccnc1
16025697,0,High,COc1cccc(C(=O)Nc2nc(-c3nnn(-c4cccc(Cl)c4C)c3C)ns2)c1
33036,0,High,CN(C)CC[C@@H](c1ccc(Cl)cc1)c1ccccn1
16019143,1,Low,Cc1ccc(-c2c(CN3CCN(c4cccc(C(F)(F)F)c4)CC3)csc2C)cc1
46907681,0,High,NC(=O)C1CCN(c2nc(-c3ccc(Oc4ccccc4)cc3)cs2)CC1
3334,0,High,COC(=O)Nc1nc2ccc(Sc3ccccc3)cc2[nH]1
46907743,1,Low,NC(=O)C1CCN(c2nc(-c3ccc(OCc4ccccc4)cc3)cs2)CC1
16028197,1,Moderate,COc1cccc(N2CCN(c3ncc4c(n3)CCN(Cc3ccc(Br)cc3)C4)CC2)c1
70789387,0,High,O=C(Nc1nc(-c2ccccc2)cs1)c1ccncc1NS(=O)(=O)c1ccc(Cl)cc1
15988540,1,Moderate,COC(=O)c1cc(Cl)ccc1NC(=O)CSc1ncc(S(=O)(=O)c2ccc(Br)cc2)c(=O)[nH]1
1512045,0,High,CCCN1CNc2c(c(=O)[nH]c(=S)n2CCc2ccc(OC)c(OC)c2)C1
4209724,0,High,COc1ccc(C(=O)Nc2nc(-c3ccccc3)cs2)c(OC)c1
19597433,0,High,CC(C)n1cc(-c2ccc(Oc3ccccc3)cc2)c2c(N)ncnc21
72187550,0,High,CC(=O)Nc1nc(-c2ccc3c(c2)CCN3C(=O)c2ccccc2C)c(C)s1
71771099,0,High,CC(=O)c1c(C)[nH]c(C(=O)Nc2cccc([S+](=O)([O-])Nc3ccc(Br)cc3)c2)c1C
8083550,0,High,Cc1nc2sccn2c(=O)c1S(=O)(=O)Nc1ccc(N2CCN(C)CC2)cc1
91909359,0,High,O=C(Cc1cccs1)NCc1nnc2ccc(-c3ccccc3)nn12
5740575,0,High,O=c1cc(/C=C/c2c(F)cccc2Cl)[nH]c2ccccc12
7424264,0,High,COc1ccc(Nc2cc(C)nc(-n3nc(C)cc3C)n2)cc1Cl
664510,0,High,CNc1oc(-c2cccc3ccccc23)nc1C#N
16025695,0,High,COc1cccc(C(=O)Nc2nc(-c3nnn(-c4cc(C)ccc4C)c3C)ns2)c1
16034348,1,Moderate,Cc1ccc(/C=C/c2nc3ccccc3n2S(=O)(=O)c2cccc(Cl)c2)cc1
49852911,0,High,COc1cccc(NC(=S)N2CCN(c3cccc(C(F)(F)F)c3)CC2)n1
15990148,0,High,Cc1cccc(N2CCN(c3nc4ccccc4c4nnc(C)n34)CC2)c1C
49853213,0,High,N#Cc1ccc(-c2ccc(CNc3ccc(C4CCNCC4)cc3)o2)cc1
46907710,0,High,NC(=O)C1CCN(c2ncnc(-c3ccc4c(c3)OCCCO4)n2)CC1
46907751,1,Moderate,NC(=O)C1CCN(c2nc(-c3ccc(N4CCCCC4)nc3)cs2)CC1
24963047,0,High,CC(C)(C)NS(=O)(=O)c1ccc(-c2ccc3[nH]nc(N)c3c2)cc1
46916382,0,High,Cc1ccc(NC(=O)N2CCN(c3nc(N)nc4sc(-c5cccnc5)nc34)CC2)cc1
3662061,0,High,CCCNC(=O)c1ccc2c(c1)ncn2-c1cc(C)cc(C)c1
781247,0,High,CC(=O)c1c(C)n(-c2ccccc2)c2ccc(O)cc12
44640149,0,High,O=C1CCCC2=C1C1(CCS(=O)(=O)C1)N=C(Nc1nc3ccccc3o1)N2
49852728,0,High,Cc1cc(C)nc(NC(=S)N2CCN(c3cccc([N+](=O)[O-])c3)CC2)c1
2168668,1,Moderate,Cc1ccc(-c2cc(C(=O)NCc3ccc(S(N)(=O)=O)cc3)c3ccccc3n2)cc1C
4374325,0,High,CC(=O)c1c(C)[nH]c(C(=O)Nc2cccc(S(=O)(=O)N3CCOCC3)c2)c1C
70789688,0,High,Fc1cc(Nc2nc(-c3ccncc3)nc3ccccc23)ccc1C(F)(F)F
71660768,0,High,O=C1CCCC2=C1C(c1[nH]ncc1Cl)N=C(Nc1nc3cc(F)ccc3o1)N2
70789424,1,Moderate,Cc1ccc(S(=O)(=O)Nc2cnccc2C(=O)Nc2nc(-c3ccncc3)cs2)cc1
70789654,1,Low,Fc1cc(Nc2nc(-c3ccncc3)nc3ccccc23)ccc1-c1cccnc1
71771073,1,Moderate,CC(=O)c1c(C)[nH]c(C(=O)Nc2cccc([S+](=O)([O-])Nc3cccnc3)c2)c1C
46925989,0,High,O=C1CCc2cc(S(=O)(=O)Nc3ccc(F)c(Cl)c3)c(F)cc2N1
46907753,0,High,CN(C)c1cccc(-c2cnc(N3CCC(C(N)=O)CC3)nc2)c1
136665415,0,High,O=C(Nc1ccc(F)cc1F)c1cc(-c2ccc[nH]2)n[nH]1
7251185,0,High,C=C1C(=O)O[C@@H]2[C@H]3O[C@]3(C)CC/C=C(\C)CC[C@@H]12
136959977,0,High,Cn1cnc(-c2nccc3c(=O)[nH]c(OCCCC(F)(F)F)nc23)c1
15987821,1,Moderate,COc1ccc(Nc2ncc(C(=O)Nc3cccc(Cl)c3)c3ccccc23)cc1
134787726,0,High,COC(=O)CNC(=O)c1nc(-c2ccc(Cl)nc2)c2cnccn12
91911826,0,High,Cc1ccc(C(=O)NC2CCN(c3cnn(CC4CC4)c(=O)c3)CC2)cc1C
16016570,0,High,COc1cccc(NC(=O)c2cccc3c(=O)c4c([nH]c23)CCCC4)c1
46907731,0,High,N#Cc1ccc(-c2csc(N3CCC(C(N)=O)CC3)n2)cc1
91887902,1,Moderate,O=C(NC1CCCN(c2cc(-c3ccc(F)cc3)[nH]n2)C1)c1ccc2ncccc2c1
457993,0,High,CCCCCCC.CN1C(=O)CN=C(c2ccc[nH]2)c2cc(Cl)ccc21
118170767,1,Low,COc1cc([C@@H](CC(=O)O)c2ccc(C)c(CN3C[C@@H](C)Oc4ccccc4S3(=O)=O)c2)cc2nnn(C)c12
3233203,0,High,CC(=O)N1CCC2(CCCN(c3ccc(-c4ccccc4)cc3)C2)CC1
3235670,1,Moderate,CCCCCn1c(=O)[nH]c2cc(C(=O)NCCCN3CCC(C)CC3)ccc2c1=O
49852918,0,High,Cc1cc(C)nc(NC(=S)N2CCN(c3nccc(C(F)(F)F)n3)CC2)c1
49705773,0,High,O=C(c1ccc2c(c1)ncn2-c1ccccc1)N1CCCCC1
70789341,1,Moderate,Cc1ccc(S(=O)(=O)Nc2ccc(C(=O)Nc3nc(-c4ccc(Cl)cc4)cs3)cc2)cc1
70701422,1,Low,O=S(=O)(Nc1nccs1)c1ccc(NCc2cccc(F)c2O)cc1
70701443,0,High,COc1cccc(CNc2ccc(S(=O)(=O)Nc3ccc(C)nc3)cc2)c1O
71296010,1,Moderate,c1ccc2c(Nc3ccc4nc[nH]c4c3)nc(-c3ccncc3)nc2c1
50760402,0,High,CCN1CCN(c2ccc3cc(S(=O)(=O)N4CCOCC4)ccc3n2)CC1
72710610,0,High,O=C1Nc2ccccc2/C1=C\c1ccc(O)c(Cl)c1
71296017,0,High,Fc1ccc(Nc2nccc(-c3ccncc3)n2)cc1F
70789408,0,High,COc1ccccc1S(=O)(=O)Nc1cnccc1C(=O)Nc1nc(-c2ccccc2)cs1
73265261,0,High,O=C([C@H](Cc1ccc(O[S+](=O)([O-])c2cccc3cnccc23)cc1)N[S+](=O)([O-])c1cccc2cnccc12)N1CCN(Cc2ccccc2)CC1
730810,1,Moderate,Cc1ccc2[nH]c(-c3ccccc3)cc(=O)c2c1
10316032,0,High,Fc1ccc(Cl)cc1-c1nc(Nc2ccncc2)c2nccnc2n1
655308,1,Moderate,O=c1c2c([nH]c3ccc(Br)cc13)CCCC2
71660748,0,High,Cc1ccc2nc(NC3=NC(c4[nH]ncc4Cl)C4=C(CCCC4=O)N3)oc2c1
46907677,0,High,CN(C)c1cccc(-c2nnc(N3CCC(C(N)=O)CC3)s2)c1
134811001,0,High,Cn1ccc2c(C(=O)NCc3cccnc3)nc(-c3ccc(CO)cc3)cc21
134805713,1,Moderate,COc1ccc(-c2cc(-c3cccc(NC(C)=O)c3)cn3cncc23)cn1
825303,0,High,COc1ccc2nc(C)cc(Nc3ccc(Cl)c(Cl)c3)c2c1
1383822,1,Moderate,Cc1ccccc1C(=O)N1CCc2cc(-c3nc(NC(=O)Cc4ccc5c(c4)OCO5)sc3C)ccc21
4355463,0,High,FC(F)(F)c1cccc(N2CCN(C(=S)Nc3ccccn3)CC2)c1
53257090,0,High,Cc1cc(C)nc(NC(=S)N2CCN(c3ccc4nsnc4c3)CC2)c1
5284645,0,High,C[C@H]1CCC[C@H](O)CCC/C=C/c2cc(O)cc(O)c2C(=O)O1
49787093,0,High,CN1CCN(c2ccc(Nc3nn4c(=O)c5ccccc5nc4s3)cc2)CC1
11667893,0,High,CC1(C)CNc2cc(NC(=O)c3cccnc3NCc3ccncc3)ccc21
46907682,0,High,COc1ccccc1-c1csc(N2CCC(C(N)=O)CC2)n1
137299438,0,High,COc1ccc(-n2nc(C3CCN([S+](=O)([O-])c4cccc(C(F)(F)F)c4)CC3)[nH]c2=O)cc1
4321730,0,High,CC1CCCCN1c1ncnc(N)c1[N+](=O)[O-]
53257098,0,High,Cc1ccnc(NC(=S)N2CCN(c3cccc(C(F)(F)F)n3)CC2)c1
53257156,0,High,Cc1cc(C)nc(NC(=S)N2CCN(c3ccc(Cl)cc3[N+](=O)[O-])CC2)c1
4970248,0,High,Cc1ccc(-n2nc(C)c3c(-c4ccc(O)c(O)c4)c(C#N)c(N)nc32)cc1C
57383420,0,High,CN1C(=O)c2ccccc2[S@](=O)c2ccc(C(=O)NCc3ccc(Cl)cc3)cc21
71307873,1,Moderate,Cc1cc(-c2nnc3n2CCCCC3)c(C)n1-c1cccnc1
70789505,1,Low,Cc1ccc(-c2cc(C(=O)Nc3ccc(S(=O)(=O)Nc4ccc(C#N)cc4)cc3)c3ccccc3n2)cc1C
70701447,0,High,COc1cccc(CNc2ccc(S(=O)(=O)Nc3nccs3)cc2)c1
70789438,1,Low,Cc1ccc(S(=O)(=O)Nc2cccc(C(=O)Nc3nc(-c4ccccc4)cs3)c2Cl)cc1
70701398,0,High,COc1cccc(CNc2ccc(S(=O)(=O)Nc3cccnc3)cc2)c1O
31526528,1,Moderate,Fc1ccc(Oc2nc(-c3ccncc3)nc3ccccc23)cc1F
71296024,1,Moderate,Fc1cc(F)cc(Nc2nc(-c3ccncc3)nc3ccccc23)c1
1557872,1,Moderate,Clc1ccc(Nc2nc(-c3ccncc3)nc3ccccc23)cc1Cl
17537846,0,High,O=C(NCc1cccc(C(F)(F)F)c1)c1ccc(CN2CCCCC2)cc1
70701427,0,High,O=[S+]([O-])(Nc1nccs1)c1ccc(NCc2cccc(Cl)c2)cc1
71771077,0,High,CC(=O)c1c(C)c(C(=O)Nc2cccc([S+](=O)([O-])N(C)C)c2)n(C)c1C
70789683,0,High,Nc1cc(-c2nc(Nc3ccc(F)c(F)c3)c3ccccc3n2)ccn1
68938909,0,High,CC(=O)N1CCN(c2ccc(OCc3nn(C)c(C)c3-c3cccc4c(CCCOc5cccc6ccccc56)c(C(=O)O)n(Cc5cccnc5)c34)cc2)CC1
73424674,1,Moderate,COc1ccc(NC(=O)c2[nH]c(C)c(C(C)=O)c2C)cc1[S+](=O)([O-])Nc1cccc(C#N)c1
70789360,0,High,O=C(Nc1nc(-c2ccccc2)cs1)c1ccncc1NS(=O)(=O)c1ccccc1Cl
46907702,1,Moderate,NC(=O)C1CCN(c2ncc(-c3cccc(N4CCCC4)c3)s2)CC1
91767277,1,Low,Cc1c(CN(C)c2cc(C3CC(O)C3)nc(N)n2)[nH]c2ccccc12
134792225,0,High,C#CCNC(=O)c1nc(-c2cccnc2)c2ccccn12
60167913,0,High,FC(F)(F)c1cc(-c2ccc(CNc3nc(-c4ccccc4C(F)(F)F)nc4ccsc34)cc2)ccn1
73424671,1,Moderate,CCc1ccc(NC(=O)c2[nH]c(C)c(C(C)=O)c2C)cc1[S+](=O)([O-])Nc1ccc(C#N)cc1
11885313,0,High,O=c1c(-c2cccs2)ccc2n1C[C@H]1C[C@@H]2CN(C2CCOCC2)C1
2886207,0,High,O=C(Nc1ccc2oc(-c3cccnc3)nc2c1)c1ccc(-c2ccccc2)o1
70789539,0,High,Cc1ccc(S(=O)(=O)Nc2cnccc2C(=O)Nc2nc(-c3ccccc3)cs2)cc1
16033040,0,High,CC(C)(C)c1ccc(S(=O)(=O)N2CCC(c3ccncc3)CC2)cc1
4916244,1,Moderate,CCOc1ccc(N2C(=O)c3n[nH]c(-c4cccs4)c3C2c2cccc(F)c2)cc1
71660776,0,High,COc1ccc2oc(NC3=NC(c4[nH]ncc4Cl)C4=C(CCCC4=O)N3)nc2c1
15989508,0,High,Cc1ccc(NC(=O)NCC2CCN(Cc3cccc(Cl)c3)CC2)cc1Cl
16020100,1,Moderate,CCOC(=O)c1ccc(N2C(=O)c3[nH]nc(-c4ccc(OC)cc4)c3C2c2ccc(C)cc2)cc1
46926042,0,High,O=C1CCCC2=C1C(c1[nH]ncc1Br)N=C(Nc1nc3ccccc3o1)N2
71307837,1,Moderate,Cc1cc(-c2nnc3n2CCCCC3)c(C)n1-c1ccncc1
70789448,0,High,Cc1ccc(S(=O)(=O)Nc2ncccc2C(=O)Nc2nc(-c3ccccc3)cs2)cc1
70789555,0,High,CC[S+](=O)([O-])Nc1ccccc1C(=O)Nc1nc(-c2ccccc2)cs1
70789362,1,Moderate,Cc1ccc(-c2cc(C(=O)Nc3cccc(S(=O)(=O)Nc4nccs4)c3)c3ccccc3n2)cc1C
16104826,0,High,COC(=O)c1nc(-c2cccc3ccccc23)oc1OC
70701377,1,Moderate,O=S(=O)(Nc1nccs1)c1ccc(NCc2cccc(Cl)c2O)cc1
71660750,0,High,O=C1CCCC2=C1C(c1[nH]ncc1Cl)N=C(Nc1nc3ccc(F)cc3o1)N2
70701425,1,Moderate,O=S(=O)(Nc1nccs1)c1ccc(NCc2cccc(Br)c2O)cc1
25236895,0,High,O=C(C1CCC1)N1CCN(C/C=C/c2ccccc2)CC1
10561847,0,High,O=C1Nc2ccccc2/C1=C\c1ccc(O)cc1
70789530,1,Low,Cc1ccc(S(=O)(=O)Nc2cnccc2C(=O)Nc2ccc(-c3nc4ccccc4[nH]3)cc2)cc1
70789383,0,High,N#Cc1cccc(S(=O)(=O)Nc2cnccc2C(=O)Nc2nc(-c3ccccc3)cs2)c1
70789409,0,High,Cc1ccccc1S(=O)(=O)Nc1cnccc1C(=O)Nc1nc(-c2ccccc2)cs1
44573504,0,High,CC(C)(O)Cn1c(NC(=O)c2ccc(-c3cn[nH]c3)s2)nc2cc(CN3CCOCC3)ccc21
