rat_intraperitoneal_LD50_(?log(mol/kg)),canonical_smiles
3.830341387,Cc1cccc(C)c1NC(=O)N(CCN(C)C)C(C)C
3.73717202,CCCC(C(=O)Nc1c(C)cccc1Cl)N1CCCC1
3.587718446,Cc1cccc(Cl)c1NC(=O)N(CCN1CCCC1)Cc1ccc(Cl)cc1
3.746826571,COc1ccc(CN(CCN2CCCC2)C(=O)Nc2c(C)cccc2Cl)cc1
2.879587139,Cc1ccc2c(c1)CC(=O)c1cc(C(C)C(=O)O)ccc1O2
2.069957777,CC(C)CC(NC(=O)C1CCCC(=O)N1)C(=O)N1CCCC1C(N)=O
2.348323479,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(F)ccc1-2
4.022849511,COC(=O)NC1C(C)OC(OC2CC=C(C)C3C=CC4C(OC5CC(OC6CC(OC7CC(O)C(O)C(C)O7)C(OC7CC(O)C(OC)C(C)O7)C(C)O6)C(O)C(C)O5)C(C)CC(C)C4C3(C)C(=O)C3=C(O)C4(CC(C)C(CO)=CC4C=C2C)OC3=O)CC1(C)[N+](=O)[O-]
2.943749676,O=c1c2ccccc2nc(C=Cc2ccc(Cl)c(Cl)c2)n1-c1ccc([N+](=O)[O-])cn1
2.919459894,O=c1c2ccccc2nc(C=Cc2ccccc2[N+](=O)[O-])n1-c1ccc([N+](=O)[O-])cn1
2.9642087,COc1cc(OC)c(C=Cc2nc3ccccc3c(=O)n2-c2ccc([N+](=O)[O-])cn2)c(OC)c1
2.602487561,COc1ccc(C=Cc2nc3ccccc3c(=O)n2-c2ccc([N+](=O)[O-])cn2)cc1
2.602487561,COc1ccccc1C=Cc1nc2ccccc2c(=O)n1-c1ccc([N+](=O)[O-])cn1
2.587000026,O=c1c2ccccc2nc(C=Cc2ccc(O)cc2)n1-c1ccc([N+](=O)[O-])cn1
2.587000026,O=c1c2ccccc2nc(C=Cc2cccc(O)c2)n1-c1ccc([N+](=O)[O-])cn1
2.587000026,O=c1c2ccccc2nc(C=Cc2ccccc2O)n1-c1ccc([N+](=O)[O-])cn1
2.908284446,O=c1c2ccccc2nc(C=Cc2ccc(Cl)cc2)n1-c1ccc([N+](=O)[O-])cn1
2.908284446,O=c1c2ccccc2nc(C=Cc2cccc(Cl)c2)n1-c1ccc([N+](=O)[O-])cn1
2.908284446,O=c1c2ccccc2nc(C=Cc2ccccc2Cl)n1-c1ccc([N+](=O)[O-])cn1
2.568633456,O=c1c2ccccc2nc(C=Cc2ccccc2)n1-c1ccc([N+](=O)[O-])cn1
2.604621276,O=c1c2ccccc2nc(C=Cc2ccc(O)cc2O)n1-c1ccc([N+](=O)[O-])cn1
2.996617908,COc1ccc(-c2noc(CC(=O)O)c2-c2ccc(OC)cc2)cc1
2.607118519,Cc1nc(N)nc(N2N=CCC2C)n1
2.391338613,CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(CCF)c3c2F)CC1
2.754631886,O=C1c2ccccc2C(=O)N1c1ccc(OCCN2CCOCC2)cc1
2.910763101,O=C1c2ccccc2C(=O)N1c1ccc(OCCCN2CCOCC2)cc1
2.819562736,CCCCCOc1ccc(C2SC(=O)NC2=O)cc1OCC
1.706034394,CN(C(=O)CC(=O)N(C)c1c(I)c(C(=O)NC(CO)C(O)CO)c(I)c(C(=O)NC(CO)C(O)CO)c1I)c1c(I)c(C(=O)NC(CO)C(O)CO)c(I)c(C(=O)NC(CO)C(O)CO)c1I
4.446996539,CCCCCN(CCCCC)S(=O)(=O)c1ccc(C(=O)O)cc1
2.773583131,CCC(C)(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21
3.421026072,Cc1ncc(CO)c(C=Nc2ccc(N(CCCl)CCCl)cc2)c1O
3.689759441,CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)C(=NOCOCCOC)C(C)C(O)C1(C)O
4.218599268,C=C(NN=C1CC(C)(C)N(O)C(C)(C)C1)C1(O)Cc2c(O)c3c(c(O)c2C(OC2CC(N)C(O)C(C)O2)C1)C(=O)c1c(OC)cccc1C3=O
3.002308907,CC(C(=O)O)c1ccc(CC2CCCC2=O)cc1
2.788751209,CON=C(C(=O)Sc1nc2ccccc2s1)c1csc(N)n1
2.531839362,O=C(O)C1CSC(c2ccccc2O)N1C(=O)CCS
0.94350559,CCOc1ccc(C(C)(C)COCc2cccc(Oc3ccccc3)c2)cc1
2.606287831,Cc1ccc(CCNCc2nc3ccccc3c(=O)n2-c2ccc(Cl)cc2)cc1
3.229764752,O=c1c2ccccc2nc(CNCCc2ccc(Cl)cc2)n1-c1ccc(Cl)cc1
2.728587508,COc1ccc(CNCc2nc3ccccc3c(=O)n2-c2ccccc2)cc1OC
2.643778275,COc1ccc(-n2c(CNCc3ccc(Cl)cc3Cl)nc3ccccc3c2=O)cc1
2.64811498,O=c1c2ccccc2nc(CNCc2ccc(Cl)cc2Cl)n1-c1ccc(Cl)cc1
2.132415371,COc1cc(N)c(Cl)cc1C(=O)NC1CCN(CCCOc2ccc(F)cc2)CC1OC
3.048454578,CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(OC)CC(C)C(=O)C(C)C(O)C1(C)O
3.851788965,COc1ccc(CCC2=NCCc3cc(OC)c(OC)cc32)cc1OC
2.558756556,O=C(O)c1cc2ccc3c(c2[nH]1)CCCO3
2.923708469,O=C(O)c1cc2cc(Cl)c3c(c2[nH]1)CCCO3
2.490046313,COc1cc2cc(C(=O)O)[nH]c2c2c1OCCC2
2.363524235,c1cc2ccc3c(c2[nH]1)CCCO3
2.36311034,Clc1cc2cc[nH]c2c2c1OCCC2
2.495097966,COc1cc2cc[nH]c2c2c1OCCC2
2.417028038,COc1cc2cc(C(=O)O)[nH]c2c2c1OCCC2=O
2.558756556,COc1cc2cc[nH]c2c2c1OCCC2=O
2.340919793,COc1cc2cc[nH]c2c2c1OCCC2O
3.355319794,CC(C)NCC(O)COc1cccc2c1OCC(O[N+](=O)[O-])C2
3.277260256,CCNc1nc(Nc2ccc(C=Cc3ccc(Nc4nc(NCC)nc(Nc5cc(S(=O)(=O)O)ccc5S(=O)(=O)O)n4)c(S(=O)(=O)O)c3)c(S(=O)(=O)O)c2)nc(Nc2cc(S(=O)(=O)O)ccc2S(=O)(=O)O)n1
2.517920218,COc1ccc(C(=O)N2CCN(c3ccc4c(c3)CCC(=O)N4)CC2)cc1OC
3.682108138,CCCCNc1ccc2c(c1)C(=O)N(CCN(CC)CC)C2=O
2.540816007,NCC1CCC(C(=O)c2ccc(CCC(=O)O)cc2)CC1
2.572469079,CNc1nc(=O)c2c(C(=O)OC)cc(C)nc2s1
1.830965706,O=C(Nc1ccc(Cl)cc1C(O)c1ccccc1)c1ccncc1
1.807541793,CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(CSc3cnns3)CSC12)c1csc(N)n1
2.690855685,COc1cc2c(cc1OC)C(c1cccc(Cl)c1)=NN=C(C)C2
2.236114965,CCC(=C(c1ccc(OCCN(C)C)cc1)c1cccc(O)c1)c1ccccc1
2.066811227,CON=C(C(=O)NC1C(=O)N2C(C(=O)OCOC(=O)C(C)(C)C)=C(Cn3nnc(C)n3)CSC12)c1csc(N)n1
2.220631019,CCC(C)(CC)c1cc(NC(=O)c2c(OC)cccc2OC)on1
2.700084421,CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)(F)C(=O)C(C)C(O)C1(C)O
2.595781268,Cc1ccc(C(=O)COc2c(C(=O)c3ccc(Cl)c(C)c3Cl)c(C)nn2C)cc1
1.972310858,COc1ccc(C2NC(=O)C(C)S2)cc1OC
1.901988506,O=C1NCCCN1CN1CCOCC1
3.649737256,CCN1CCCC1CNC(=O)c1c(OC)c(Cl)cc(Cl)c1OC
3.683957471,CCN1CCCC1CNC(=O)c1c(OC)c(Cl)cc(Br)c1OC
4.050100701,CCOc1cccc(OCC)c1C(=O)NCC1CCCN1CC
3.648165762,CCOc1ccc(Br)c(OCC)c1C(=O)NCC1CCCN1CC
3.752655224,CCN1CCCC1CNC(=O)c1c(OC(C)C)cccc1OC(C)C
2.822502629,CCC12C=C(C(=O)OC3OC(=O)c4ccccc43)n3c4c(c5ccccc53)CCN(CCC1)C42
3.037192686,CCN1CCCC1CNC(=O)c1c(OC)ccc(Cl)c1OC
2.308136028,CCCCOC(=O)C(=O)Nc1cccc(-c2nn[nH]n2)c1
3.337604194,CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N(CC(=O)O)C1Cc2ccccc2C1
3.85240168,CCCCCCCCCCCCCCCCSCC(COC)COP(=O)(O)OCC[N+](C)(C)C
2.890816753,CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1CC2(CC1C(=O)O)SCCS2
1.987642062,CC(C)Oc1cccc(C2CC(=O)NC2=O)c1
3.081466743,Cn1c(=O)n(CC2CNCCO2)c2ccccc21
4.834612802,CCOC(=O)C(CCSC)CC(=O)C(Cc1cccc(N(CCCl)CCCl)c1)NC(=O)C(N)Cc1ccc(F)cc1
3.433218822,CCc1ccc(OC)c(C(=O)NCC2CCCN2CC)c1O
3.133745032,N#CCCN1CC=C(c2cccc(C(F)(F)F)c2)CC1
3.156997146,CN(C)c1ccc([Te](=O)c2ccc(F)cc2)cc1
3.214646782,Cc1cccc([Te](Cl)(Cl)c2ccc(N(C)C)cc2)c1
3.298280041,Cl[Te](Cl)(c1ccccc1C1OCCO1)c1ccccc1C1OCCO1
3.413695312,COc1ccc([Te](OC(=O)c2ccc(O)cc2O)(OC(=O)c2ccc(O)cc2O)c2ccc(OC)cc2)cc1
2.085023166,Nc1ccc([N+](=O)[O-])c(Cl)n1
5.116826621,C[N+]1(CCC[Si](C)(C)O[Si](C)(C)CCC[N+]2(C)CCOCC2)CCOCC1
3.075067905,C[Si](C)(CCCN1CCOCC1)O[Si](C)(C)CCCN1CCOCC1
3.163833694,C[Si](C)=C(CCN1CCOCC1)c1ccc(C(CCN2CCOCC2)=[Si](C)C)cc1
5.137550761,C[N+]1(C)CC[N+](C)(CCC[Si](C)(C)O[Si](C)(C)CCC[N+]2(C)CC[N+](C)(C)CC2)CC1
3.285386677,CN1CCN(CCC[Si](C)(C)O[Si](C)(C)CCCN2CCN(C)CC2)CC1
3.306180764,C[N+](C)(CCO)CCC[Si](C)(C)C
3.560175732,CC[Si](C)(CC)CCC[N+](C)(C)CCO
3.823599343,CC[Si](CC)(CC)CCC[N+](C)(C)CCO
3.753006548,CC[Si](CC)(CC)C[N+](C)(C)CCOC(C)=O
3.427935709,CC(=O)OCC[N+](C)(C)CCC[Si](C)(C)C
3.465416077,CC[Si](C)(CC)CCC[N+](C)(C)CCOC(C)=O
3.858127974,CC[Si](CC)(CC)CCC[N+](C)(C)CCOC(C)=O
3.307436919,C[N+](C)(CCC[Si](C)(C)C)CCOC(=O)c1ccccc1
3.685078992,CC[Si](CC)(CC)CCC[N+](C)(C)CCOC(=O)c1cc(OC)c(OC)c(OC)c1
3.553663828,CC[Si](CC)(CC)CN(C)CCCl
3.211313911,CC[Si](C)(CC)CCCN(C)CCCl
3.578225796,CC[Si](CC)(CC)CCCN(C)CCCl
3.731081218,CC[Si](CC)(CC)C[N+](C)(C)CCCl
5.491032952,CC[Si](C)(CC)CCC[N+](C)(C)CCCl
3.799893324,CC[Si](CC)(CC)CCC[N+](C)(C)CCCl
2.173742625,CCC(O)(CC)C(C(=O)O)c1ccc(-c2ccccc2)cc1
3.642259006,OC(CCl)CN1CCCN(CC(O)CCl)CC1
2.716497907,COC(=O)CN(CCN(CC(=O)OC)Cc1ccccc1O)Cc1ccccc1O
2.671642204,O=c1oc2ccccc2c2ncccc12
3.381974805,CN(C)CCSc1nc2ccccc2cc1-c1ccccc1
3.729648734,CCOP(=S)(SC(C)CC)N(C=O)CC
3.912881708,CC1(C(=O)O)CCC2(C)CCC3(C)C(=CCC4C5(C)CCC(OC(=O)C=CC(=O)O)C(C)(C)C5CCC43C)C2C1
2.170068618,COc1ccc2c(c1)c(CC(=O)OCC=C(C)CCC=C(C)CCC=C(C)C)c(C)n2C(=O)c1ccc(Cl)cc1
3.717959315,CN(C)C(=O)c1nc(CNC(=O)CN)n(-c2ccc(Cl)cc2C(=O)c2ccccc2Cl)n1
2.554317104,CC(=O)n1c2c([nH]c1=O)C=CCN2
3.420558059,CC[N+](CC)(CC)CCOc1nc2ncccc2[nH]1
2.483957965,O=c1[nH]c2c([nH]1)NCC=C2
3.297182526,O=C(CCNC(Cc1ccccc1)C(=O)O)c1ccccc1
3.37466771,CCCOc1ccc(C(=O)CCNC(Cc2ccccc2)C(=O)O)cc1
3.39938525,O=C(CCNC(Cc1ccccc1)C(=O)O)c1ccc(Br)cc1
3.358380342,O=C(CCNC(Cc1ccccc1)C(=O)O)c1ccc([N+](=O)[O-])cc1
3.319942598,O=C(CCNC(Cc1ccc(O)cc1)C(=O)O)c1ccccc1
3.359682472,COc1ccc(C(=O)CCNC(Cc2ccc(O)cc2)C(=O)O)cc1
3.37707058,CCOc1ccc(C(=O)CCNC(Cc2ccc(O)cc2)C(=O)O)cc1
3.417470586,O=C(CCNC(Cc1ccc(O)cc1)C(=O)O)c1ccc(Br)cc1
3.37821615,O=C(CCNC(Cc1ccc(O)cc1)C(=O)O)c1ccc([N+](=O)[O-])cc1
3.168803798,CN(CCC(=O)c1ccccc1)CC(=O)O
3.301249982,CN(CCC(=O)c1ccc(Br)cc1)CC(=O)O
3.276852264,CCOC(=O)CN(C)CCC(=O)c1ccc(Cl)cc1
3.336336967,CCOC(=O)CN(C)CCC(=O)c1ccc(-c2ccccc2)cc1
3.31720085,CCOC(=O)CNCCC(=O)c1ccc(-c2ccccc2)cc1
3.952339817,CN(C)S(=O)(=O)CCNC(=O)N(CCCl)N=O
3.568572434,Cc1cccc(OCC(O)CNC(C)(C)C)c1[N+](=O)[O-]
1.822437795,CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(CSc3nc(C)c(CC(=O)O)s3)CSC12)c1csc(N)n1
2.512523343,OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F
2.813867838,Cc1c(-c2ccccc2)oc2c(C(=O)OC(C)(C)CN3CCCCC3)cccc2c1=O
2.792643787,O=C(CCBr)N1CC[N+]2(CC1)CC[N+]1(CCN(C(=O)CCBr)CC1)CC2
1.668767853,NC(=O)OCC1C(NC(=O)C(=NOCC(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O
2.725282992,CCOC(=O)CCN1CCCC(CC)C12C(C)C(=O)N(CN1CCCCC1)C(=O)C2C
2.58650842,O=C1CSC(c2ccccc2Cl)N1c1cnccn1
2.615867516,O=C1CSC(c2c(Cl)cccc2Cl)N1c1cnccn1
2.450929894,O=C1CSC(c2ccccc2Cl)N1c1ncccn1
2.560702165,O=C1CSC(c2c(Cl)cccc2Cl)N1c1ncccn1
2.704217376,Clc1cccc(Cl)c1C(Nc1nccs1)Nc1nccs1
2.384333661,O=C1CSC(c2ccccc2Cl)N1c1nccs1
2.494030059,O=C1CSC(c2c(Cl)cccc2Cl)N1c1nccs1
2.649497121,Clc1ccccc1C(Nc1nc2ccccc2s1)Nc1nc2ccccc2s1
2.788150332,Clc1cccc(Cl)c1C(Nc1nc2ccccc2s1)Nc1nc2ccccc2s1
2.67118651,O=C1CSC(c2c(Cl)cccc2Cl)N1c1nc2ccccc2s1
2.012896344,O=c1[nH]nc2n1-c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1OC2
2.961290228,CCOC(=O)CCN1CCCC(CC)C12C(C)C(=O)NC(=O)C2C
2.354577071,CC1(C)OC2COC3(COS(N)(=O)=O)OC(C)(C)OC3C2O1
4.394433915,O=C1NC(=O)C2(CCc3ccc(N(CCCl)CCCl)cc32)N1
2.042918914,Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(CC3SC(=O)NC3=O)cc1)O2
3.439142887,CCc1cc(Cl)c(OC)c(C(=O)NCC2CCCN2CC)c1O
3.094379091,CCc1cc(S(=O)(=O)O)c2cc(C(C)C)cccc1-2
3.029611152,CCN(CC)CC(=O)N(C)CCc1ccccc1
3.418958865,CCN(CC)CC(=O)N(C)CCCc1ccccc1
3.382775644,N#CCN(CCCl)CCCl
4.223689411,CN(C)CCCn1c2nc(=O)[nH]c(=O)c-2nc2cc(Cl)c(Cl)cc21
3.015332345,CCOC(=O)C(CC)(CN1CCCCC1)C(=O)NC(=O)NC(=O)C(CC)(CN1CCCCC1)C(=O)OCC
3.377201105,O=C1NC2CCCCN2C12CCN(CCCN1c3ccccc3CCc3ccc(Cl)cc31)CC2
4.392237214,O=CNN(CCCl)CCCl
2.549895511,Cc1ccc(C(=O)c2ccc(CC(=O)NCC(=O)Nc3cccc(Cl)c3)n2C)cc1
2.525802282,COc1ccccc1NC(=O)CNC(=O)Cc1ccc(C(=O)c2ccc(C)cc2)n1C
2.579273157,Cc1ccc(C(=O)c2ccc(CC(=O)NCC(=O)Nc3cccc(C)c3C)n2C)cc1
2.573555213,COc1ccc(OC)c(NC(=O)CNC(=O)Cc2ccc(C(=O)c3ccc(C)cc3)n2C)c1
2.892699966,S=c1nncc(-c2cccs2)[nH]1
3.657832609,O=S(=O)(O)CCN(CCCl)CCCl
2.926217217,CCl.O=S(=O)(O)CC[N+](O)=CCCl
2.351978238,CCCCn1c(C)c(C(=O)NC2CCN(CCc3ccccc3)CC2)c2cc(O)ccc21
2.624244794,CC(C)(C)NC(=O)C1CCC2C3CCC4NC(=O)C=CC4(C)C3CCC12C
4.868321095,CC(Cl)C[N+](O)=CCCl.CCl
3.022039329,CCN(CC)CC(Cl)CCl
2.826327527,CC(Cl)C[N+](C)(O)CC(C)Cl
4.455539176,O=C(O)CCN(CCCl)CCCl
3.853479185,CC(Cl)CN(CCCl)CC(=O)O
3.596241118,CC(C(=O)O)[N+](O)=CCCl.CCl
2.860430342,c1ccc(N2CCN(c3c4c(nc5ccccc35)CCCCC4)CC2)cc1
3.432531036,CCl.O=C(O)C[N+](O)=CCCl
4.881040204,CCOC(=O)CN(CCCl)CCCl
3.623435377,CCOC(=O)C[N+](O)=CCCl.CCl
2.710878618,Cc1ccc(C(=O)c2ccc(CC(=O)NCCn3cnc4c3c(=O)n(C)c(=O)n4C)n2C)cc1
2.957829331,CC(C)COC(=O)OCN1C(=O)CN(CCN2CC(=O)N(COC(=O)OCC(C)C)C(=O)C2)CC1=O
1.948882388,CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(C[n+]3cccc4c3CCC4)CSC12)c1csc(N)n1
3.553026534,O=C(NN(CCCl)CCCl)C(Cl)Cl
3.3085949,S=C(NN(CCCl)CCCl)NN(CCCl)CCCl
4.066189216,ClCCN(CCCl)CCN(C1CCCCC1)C1CCCCC1
2.261686874,CCCN(CCC)C(=O)C(CCC(=O)O)NC(=O)c1ccccc1
3.178319394,CC(=O)OCOC(=O)C1=C(COC(N)=O)SC2C(C(C)O)C(=O)N12
4.605543501,O=C(NN(CCCl)CCCl)C(Cl)(Cl)Cl
3.200513845,CCOC(=O)OC(C)OC1=C(C(=O)Nc2ccccn2)N(C)S(=O)(=O)c2ccccc21
3.431630151,COC(=O)C1=C(C)NC(C)=C(C(=O)OCC=Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1
3.33632672,CSc1nc(-c2ccc(Cl)cc2)n(-c2ccc(Cl)cc2)n1
3.891213986,O=C(CCl)NN(CCCl)CCCl
2.514375949,ClCCN(CCCl)N=Cc1ccccc1
3.877966125,O[N+](CCCl)(CCCl)Cc1ccccc1
3.877354066,CCCCCCN(CCCl)CCCl
3.050545682,NNc1cc(CN2CCOCC2)c(-c2ccccc2)nn1
3.015372514,C=C(C)CC1(CCCC)C(=O)NC(=O)NC1=O
3.687645471,ClCCN(CCCl)CCN(Cc1ccccc1)Cc1ccccc1
3.428462012,O=S(=O)(O)c1ccc(N=Nc2ccc(N(CCCl)CCCl)cc2)cc1
2.993985706,Cc1c(Nc2ncnc3ccccc23)c(=O)n(C)n1-c1ccccc1
3.733924875,CN(C)c1ccc(N=Nc2ccc(CN(CCCl)CCCl)cc2)cc1
3.914133277,CC(c1ccccc1)N(CCCl)CCCl
4.849460364,CC(=O)CCN(CCCl)CCCl
3.014397447,c1ccc(Oc2nncc3ccccc23)cc1
1.856528308,COC(=O)c1cc(Oc2ccc(C(=O)OC)cc2N)cc(C(=O)OC)c1
4.851478499,CC(C(N)=O)N(CCCl)CCCl
3.311493509,Cc1cccc(Cl)c1NC(=O)CSCCN(C)C
3.369558456,O=C(Nc1ccc(CN(CCCl)CCCl)cc1)c1ccccc1
4.879162807,CCC(C(N)=O)N(CCCl)CCCl
3.239699797,CCC(OC1C2C=COC2C(OC)C2OC(C)=CC(=O)C12)C(=O)OCCN1CCOCC1
3.532198274,CCC(OC1C2C=COC2C(OC)C2OC(C)=CC(=O)C12)C(=O)OCCN1CCCCC1
2.76203114,CCC(C(N)=O)c1nc(=O)c2ccccc2[nH]1
2.02026463,Cn1c(=O)c2c(ncn2CC(=O)N2CCOCC2)n(C)c1=O
3.217574479,Cc1cccc(C)c1NN=C(N)N(C)C
2.572354534,COC(=O)c1c(Cl)nn(C)c1S(=O)(=O)NC(=O)Nc1nc(OC)cc(OC)n1
3.087084261,CN(C)c1ccccc1CS(=O)c1nc2ccccc2[nH]1
3.179227171,N=C(N)Nc1nc(CSCCN/C=N/S(=O)(=O)c2ccc(Br)cc2)cs1
4.905266852,CN(CCCl)CCCCN(C)CCCl
2.892419009,C[N+]([O-])(CCCl)CCCC[N+](C)([O-])CCCl
7.298935563,C=C1C(=O)NC(C)C(=O)NC(CC(C)C)C(=O)NC(C(=O)O)C(C)C(=O)NC(CCCNC(=N)N)C(=O)NC(C=CC(C)=CC(C)C(Cc2ccccc2)OC)C(C)C(=O)NC(C(=O)O)CCC(=O)N1C
2.891788633,ClCC(Cl)CN(C1CCCCC1)C1CCCCC1
2.61384464,ClCC(Cl)CN(Cc1ccccc1)Cc1ccccc1
3.137567498,CCCCN(CCCC)CC(Cl)CCl
3.791854326,O=C(CCCN1CCC2(CCC3CCCCC3C2)CC1)c1ccc(F)cc1
3.988633265,CC12CCC(CC1=O)C2(C)CN(CCCl)CCCl
4.013198284,CC12CCC(CC1=O)C2(C)C[N+](O)(CCCl)CCCl
4.787956123,CC(Cl)CN(C)CC(C)Cl
3.972003703,CN(CCN(CCCl)CCCl)C1CCCCC1
5.085651363,CN(CCCl)CCN(C)CCCl
3.164574904,C/[N+](O)=C/CCl.C=[N+](C)O.CCl
4.086601829,CC(Cl)CN(CCN(CC(C)Cl)CC(C)Cl)CC(C)Cl
3.644037132,CCCCCCCCCCCCNC(N)=NC(=O)O
2.99456895,CC(=Cc1ccc(C(=O)O)cc1)c1ccc(C(C)C)s1
2.286137494,N#CC(=C1SCC(c2ccccc2Cl)S1)n1ccnc1
3.17986019,CCc1cc(Cl)c(OC)c(C(=O)NCC2CCCN2C)c1O
3.855478773,NC(=O)C[N+]([O-])(CCCl)CCCl
2.751492559,C=CCOc1ccc(NC(C)=O)cc1NC(C)=O
2.683668149,CCN(CC)CCOCC(=O)Nc1ccccc1Cl
3.493955497,CCN(CC)CCN(CC)CC(=O)Nc1ccccc1Cl
2.788161154,CCN(CC)CCSCC(=O)Nc1ccccc1Cl
3.282755267,CCN(CCN(C)C)CC(=O)Nc1ccccc1Cl
3.560978033,CCN(CCN1CCCCC1)CC(=O)Nc1ccccc1Cl
3.050792069,CN(C)CCN(C)CC(=O)Nc1ccccc1Cl
3.3977172,CN(CCN1CCCCC1)CC(=O)Nc1ccccc1Cl
3.289905107,CCN(CC)CCSCC(=O)Nc1c(Cl)cccc1Cl
3.233096534,O=C1C(=CNc2ccc(N(CCCl)CCCl)cc2)Nc2ccccc21
3.878328733,CCN(CC)CC(O)Cn1c2nc(=O)[nH]c(=O)c-2nc2cc(Cl)ccc21
3.818145483,CC(CCCN(C)C)n1c2nc(=O)[nH]c(=O)c-2nc2cc(Cl)ccc21
3.702237474,CCN(CCO)CCCn1c2nc(=O)[nH]c(=O)c-2nc2cc(Cl)ccc21
4.011106144,O=c1nc2n(CC(O)CN3CCCCC3)c3ccc(Cl)cc3nc-2c(=O)[nH]1
4.138067852,CCN(CCO)CCCn1c2nc(=O)[nH]c(=O)c-2nc2c(Cl)c(Cl)ccc21
3.946943271,CN(CCO)CCCn1c2nc(=O)[nH]c(=O)c-2nc2c(Cl)c(Cl)ccc21
2.593406598,Cc1cc2c(cc1C)N(CC(O)C(O)C(O)CO)C1=NC(=O)NC(=O)C1N2
3.083127842,CCN(CC)CCSCC(=O)Nc1ccccc1
4.558710752,ClCC[N+]1(CCCl)CCCO1
3.312305534,CCOC(=O)C(CN(CCCl)CCCl)(C(=O)OCC)[N+](=O)[O-]
3.128625405,CCN(CC)CC(=O)N(c1ccccc1)c1ccccc1
3.618175053,CN(CCCl)CCCCCCCCCN(C)CCCl
3.626410177,C/[N+](O)=C\CCl.C=[N+](O)CCCCCCCC.CCl
4.118942266,CCCCCCCCCCCCCCCCCCN(CCCl)CCCl
3.16371256,CCCCCOc1ccc(Br)cc1COCCN1CCOCC1
4.555110578,CN(CCCl)CCCCCCN(C)CCCl
2.564618727,C/[N+](O)=C/CCl.C=[N+](O)CCCCC.CCl
3.903484292,CCCCCCCN(CCCl)CCCl
3.182192027,O=S(=O)(O)c1cc(N=Nc2ccc(N(CCCl)CCCl)cc2)cc2c(S(=O)(=O)O)cccc12
3.111419031,O=S(=O)(O)c1ccc2cc(N=Nc3ccc(N(CCCl)CCCl)cc3)ccc2c1
3.175495246,O=C(NN(CCCl)CCCl)c1cccnc1
3.574742623,O=C(O)c1cccnc1Nc1ccc(Sc2ccc(Cl)cc2)cc1
3.508380215,O=C(O)c1cccnc1Nc1ccc(Sc2ccccc2)cc1
3.332771628,CCC(c1ccc(OP(=O)(O)O)cc1)C(CC)c1ccc(OP(=O)(O)O)cc1
4.193784509,CC(C(=O)N1CCCCC1)N(CCCl)CCCl
3.929740695,ClCCN(CCCl)CCN1CCOCC1
4.19681921,CC(C(=O)N1CCOCC1)N(CCCl)CCCl
3.419645191,CC(C)=NN(CCCl)CCCl
3.160082472,CN(CC(Cl)CCl)CC(Cl)CCl
3.493955497,CCN(CC)CCN(C)C(C)C(=O)Nc1ccccc1Cl
3.441920863,CC(C(=O)Nc1ccccc1Cl)N(C)CCN1CCCC1
3.550455024,CCCCN(CCCC)CCOc1ccnc(N)n1
4.124486292,CCC(C)N(CCOc1ccnc(N)n1)C(C)CC
3.44773877,CCN(CC)CCOc1ccnc(N)n1
2.522426301,CC(C)CN(CCOc1ccnc(N)n1)CC(C)C
3.385551462,CN(C)CCOc1ccnc(N)n1
2.879216341,CCCCCCCCN(CCCCCCCC)CCOc1ccnc(N)n1
3.055496907,CCN(CC)CCOCC(=O)Nc1c(C)cccc1C
3.540613706,CCN(CC)CCN(CC(=O)Nc1c(C)cccc1C)C(C)=O
2.60457702,O=C1C=Cc2ccccc2C1=NNc1ccc(CN(CCCl)CCCl)cc1
2.880315601,CC1=NCCC1(c1ccccc1)c1ccccc1
5.48130692,CN(C)CCCN(CCCl)CCCl
2.648589584,CCC(Oc1ccccc1)C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O
2.844502027,O=C(NN(CCCl)CCCl)c1ccncc1
3.915872746,Nc1ccc(CN(CCCl)CCCl)cc1
3.058061429,CN(C)CC(=O)NN=Cc1c(Cl)nc2sccn12
2.645654748,Cc1nc2sccn2c1C=NNC(=O)CN(C)C
