mouse_subcutaneous_LD50_(?log(mol/kg)),canonical_smiles
3.675577271,CCCCNc1ccc2c(c1)C(=O)N(CCN(CC)CC)C2=O
3.159467457,O=c1c(O)ccccc1Sc1ccccc(O)c1=O
2.027223175,CC(=Cc1ccccc1)C=C1SC(=S)N(CC(=O)O)C1=O
1.830965706,O=C(Nc1ccc(Cl)cc1C(O)c1ccccc1)c1ccncc1
1.807541793,CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(CSc3cnns3)CSC12)c1csc(N)n1
5.447578335,COC(=O)C12OCC34C(CC5C(C)C6=CC(=O)OC6=CC5(C)C3C(O)C1O)OC(=O)C(OC(C)=O)C24
1.995377759,CON=C(C(=O)NC1C(=O)N2C(C(=O)OCOC(=O)C(C)(C)C)=C(Cn3nnc(C)n3)CSC12)c1csc(N)n1
3.153958759,CCOC(=O)CCN(SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2)C(C)C
1.935828585,Cc1ccc(C(=O)COc2c(C(=O)c3ccc(Cl)c(C)c3Cl)c(C)nn2C)cc1
1.403674623,COc1ccc(C2NC(=O)C(C)S2)cc1OC
6.396183266,N#CC1(C#N)C2CC(C(Cl)C2Cl)C1(C(F)(F)F)C(F)(F)F
1.859280936,CCCCOC(=O)C(=O)Nc1cccc(-c2nn[nH]n2)c1
3.092145486,Cc1nc[nH]c1CSCCNC(=N)NCCCn1ccnc1
3.230985072,CCOCCOC(=O)Nc1ccc(OCC(O)CNC(C)C)cc1
2.848712419,COC(=O)Nc1ccc(OCC(O)CNC(C)C)cc1
2.869769853,COC(=O)Nc1ccc(OCC(O)CNC(C)(C)C)cc1
2.892046247,CCOC(=O)Nc1ccc(OCC(O)CNC(C)C)cc1
2.900848711,CCOC(=O)Nc1ccc(OCC(O)CNC(C)(C)C)cc1
3.190883322,CCCOC(=O)Nc1ccc(OCC(O)CNC(C)C)cc1
3.3350177,CCCOC(=O)Nc1ccc(OCC(O)CNC(C)(C)C)cc1
3.529491952,CCCCCOC(=O)Nc1ccc(OCC(O)CNC(C)C)cc1
3.547128319,CCCCCOC(=O)Nc1ccc(OCC(O)CNC(C)(C)C)cc1
3.544637217,CC(C)NCC(O)COc1ccc(NC(=O)OC2CCCCC2)cc1
3.16783552,CCOC(=O)Nc1ccc(OCC(O)CNC2CC2)cc1
3.526897297,CCOC(=O)Nc1ccc(OCC(O)CNC2CCCCC2)cc1
3.190883322,CC(C)NCC(O)COc1ccc(NC(=O)OC(C)C)cc1
2.286451671,CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N(CC(=O)O)C1Cc2ccccc2C1
2.885248108,O=C(CN1CCOCC1)N1c2ccccc2Sc2ccc(Cl)cc21
2.651430669,CNCCCc1ccccc1OC
2.940419795,CCN(CC)CCOc1ccccc1C=Nc1ccccc1
3.03282415,CCOP(=S)(OCC)Oc1ccc(Cl)c([N+](=O)[O-])c1
2.501568609,CCOP(=S)(OCC)Oc1ccc(SC#N)cc1C
2.398269947,O=P(O)(c1cccc(O)c1)c1cccc(O)c1
3.446780498,CC1Cc2c(n(CCN(C)C)c3ccccc23)C(=O)N1
2.90521192,CN(C)CCCn1c2c(c3ccccc31)CCCNC2=O
3.087891074,CCOc1ccc2c(c1)c1c3n2CCN(C)C3=NCC1
2.989816539,Cc1ccc2c(c1)c1c3n2CCN(C)C3=NCC1
3.221912612,CCCOc1ccc2c(c1)c1c3n2CCN(C)C3=NCC1
3.063896038,CN1CCn2c3c(c4cc(F)ccc42)CCN=C31
3.167702675,CN1CCn2c3c(c4cc(O)ccc42)CCN=C31
2.930925145,CC1Cc2c3n(c4ccc(OCc5ccccc5)cc24)CCN(C)C3=N1
3.169467609,CC1Cc2c3n(c4ccccc24)CCN(C)C3=N1
3.552460846,CC1Cc2c3n(c4ccccc24)CCCN(C)C3=N1
2.855502195,COc1ccc2c(c1)c1c(n2CCN(C)C)C(=O)N(CCN(C)C)CC1
2.73465264,CN(C)CCCn1c2c(c3ccccc31)CCCNC2
3.033999527,CC1Cc2c(n(CCN(C)C)c3ccccc23)CN1
2.969037371,COc1cc(C(=O)N2CCCc3c(n(CCCN(C)C)c4ccccc34)C2)cc(OC)c1OC
3.428717783,C/C(=N\c1ccc(OC(C)C)cc1)Nc1ccccc1
3.814833365,C/C(=N\c1ccc(OC(C)C)cc1)Nc1ccc(OC(C)C)cc1
3.795759093,CCOc1ccc(N/C(C)=N/c2ccc(OC(C)C)cc2)cc1
3.59163911,CCOc1ccccc1/N=C(\C)Nc1ccccc1OC(C)C
3.513803369,C/C(=N\c1ccc(OC(C)C)cc1)Nc1ccccc1OC(C)C
2.987126494,C/C(=N\c1ccc2ccccc2c1)Nc1ccc(OC(C)C)cc1
3.367525984,COc1cc(C=CC(=O)N(CCCN(C)C)c2c(C)cccc2C)cc(OC)c1OC
2.985484214,Cc1cccc(C)c1N(CC(C)CN(C)C)C(=O)Cc1ccccc1
2.489176327,CCCCCSSC(CCO)=C(C)N(C=O)Cc1c[nH]c(C)nc1=O
2.582489626,CCCCCCSSC(CCO)=C(C)N(C=O)Cc1c[nH]c(C)nc1=O
2.724495378,CCCCCCCSSC(CCO)=C(C)N(C=O)Cc1c[nH]c(C)nc1=O
2.875199403,CCCCCCCCSSC(CCO)=C(C)N(C=O)Cc1c[nH]c(C)nc1=O
3.021841728,CCCCCCCCCSSC(CCO)=C(C)N(C=O)Cc1c[nH]c(C)nc1=O
2.815068338,CCCCNC(C)C(=O)Nc1cccc(Cl)c1
2.871651271,CCC(C(=O)Nc1cccc(Cl)c1)N1CCOCC1
2.910895936,CCCCNC(CC)C(=O)Nc1cccc(Cl)c1
4.254383136,COc1cc(OC)cc(C(=O)OC2CC3CCC(C2)N3C)c1
1.99465997,O=C(O)C1=C(C[n+]2ccc(CCS(=O)(=O)O)cc2)CSC2C(NC(=O)C(NC(=O)c3[nH]cnc3C(=O)O)c3ccccc3)C(=O)N12
2.860330818,CC(=O)SCC(CSC(C)=O)OS(=O)(=O)c1ccc(C)cc1
1.846762228,COc1ccc2c(c1)c(CC(=O)OCC=C(C)CCC=C(C)CCC=C(C)C)c(C)n2C(=O)c1ccc(Cl)cc1
2.884609018,CN(C)C(=O)c1nc(CNC(=O)CN)n(-c2ccc(Cl)cc2C(=O)c2ccccc2Cl)n1
1.549436522,CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(CSc3nc(C)c(CC(=O)O)s3)CSC12)c1csc(N)n1
4.458608356,COCC12CN(C)C3C4C(OC)C1C3(C(OC)CC2O)C1CC2(O)C(OC)C(O)C4(OC)C1C2OC(=O)c1ccccc1
1.720844233,NC(=O)OCC1C(NC(=O)C(=NOCC(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O
3.664161626,CN(C)C1CC(c2ccccc2)CC2(CCCCC2)C1
3.948975367,CCOCC(COc1c2oc(C)cc2c(O)c2c(=O)ccoc12)N(CC)CC
3.596111954,CCC(=O)OC1(c2ccccc2)CCN(CCN(CC)c2ccccc2)CC1C
2.419305747,COC1CCN(CCCN2c3ccccc3Sc3ccccc32)CC1
2.529495802,COC1CCN(CCCN2c3ccccc3Oc3ccccc32)CC1
3.943241186,CCN(CC)CCCc1c(C)cccc1C
2.769692961,CCN(CC)CC(O)Cc1c(C)cccc1C
3.185863013,Cc1nc2ccccc2n(CC2CCCN3CCCCC23)c1=O
2.788387027,O=c1c(-c2ccccc2)nc2ccccc2n1CC1CCCN2CCCCC12
3.253848215,O=c1c(Cc2ccccc2)nc2ccccc2n1CC1CCCN2CCCCC12
3.209051021,COc1ccc2c(c1)nc(C)c(=O)n2CC1CCCN2CCCCC12
3.184809477,Cc1nc2cc(Cl)ccc2n(CC2CCCN3CCCCC23)c1=O
2.937887929,CCCCCCCCOc1ccc(NC(=O)CN(CC)CC)cc1CNC(=O)CN(CC)CC
2.811209962,CCN1CCC(c2nc3c([nH]2)c(=O)n(C)c(=O)n3C)CC1
2.666493892,CC1CCCC(C)N1C(=O)CCN1CCCCC1
2.742265256,CCc1cccc(CC)c1NC(=O)CN(CC)CC
3.315364008,CCN(CC)CC[n+]1c(C)cc(N)c2ccccc21
2.832477721,CCCCNC(C)C(=O)Nc1ccc(C(=O)OCC)cc1
2.883525726,CCc1cc(S(=O)(=O)O)c2cc(C(C)C)cccc1-2
3.37827328,CCN(CC)CC(=O)N(CC)C(C)COc1c(C)cc(C)cc1C
2.958232681,CCN(CC)CC(=O)N(CC)C(C)COc1ccc(OC)cc1
3.083887821,CCN(CC)CCN(C)CC(=O)N(C)CCOc1ccccc1
2.967700974,CCN(CC)CC(=O)N(CC)C(C)COc1ccccc1
3.238625138,CCN(CC)CC(=O)N(CC)C(C)COc1ccc(C)cc1C
3.456578844,CCN(CC)CC(=O)N(CC)C(C)COc1cc(C)cc(C)c1
2.505720391,CCN(CC)CC(=O)N(C)CCOc1ccc(O)cc1
3.215200231,CCN(CC)CC(=O)N(C(C)C)C(C)COc1ccccc1OC
3.250524361,CCN(CC)CC(=O)N(C)C(C)COc1c(C)cc(C)cc1C
2.560445411,CCN(CC)CC(=O)N(C)CCOc1cccc(OC)c1
2.718293337,CCN(CC)CC(=O)N(C)C(C)COc1ccc(OC)cc1
2.595758588,CCN(CC)CC(=O)N(C)CCc1ccccc1
2.781905159,CCN(CC)CC(=O)N(C)C(C)COc1ccccc1
2.733217127,CCN(CC)CC(=O)N(C)C(C)Cc1ccccc1
2.874890821,CCN(CC)CC(=O)N(C)CCCc1ccccc1
2.515244065,CCN(CC)CC(=O)N(C)CCOc1ccc(C)cc1
2.954128167,CCN(CC)CC(=O)N(C)C(C)COc1ccccc1C
3.063113752,CCN(CC)CC(=O)N(C)C(C)COc1ccc(C)cc1C
2.714640352,CCN(CC)CC(=O)NC(C)COc1ccccc1
2.52529556,COc1ccccc1NC(=O)OCC(O)CN1CCCCC1
4.204384255,CN(C)CCCn1c2nc(=O)[nH]c(=O)c-2nc2cc(Cl)c(Cl)cc21
2.620833745,O=C1NC2CCCCN2C12CCN(CCCN1c3ccccc3CCc3ccc(Cl)cc31)CC2
2.547920585,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c21
2.274441896,NNc1ccc(P(=O)(O)O)cc1
3.650295674,CC(=O)c1ccc2c(c1)N(CCCN1CCCCC1)c1ccccc1S2
2.980741726,CCCCNC(=S)NC(N)=S
2.270158069,CC(C)(C)NC(=O)C1CCC2C3CCC4NC(=O)C=CC4(C)C3CCC12C
2.810007838,CCC(=O)N(c1ccccc1)C(C)CN1CCCCC1
4.22162111,CC(C)n1nc(-c2cccc(Cl)c2Cl)c(=N)nc1N
2.252247265,c1ccc(N2CCN(c3c4c(nc5ccccc35)CCCCC4)CC2)cc1
2.624104628,C(SSCC1CS1)C1CS1
2.13045324,C=CC(O)(C#CBr)CC
2.675782923,CCN(CC)CCNC(=O)Cc1cccc2ccccc12
2.604759411,O=C(NCc1cccs1)OCCO
2.716639135,CCCC(=O)N1CCN(CC=Cc2ccccc2)CC1C
2.477766426,CCCC(=O)N1C(C)CN(CC=Cc2ccccc2)CC1C
3.109352398,CC(C)COC(=O)OCN1C(=O)CN(CCN2CC(=O)N(COC(=O)OCC(C)C)C(=O)C2)CC1=O
2.669552678,CCOc1ccccc1NC(=O)OCC(O)CN1CCCCC1
1.998368334,CC(=O)OC1(C(C)=O)CCN(C)CC1
3.085905975,CCC(=O)OC1(C(C)=O)CCN(C)CC1
4.150002583,CC(=O)C1(OC(=O)c2ccccc2)CCN(C)CC1
3.453082912,C=CC[n+]1c(-c2ccccc2)c2cc(N)ccc2c2ccc(N)cc21
3.079890015,CCC(=O)OCC(S)CS
1.78179324,CCCN(CCC)C(=O)C(CCC(=O)O)NC(=O)c1ccccc1
3.059294125,COC1(NC(=O)CCCC(N)C(=O)O)C(=O)N2C(C(=O)O)=C(COC(=O)CC(O)C(CC(N)=O)NC(=O)C(NC(=O)C(CCCN)NC(=O)C(NC(=O)C(CCCN)NC(=O)C(CO)NC(=O)C(C)N)C(C)C)C(C)C)CSC21
2.994814964,COC1(NC(=O)CCCC(N)C(=O)O)C(=O)N2C(C(=O)O)=C(COC(=O)CC(O)C(CC(N)=O)NC(C(=O)NC(=O)C(CCCN)NC(=O)C(NC(=O)C(N)CCCN)C(C)C)C(C)C)CSC21
2.969885368,COC1(NC(=O)CCCC(N)C(=O)O)C(=O)N2C(C(=O)O)=C(COC(=O)CC(O)C(CC(N)=O)NC(C(=O)NC(=O)C(CCCN)NC(=O)C(CO)NC(=O)C(C)N)C(C)C)CSC21
2.935471493,COC1(NC(=O)CCCC(N)C(=O)O)C(=O)N2C(C(=O)O)=C(COC(=O)CC(O)C(CC(N)=O)NC(C(=O)NC(=O)C(CCCN)NC(=O)C(N)CO)C(C)C)CSC21
3.031493295,COC1(NC(=O)CCCC(N)C(=O)O)C(=O)N2C(C(=O)O)=C(COC(=O)CC(O)C(CC(N)=O)NC(C(=O)NC(=O)C(CCCN)NC(=O)C(NC(=O)C(CCCN)NC(=O)C(N)CO)C(C)C)C(C)C)CSC21
2.889218198,COC1(NC(=O)CCCC(N)C(=O)O)C(=O)N2C(C(=O)O)=C(COC(=O)CC(O)C(CC(N)=O)NC(C(=O)NC(=O)C(N)CCCN)C(C)C)CSC21
2.889264342,CC(=O)OCOC(=O)C1=C(COC(N)=O)SC2C(C(C)O)C(=O)N12
2.021455313,CCOC(=O)OC(C)OC1=C(C(=O)Nc2ccccn2)N(C)S(=O)(=O)c2ccccc21
1.952768234,COC(=O)C1=C(C)NC(C)=C(C(=O)OCC=Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1
2.555551219,CN(C)CC(=O)Nc1cccc2c1CN(C)CC2c1ccccc1
2.759876706,CCN(CC)CC(=O)Nc1cccc2c1CN(C)CC2c1ccccc1
2.868558701,CN1Cc2c(NC(=O)CN3CCCC3)cccc2C(c2ccccc2)C1
2.705350004,CC1CN(CC(N)=O)CCN1c1cccc2c1CN(C)CC2c1ccccc1
2.898072152,N=C(N)NCCCC(NC(C(N)=O)C(O)C(=O)C(N)CO)C(O)CC(=O)OCC1=C(C(=O)O)N2C(=O)C(NC=O)(NC(=O)CCCC(N)C(=O)O)C2SC1
2.686459745,CCCC(=O)OCC(S)CS
2.877732148,CCSCC(=O)OCC(S)CS
2.655883398,CSCCC(=O)OCC(S)CS
3.654605168,C[N+]1(CCN2CCN(CC[N+]3(C)CCCCC3)CC2)CCCCC1
2.838459086,CC(COc1ccc(Cl)cc1)N(C)C
3.091367628,O=C(c1ccccc1)c1ccc2c(c1)OC(CN1CCOCC1)CO2
3.111202004,COc1ccc(C(=O)OCC(S)CS)cc1
3.213009824,COc1ccc(C(=O)c2ccc3c(c2)OC(CN2CCCCC2)CO3)cc1
2.832802256,OCCC1CCN(CCCN2c3ccccc3Oc3ccccc32)CC1
3.794444951,CC[N+](CC)(CC)CCN1CCN(CC[N+](CC)(CC)CC)CC1
4.908212382,C[N+]1(CC(=O)Nc2cccc(NC(=O)C[N+]3(C)CCCCC3)c2)CCCCC1
2.829871737,OC1CCN(CCCN2c3ccccc3Oc3ccccc32)CC1
4.189299373,CCC(N)CCc1ccc(OC)cc1
3.375926854,CCOc1ccc(N(C(=O)OCCN(CC)CC)c2ccccc2)cc1
2.623544357,Cc1cccn2c(=O)c(-c3nn[nH]n3)cnc12
3.516454721,CCC[n+]1c(-c2ccccc2)c2cc(N)ccc2c2ccc(N)cc21
4.384045341,CCCCNc1ccc(C(=O)OCC(O)CN)cc1
4.271624792,CCCCNc1ccc(C(=O)OCC(O)CN2CCOCC2)cc1
4.835613216,CCCCNc1ccc(C(=O)OCC(O)CNc2ccccc2)cc1
4.505737236,CCCCNc1ccc(C(=O)OCC(O)CN2CCCC2)cc1
3.112672017,COc1ccc(C(=O)c2ccc3c(c2)OC(CN2CCOCC2)CO3)cc1
2.649864258,CCCCOc1ccc(NCC(=O)O)cc1
2.407349556,CC(O)(C#CBr)C1CC1
3.787757047,CC[N+](C)(CC)CC(=O)Nc1cc(NC(=O)C[N+](C)(CC)CC)c(C)cc1C
3.988824922,CCNc1ccc(C(=O)OCC(O)CN2CCCC2)cc1
4.552018113,CCCNc1ccc(C(=O)OCC(O)CN(C)Cc2ccccc2)cc1
4.489145349,CCCNc1ccc(C(=O)OCC(O)CN(CC)CC)cc1
4.12440803,CCCNc1ccc(C(=O)OCC(O)CNC)cc1
5.207371773,CCCNc1ccc(C(=O)OCC(O)CN2CCOCC2)cc1
4.593869166,CCCNCC(O)COC(=O)c1ccc(NCCC)cc1
4.18526727,CCCNc1ccc(C(=O)OCC(O)CN2CCCC2)cc1
2.808205285,O=C(C=CN1CCCCC1)C(c1ccccc1)c1ccccc1
2.674761967,OCC(S)CCCCCCCCCS
2.794863713,Cc1cccc(Cl)c1NC(=O)CSCCN(C)C
3.139353782,CCN(CC)C(C)CC(=O)Nc1ccc(Cl)cc1Cl
3.46300708,CC(CCNC1CCCCC1)OC(=O)c1ccc(N)cc1
2.921412463,CCN(CC)CCCOC(=O)c1ccc(N)cc1
3.398563704,CCN(CC)CCOC(=O)N(C)C(C)COc1c(C)cc(C)cc1C
4.036805882,CNC(=O)Oc1c(C(C)C)ccc(C)c1N(C)C
3.283916044,CCN(CC)CCOC(=O)N(C)C(C)COc1cc(C)cc(C)c1
3.144351435,Cc1cc(C)cc(OCC(C)N(C)C(=O)OCCN2CCCCC2C)c1
3.320224203,Cc1cc(C)cc(OCC(C)N(C)C(=O)OCCN2CCCC2)c1
2.875937581,CC(COc1ccccc1)N(C)CCOC(=O)Nc1ccccc1
3.107797679,CCCCOc1ccccc1N(C(=O)OCCN(CC)CC)c1ccccc1
2.704105341,CCCCOc1ccc(N(C(=O)OCCN(CC)CC)c2ccccc2)cc1
2.96008901,COc1ccccc1N1CCN(CCCc2oc3cc(F)ccc3c(=O)c2C)CC1
2.303545945,CCNc1cccc(P(=O)(O)O)c1
2.382429316,C=CC(O)(C#CBr)CCCC
2.513031053,CC(NNC(N)=O)c1ccccc1
2.776197362,CCN(CC)C(C)CC(=O)Nc1ccc(Cl)cc1
4.416767868,CC[N+](C)(CC)CC(=O)Nc1ccc(C)c(NC(=O)C[N+](C)(CC)CC)c1
3.927687591,CCN(CC)CCCCNC1=CC(=O)C(NC)=CC1=O
2.710519036,SCCNN1CCOCC1
5.095412124,CCN1CC2(COC)C(O)CC(OC)C34C5CC6(O)C(OC)C(O)C(OC)(C5C6OC(=O)c5ccc(OC)cc5)C(C(OC)C23)C14
5.616599562,CCOC12C(O)C(OC)C3(O)CC(C1C3OC(=O)c1ccc(OC)cc1)C13C(OC)CC(O)C4(COC)CN(CC)C1C2C(OC)C43
3.487828504,CCC(=O)OC1(c2ccccc2)CCN(CC)CC1
2.717956056,CC(S)C(S)CCl
2.496107307,CC(Cl)C(S)CS
2.435435069,CCN(CC)CCNc1c(C)cc(C)cc1C
2.687897405,CN(C)CCNC(=O)C1(Sc2ccccc2)CCCC1
3.385870021,C/C=C(\C)C(=O)C(C=C(C)C1OC(O)(C(O)(CC)C(=O)NC2C(=O)N3NCCCC3C(=O)N(O)C(COC)C(=O)N(C)C(C)C(=O)N3NCCCC3C(=O)NC(C(C)O)C(=O)OC2C(C)C)CCC1C)CC
2.866907317,CN(C)CCOc1ccccc1C(=S)N1CCOCC1
2.680812996,COc1ccc(C)cc1CC(C)N1CCOCC1
3.054166973,O=C(OCCN1C2CCCC1CCC2)C(O)(c1ccccc1)c1ccccc1
2.891425943,CCOc1ccccc1NC(=O)OCCN(CC)CC
2.881794395,CNC1CCCC2c3ccccc3N(C)C12
3.151913527,C=CCc1cc(Cl)c(OCCNC)c2c1OCCO2
2.721916433,CCN(CC)CCN(C)CCOc1ccccc1
3.368098991,CCCCCCCC(c1ccccc1)C(C)N
3.061194792,CCN(CC)CC(O)Cc1c2oc(C)cc2c(O)c2c(=O)ccoc12
2.591569135,COc1ccc(CN2CCN(C(c3ccc(F)cc3)c3ccc(F)cc3)CC2)c(OC)c1OC
3.141397509,CN(C)C(=O)Oc1ccccn1
3.18624174,CCN(CC)CCOC(=O)N(CC)C(C)COc1ccccc1
3.065065327,CCN(C(=O)OCCN1CCCCC1C)C(C)COc1ccccc1
3.161384775,CCN(C(=O)OCCN1CCCCC1C)C(C)COc1ccccc1C
3.23934037,CCN(CC)CCOC(=O)N(CC)C(C)COc1cc(C)cc(C)c1
3.029269608,CCN(C(=O)OCCN1CCCCC1C)C(C)COc1cc(C)cc(C)c1
3.2569448,CC(CC(=O)Nc1ccc(Br)cc1)N1CCCCC1
2.995460707,Cc1cccc(C)c1NC(=O)OCC(CN1CCCCC1)OC(=O)Nc1ccccc1
4.212276053,CC1CCCCN1CCCN1C(=O)C(c2ccccc2)(c2ccccc2)NC1=S
4.117885283,O=C1N(CCCN2CCCCC2)C(=S)NC1(c1ccccc1)c1ccccc1
3.525627796,CN(C)CCOc1ccccc1C=Nc1ccccc1
3.25587688,CN(C)CCOc1ccccc1CNc1ccccc1
2.890731611,CC(C)CNCC(=O)NC(C)COc1ccccc1
3.36363078,Cc1cc(C)c(OCC(C)N(C)C(=O)CN2CCCCC2C)c(C)c1
2.894328724,CC(Cc1ccccc1)NC(=O)CN1CCCCC1C
2.726610578,CC(COc1ccccc1)NC(=O)CN1CCCCC1C
2.956786764,CCN(CC)CCN(CC(=O)Nc1ccccc1)Cc1ccccc1
2.1427663,CCN(CC)CCOCC(=O)Nc1ccccc1Cl
2.831197665,CCN(CC)CCN(CC)CC(=O)Nc1ccccc1Cl
2.235319185,CCN(CC)CCSCC(=O)Nc1ccccc1Cl
2.693349137,CCN(CCN(C)C)CC(=O)Nc1ccccc1Cl
2.908308048,CCN(CCN1CCCCC1)CC(=O)Nc1ccccc1Cl
2.323793341,CN(C)CCN(C)CC(=O)Nc1ccccc1Cl
2.720286874,CN(CCN1CCCCC1)CC(=O)Nc1ccccc1Cl
2.993954636,CCN(CC)CCSCC(=O)Nc1c(Cl)cccc1Cl
2.44043306,CCc1ccccc1NC(=O)CN(CC)CC
3.28557231,CCN(C(=O)C(C)N1CCCCC1)C(C)COc1ccccc1
3.692219911,O=c1nc2n(CCCN(CCO)CCO)c3ccc(Cl)cc3nc-2c(=O)[nH]1
3.8960575,CCN(CC)CC(O)Cn1c2nc(=O)[nH]c(=O)c-2nc2cc(Cl)ccc21
3.937726241,CCN(CC)CCCC(C)n1c2nc(=O)[nH]c(=O)c-2nc2cc(Cl)ccc21
3.925029673,CN(C)CCn1c2nc(=O)[nH]c(=O)c-2nc2cc(Cl)ccc21
3.479326927,CC(CCCN(C)C)n1c2nc(=O)[nH]c(=O)c-2nc2cc(Cl)ccc21
4.148462546,CN(C)CCCN1c2ccc(Cl)cc2NC2C(=O)NC(=O)NC21
3.415930735,CCN(CCO)CCCn1c2nc(=O)[nH]c(=O)c-2nc2cc(Cl)ccc21
3.81273849,O=c1nc2n(CC(O)CN3CCCCC3)c3ccc(Cl)cc3nc-2c(=O)[nH]1
4.372433279,CCN(CC)CCCC(C)n1c2nc(=O)[nH]c(=O)c-2nc2cc(Cl)c(Cl)cc21
4.072123624,CN(C)CCn1c2nc(=O)[nH]c(=O)c-2nc2cc(Cl)c(Cl)cc21
4.035405511,CCN(CCO)CCCn1c2nc(=O)[nH]c(=O)c-2nc2c(Cl)c(Cl)ccc21
3.61338405,CN(CCO)CCCn1c2nc(=O)[nH]c(=O)c-2nc2c(Cl)c(Cl)ccc21
2.253364663,CCN(CC)CC[n+]1c2cc(OC)ccc2nc2c(=O)[nH]c(=O)n(C)c21
3.507164467,CN(C)CCN1c2ccccc2NC2C(=O)NC(=O)NC21
2.249459263,CCN(CC)CCSCC(=O)Nc1ccccc1
3.290320865,CC[N+](CC)(CC)CCOC(=O)N(c1ccccc1)c1ccccc1
4.388324748,CN(C)C(=O)Oc1cc(CC(C)(C)C)ccc1[N+](C)(C)C
3.269699697,CN(C)C(=O)Oc1ccc([N+](C)(C)C)cc1
2.800388727,CCOC(C(=O)O)(C1CCCCC1)C1CCCCC1
3.046289945,CC(O)(N1CC=CC1)N1c2ccccc2Sc2ccc(Cl)cc21
3.249814191,Cc1ccccc1NCc1ccccc1OCCN(C)C
3.19535872,CCCC(CC(=O)Nc1ccccc1)N1CCCCC1
2.865042028,CCN(CC)CCOc1ccccc1C(=S)N1CCOCC1
3.046469213,CCN(CC)CC(=O)N(c1ccccc1)c1ccccc1
3.200680904,CN(Cc1ccc(C(C)(C)C)cc1)Cc1cccc2ccccc12
3.415535896,CC1C2Cc3ccc([N+](=O)[O-])cc3C1(C)CCN2C
3.156650091,CCCCN1CCC(OC(C)=O)(c2ccccc2)CC1
3.5707196,CCC(=O)OC1(c2ccccc2)CCN(C(C)C)CC1
3.457680087,CCCN1CCC(OC(=O)CC)(c2ccccc2)CC1
4.487644993,CC1C=CC=CC=CC=CC=CC=CC=CC(OC2OC(C)C(O)C(N)C2O)CC2OC(O)(CC(O)C(O)CCC(=O)CC(O)CC(O)CC(=O)OC(C)C(C)C1O)CC(O)C2C(=O)O
3.014293672,CN1CCN(CC2CCc3ccccc3C2=O)CC1
3.66528979,OC1(CC2=NC=CC3c4ccccc4NC23)CCCC1
2.156680369,CCC(c1ccc(OP(=O)(O)O)cc1)C(CC)c1ccc(OP(=O)(O)O)cc1
2.29727453,COC1CCN(CCCN2c3ccccc3Sc3ccc(C(C)=O)cc32)CC1
2.803562945,CC(C)CC(C)N1CCN(C(C)CC(C)C)CC1
3.101063943,CCC(CCc1ccccc1)N1CCN(C(CC)CCc2ccccc2)CC1
2.611667263,CC(c1ccccc1)N1CCN(C(C)c2ccccc2)CC1
2.766598721,CC(CCc1ccccc1)N1CCN(C(C)CCc2ccccc2)CC1
3.723817775,COc1ccc(C(=O)OC2CCN(C3(c4ccccc4)CCCCC3)CC2)cc1OC
3.307599551,OC1(c2ccccc2)CCN(C2(c3ccccc3)CCCCC2)CC1
2.9125165,CCCCNC(C)(C)COC(=O)c1ccccc1
2.862984188,CCOC(C(=O)O)(c1ccccc1)c1cccc2ccccc12
2.836776082,CN(C)C(CN)(c1ccccc1)c1ccccc1
2.620306129,CNC(=O)CCNCC1COc2ccccc2O1
2.898648661,CCN(CC)CCC(=O)N(CC)C(C)COc1ccccc1
2.784770291,CCN(CC)CCC(=O)N(C)C(C)COc1ccccc1
2.580225724,CC(COc1ccccc1)N(C)C(=O)CCN(C)C
2.648857457,CCN(CC)CCN(C)C(C)C(=O)Nc1ccccc1Cl
2.559172771,CC(C(=O)Nc1ccccc1Cl)N(C)CCN1CCCC1
3.238086546,CCN(CC)CCC1=NN(c2ccccc2)C(c2ccco2)C1
3.271943034,CCN(CC)CCC1=NN(c2ccccc2)C(c2ccc(C)o2)C1
3.208763733,c1ccc(N2N=C(CCN3CCCCC3)CC2c2ccco2)cc1
3.058409295,Cc1ccc(N2N=C(CCN3CCCCC3)CC2c2ccco2)cc1
3.108275562,Cc1ccc(C2CC(CCN3CCCCC3)=NN2c2ccccc2)o1
2.934019773,CCOC(=O)C(c1ccccc1)N(CCN(C)C)c1ccccc1
3.198093655,CCSC1=NCCc2c1[nH]c1ccc(OC)cc21
3.660116975,CC(C)(O)CC1=NC=CC2c3ccccc3NC12
2.603631977,CCN(CC)CCOc1nncc2c1N(C)c1ccc(S(=O)(=O)N(C)C)cc1O2
2.745692987,CCN(CC)CCOCC(=O)Nc1c(C)cccc1C
3.178065672,CCN(CC)CCN(CC(=O)Nc1c(C)cccc1C)C(C)=O
2.889724894,CCSC1=NC(C)Cc2c1[nH]c1ccccc21
2.690925201,N=C(N)SCCCCN
3.162364665,CN1CCCc2c(OCc3ccccc3)ccnc21
2.973739132,CN(C)CCOc1ccnc2c1CCCN2C
