rat_intravenous_LD50_(?log(mol/kg)),canonical_smiles
5.750406225,CN(CCCCCCN(C)C(=O)Oc1ccc[n+](C)c1)C(=O)Oc1ccc[n+](C)c1
2.850719181,Cc1ncc(C[n+]2csc(CCOP(=O)(O)O)c2C)c(N)n1
2.94304133,CC(=O)N(CC(C)C(=O)O)c1c(I)cc(I)c(N)c1I
2.310345283,O=[N+]([O-])OC1COC2C(O)COC12
3.582078322,c1ccc(-n2cnnc2)cc1
2.691228885,CCN=[N+](O)CC
3.21110131,CCOC(=O)N1CC=Cc2ccccc21
2.840694668,CON(C)N=O
3.745908353,CN(CCCl)N=O
4.277965728,CCN1CCC(=C2c3ccccc3CCc3ccccc32)C1C
3.792858846,CN(C)CCCN1C(=O)c2cc([N+](=O)[O-])ccc2Oc2ccccc21
3.621121732,O=C1OC2(c3ccccc31)c1cc(I)c(O)c(I)c1Oc1c2cc(I)c(O)c1I
4.863951537,CCCCNc1ccc(C(=O)OCCN(CC)CC)cc1
3.057453088,CCC1COC(=O)C1
3.485811304,Cc1ccc(NC(=O)CCl)cc1
3.988709288,OCCOCCN1CCN(CCOC(c2ccccc2)c2ccc(Cl)cc2)CC1
3.957229245,COc1cccc(C(=O)CCNC(C)C(O)c2ccccc2)c1
2.21132884,CC(C)(CO)C(O)C(=O)NCCC(=O)NCCSSCCNC(=O)CCNC(=O)C(O)C(C)(C)CO
4.134957626,CC(C)NCC(O)COC(Cc1ccccc1)Cc1ccccc1
3.613965458,Cc1ccc(F)cc1NC1=NCCN1
3.326968877,COC1C(OC(C)=O)CC(=O)OC(C)CC=CC=CC(O)C(C)CC(CC=O)C1OC1OC(C)C(OC2CC(C)(O)C(OC(=O)CC(C)C)C(C)O2)C(N(C)C)C1O
2.936182873,CCOC(=O)c1cnc2cccc(C)n2c1=O
3.020256744,CCCC(=O)Nc1ncnc2c1ncn2C1OC2COP(=O)(O)OC2C1OC(=O)CCC
4.076357397,CCS(=O)(=O)CCSP(=O)(OC)OC
4.997965554,CCN(CC)CCNc1c2ccccc2nc2cccc([N+](=O)[O-])c12
5.467901482,CCN(CC)CCCNc1c2ccccc2nc2cccc([N+](=O)[O-])c12
2.317247512,CC(C)CCNCCCCCN
4.400943602,CCCO[Bi](O)O
4.332641473,CCCCCCCC[N+](CC)(CC)CCOC(=O)C(C1CCCC1)C1CCCC1
3.732616519,CCCCCCCCCCCCCCN(CC)C(C)(CO)CO
4.416804915,O=C(CCCN1CCC(O)(c2ccc(Cl)c(C(F)(F)F)c2)CC1)c1ccc(F)cc1
3.91118364,CNCC12CCC(c3ccccc31)c1ccccc12
4.083144143,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21
3.848212709,COC1C=CC23c4cc5c(cc4C(O)OC2CN(C)C3C1)OCO5
2.581189251,CC(=O)NNC(=O)c1ccccn1
2.74723145,CC(=O)SCc1cnc(C)c(O)c1CN
3.206377863,CC(O)C(O)C1CNc2[nH]c(N)nc(=O)c2N1
4.782261159,CC(=O)OC1CC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CCC5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)OC(C)C1OC1OC(CO)C(O)C(O)C1O
4.776008278,CC(=O)OC1CC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CC(O)C5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)OC(C)C1OC1OC(CO)C(O)C(O)C1O
3.997405883,CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21
3.704173506,CC(=O)NC(CCc1ccc(N)cc1)c1ccc(N)cc1
3.072461294,OCC(O)CN1CCN(c2ccccc2)CC1
3.85874975,OCCOCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1
3.590096308,CCCC(=O)N1CCN(CC=Cc2ccccc2)CC1
3.642456542,C#CCN(C)CCCOc1ccc(Cl)cc1Cl
1.940028127,N=C(N)NCCCC(N)C(=O)O
4.254456767,COc1ccc2c(=O)c3ccccc3oc2c1CN1CCCCC1
2.465706248,O=c1[nH]c(=O)n(C2CCCO2)cc1F
2.927216331,O=C(O)Cc1csc(-c2ccc(Cl)cc2)n1
4.711748851,CCCCN1CCCCC1C(=O)Nc1c(C)cccc1C
3.314141203,O=C(O)Cc1sc(-c2ccccc2)nc1-c1ccc(Cl)cc1
3.767707354,O=C1OC(CCN2CCCCC2)OC1(c1ccccc1)c1ccccc1
5.794693405,COC(C(=O)C(O)C(C)O)C1Cc2cc3cc(OC4CC(OC5CC(O)C(O)C(C)O5)C(O)C(C)O4)c(C)c(O)c3c(O)c2C(=O)C1OC1CC(OC2CC(OC3CC(C)(O)C(O)C(C)O3)C(O)C(C)O2)C(O)C(C)O1
3.297537528,COc1cc(CC2NCCc3cc(O)c(O)cc32)cc(OC)c1OC
3.622333812,CC(C)(C)NCC(O)c1ccc(O)c(CO)c1
2.653383882,CC(=C(CCO)SSC(CCO)=C(C)N(C=O)Cc1cnc(C)nc1N)N(C=O)Cc1cnc(C)nc1N
3.039282512,COc1cc(C)nc(-n2nc(C)cc2OC)n1
3.860590855,CCOC(C(=O)NCCN(C)C)(c1ccccc1)c1ccccc1
4.262619817,CCCCCCCCc1ccc(C(=O)CCN2CCCCC2)cc1
4.744678225,CC1(C)C(C(=O)OCc2coc(Cc3ccccc3)c2)C1(C)C
3.283730459,CN(N=O)C(=O)NC(C=O)C(O)C(O)C(O)CO
3.052554913,CC1(C)N=C(N)N=C(N)N1c1ccc(S(=O)(=O)c2ccc(N3C(N)=NC(N)=NC3(C)C)cc2)cc1
3.189960755,CC1(C)N=C(N)N=C(N)N1c1ccc(Sc2ccc(N3C(N)=NC(N)=NC3(C)C)cc2)cc1
4.28165594,CCC1CN2CCC1CC2C(O)c1ccnc2ccc(OCCC(C)C)cc12
5.848112724,CN(C)CCCCCNc1c2ccccc2nc2cccc([N+](=O)[O-])c12
3.96572743,CC(CN1CCN(CCOCCO)CC1)CN1c2ccccc2Sc2ccc(Cl)cc21
3.299728784,Cc1cc(C)nc(Nc2nc3ccccc3[nH]2)n1
3.72033831,COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)nc(N)c2cc1OC
2.995241958,CCS(=O)(=O)CCn1c([N+](=O)[O-])cnc1C
3.381456317,O=C1c2ccccc2N(C(=O)CN2CCOCC2)CN1c1ccccc1
1.863055062,CC1OC(OC2C(O)C(O)C(O)C(O)C2O)C(N)CC1NC(=N)C(=O)O
3.048472016,c1ccc2[nH]c(-c3cscn3)nc2c1
3.2611981,CCn1cc(C(=O)O)c(=O)c2cnc(N3CCCC3)nc21
3.170793987,COC1C(=O)CCC2(CO2)C1(O)C1(C)OC1CC=C(C)C
1.973925703,O=S(=O)(O)CCS
3.579325531,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1
4.785064041,CN(C)CCCNc1c2ccccc2[n+](O)c2cccc([N+](=O)[O-])c12
3.318370093,Cc1nsc(S(=O)(=O)c2ccc(Cl)cc2)n1
2.87392892,Cc1ccc(S(=O)(=O)c2nc(C)ns2)cc1
2.692828849,Nc1cccc(C(O)CNC2CC2)c1
4.644817247,COc1cc(C(=O)OCCCN2CCCN(CCCOC(=O)c3cc(OC)c(OC)c(OC)c3)CC2)cc(OC)c1OC
2.967835756,O=C(O)COc1nn(Cc2ccccc2)c2ccccc12
3.707094154,CC(C)c1ccc(COCC(=N)N(C)C)cc1
3.515567634,Cc1cc(CCN2CCN(c3cccc(Cl)c3)CC2)[nH]n1
2.93922095,N=C(N=C(N)N)Nc1ccc(Sc2ccc([N+](=O)[O-])cc2)cc1
3.774413325,CCN(CCO)CCn1c(Cc2ccccc2)nc2c1c(=O)n(C)c(=O)n2C
2.649519528,NCCCCCNCCSP(=O)(O)O
7.094382744,CCOP(C)(=O)SCCN(C)C
4.494682664,CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CC(O)C5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)CC(O)C1O
4.587604175,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(C)=O)CC3OC1CC(N)C(O)C(C)O1
5.1317392,CC(=O)OC(C)C(C)C(=O)OCC12C3CC4(C)C(=CCC5C6(C)CCC(OC7OC(C(=O)O)C(OC8OC(CO)C(O)C(O)C8O)C(O)C7OC7OCC(O)C(O)C7O)C(C)(CO)C6CCC54C)C1CC(C)(C)C(O3)C2O
4.15675765,CCC1=C(C)c2cc3[nH]c(cc4[nH]c(cc5nc(cc1n2)C(C)=C5CC)c(C)c4CCC(=O)O)c(CCC(=O)O)c3C
2.927700824,Cc1ccc(S(=O)(=O)NC(=O)NN2CC3CCCC3C2)cc1
3.553530785,O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1
5.799645064,CC(=O)OCC12CC(OC(=O)CC(C)C)C(C)=CC1OC1C(O)C(OC(C)=O)C2(C)C12CO2
3.951124935,COc1ccccc1OC1CCN(CCCC(=O)c2ccc(F)cc2)C1
4.510437764,CC(Oc1c(Cl)cccc1Cl)C1=NCCN1
3.91910602,CN1CCN2c3ccccc3Cc3ccccc3C2C1
5.969673953,CC1OC(OC2C=C3CCC4C(CCC5(C)C(c6ccc(=O)oc6)CCC45O)C3(C)CC2)C2OC(C)(C)OC2C1O
3.955967067,CCN1C(=O)c2ccccc2C1Nc1ccc(OCCN2CCCCC2)cc1
2.858861372,CN(C)N=Nc1ccc[n+]([O-])c1
3.168811649,CCOC(=O)c1ccc(N=NN(C)C)cc1
2.806279361,CC1(C)SC2C(NC(=O)C(C(=O)Oc3ccccc3)c3ccccc3)C(=O)N2C1C(=O)O
3.73789926,CCNC1=Nc2ccc(Cl)cc2C(C)(c2ccccc2)O1
4.409756754,c1ccc(N(CCN2CCCCC2)Cc2ccccn2)cc1
3.605676753,CN1CC(CCN2CC=C(c3ccccc3)CC2)OC1=O
4.761350148,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-]
4.222544057,Nc1nc(N)nc(Nc2ccc([As]=O)cc2)n1
3.895010687,CC(C)(C)NCC(O)c1cc(Cl)c(N)c(Cl)c1
4.059298292,NC(=O)c1cc(N2CC2)c([N+](=O)[O-])cc1[N+](=O)[O-]
3.429437768,CNCCC(c1ccc(N)cc1)c1ccc(N)cc1
3.555749898,O=P1(N(CCCl)CCCl)OCCCN1CCCl
3.829523252,CC(CCc1ccccc1)NC(C)C(O)c1cc(Br)c(O)c(Br)c1
3.720728339,C=CCN1C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2
4.325844973,CC(C)[N+]1(C)C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2
4.615571607,CC=C1C[N+]2(C)CCC34C(=C(C=O)C1CC32)Nc1ccccc14
3.569748796,CCC1C(C)=NN=C(c2ccc(OC)c(OC)c2)c2cc(OC)c(OC)cc21
3.821087541,COP(=O)(SC)SC
4.088625945,CCCOCCOC(=O)C1=C(C)NC(C)=C(C(=O)OCCOCCC)C1c1cccc([N+](=O)[O-])c1
1.760705237,O=C(Cn1ccnc1[N+](=O)[O-])NCCO
3.454577259,CC1(C)CCOC(=O)C1
3.201035512,COc1ccc(CC2NCC(O)C2OC(C)=O)cc1
4.115839566,CCN(CC)CCOc1ccccc1C(=O)CCc1ccccc1C
3.752661664,CCN(CC)CCOc1ccccc1C(=O)CCc1ccc(C)cc1
3.832393446,CCc1ccc(CCC(=O)c2ccccc2OCCN(CC)CC)cc1
3.80341159,CCN(CC)CCOc1ccccc1C(=O)CCc1ccc(C(C)(C)C)cc1
3.745483079,CCN(CC)CCOc1ccccc1C(=O)CCc1cccc(C)c1
4.58618847,CN1CCC23c4c5ccc(O)c4OC2C([N-][N+]#N)CCC3C1C5
3.797746806,COc1ccc2c3c1OC1C([N-][N+]#N)CCC4C(C2)N(C)CCC341
3.170680268,CN1CCC23c4c5ccc(O)c4OC2C(O)C=CC3C1C5
3.556173102,CC(C)(C)NCC(O)COc1ccccc1C#N
4.244214662,CC[N+]1(CCOC(=O)C(O)(c2ccccc2)c2ccccc2)CCCCC1
4.479624357,CCN1CCCC1CNC(=O)c1cc(Cl)cc(Cl)c1OCc1ccccc1
4.43559177,CCN(CC)CCNC(=O)c1cc(Cl)cc(Cl)c1OCc1ccccc1
2.039259283,CC(=O)OCC1=C(C(=O)O)N2C(=O)C(NC(=O)CC#N)C2SC1
3.539346711,CC(NCCc1ccc(O)cc1)C(O)c1ccc(O)cc1
3.829524782,CCN1CCC(=C(c2ccccc2)c2ccccc2)C1
3.464845228,CC(=O)OC(c1ccccc1)C1CCCCN1
3.960655064,OC(C1CO1)C(O)C1CO1
3.956554306,CN1CCOC(c2ccccc2)c2ccccc2C1
4.120030007,CN1CCN(c2ccc3nc(-c4ccc5nc(-c6ccc(O)cc6)[nH]c5c4)[nH]c3c2)CC1
3.368898991,Nc1ncnc2c1ncn2C1OC(COC2C(CO)OC(OC(C(=O)O)C(O)C(OP(=O)(O)O)C(O)C(=O)O)C(O)C2O)C(O)C1O
3.577615866,Nc1c(Br)cc(Br)cc1CNC1CCC(O)CC1
2.961262852,Cc1ncc(C[n+]2csc(CCOP(=O)(O)OP(=O)(O)O)c2C)c(N)n1
1.961929223,O=C(CO)NC(CO)C(O)c1ccc([N+](=O)[O-])cc1
3.961615429,CC(=O)C1CCC2C3CCC4CC(O)CCC4(C)C3C(=O)CC12C
2.846067426,Clc1ccc(C=Nc2nc(-c3ccccc3)cs2)cc1Cl
3.306493651,COc1cc(C=Nc2nc(-c3ccccc3)cs2)cc(OC)c1OC
4.337686832,COc1cccc(CNc2nc(-c3ccccc3)cs2)c1OC
3.638716828,COc1ccc(CNc2nc(-c3ccccc3)cs2)cc1OC
4.031690015,C1COCCN2CCOCCOCCN(CCO1)CCOCCOCC2
4.167808516,COc1cc(C(=O)OCCCNCCC(c2ccccc2)c2ccccc2)cc(OC)c1OC
3.375903705,COc1cc(CNc2nc(-c3ccccc3)cs2)cc(OC)c1OC
2.97365577,Fc1ccc(C=Nc2nc(-c3ccccc3)cs2)cc1
3.33499628,COc1cccc(C=Nc2nc(-c3ccccc3)cs2)c1OC
3.270740042,COc1ccc(CNc2nc(-c3ccccc3)cs2)c(OC)c1
3.882740778,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1
6.016115061,CN(C)CCn1c2ccccc2c(=O)c2c([N+](=O)[O-])cccc21
5.558132328,CN(C)CCCn1c2ccccc2c(=O)c2c([N+](=O)[O-])cccc21
4.948246758,COC(COC(N)=O)C1=C(N2CC2)C(=O)C(C)=C(N2CC2)C1=O
2.852400013,COc1c(C)c2c(c(O)c1CC=C(C)CCC(=O)O)C(=O)OC2
3.641872747,NC(Cc1ccccc1)c1ccccc1
2.848213086,NC(=O)C1CCCN1C(=O)C(Cc1cnc[nH]1)NC(=O)C1CCC(=O)N1
1.90558607,CC(=O)OCC1=C(C(=O)O)N2C(=O)C(NC(=O)CSc3ccncc3)C2SC1
3.726892177,CC(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(C=O)CCCNC(=N)N
2.287239542,CC(N)C(=O)NC1C(C)OC(=O)C2C(=O)CC(O)C(O)C21
5.566107374,CC(C)N(CCCl)CCCl
3.068687918,NC(Cc1ccccc1)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)O
3.848236667,CN(CC(=O)N1CCOCC1)Cc1c(Cl)cccc1NC(=O)c1ccccc1
3.324133941,CN1CCN(CC(=O)N/N=C/c2ccc([N+](=O)[O-])o2)CC1
3.196760545,CCCC1CC(C(=O)NC(C(C)Cl)C2OC(SC)C(OP(=O)(O)O)C(O)C2O)N(C)C1
3.189592387,CCN(CC)CCNC(=O)COc1cc(OC)c(OC)c(OC)c1
4.275015031,C[N+](C)(C)CCOc1nsc2ccccc12
3.792044232,CN1CCN(c2cc3c(nn2)Oc2ccccc2N3C)CC1
3.360505507,Cc1cc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NN3CCCCCC3)cc2)no1
5.321192866,COc1cc2c(OC3OCC(OC)C(OC)C3O)c3c(c(-c4ccc5c(c4)OCO5)c2cc1OC)C(=O)OC3
3.336503761,O=S(=O)(O)c1cccc(Nc2nc(Nc3ccc(C=Cc4ccc(Nc5nc(Nc6cccc(S(=O)(=O)O)c6)nc(Nc6ccccc6O)n5)cc4S(=O)(=O)O)c(S(=O)(=O)O)c3)nc(Nc3ccccc3O)n2)c1
3.611352087,O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12
4.535332732,CCCCCCCCOc1ccccc1C(=O)Nc1ccc(C(=O)OCC[N+](C)(CC)CC)cc1
3.187695828,CC(Oc1ccc(Oc2ccc(Cl)cc2)cc1)C(=O)O
3.421997296,C=C1C2CCC3(C1O)C1CC4C5(C)CCCC4(C1N(CC)C5)C3C2O
2.550682653,Cc1ccc(C(=O)c2ccc(CC(=O)O)n2C)cc1
3.498805062,CC(C)(C)C(=O)OCOC(=O)C1N2C(=O)C(NC(=O)C(N)c3ccccc3)C2SC1(C)C
2.510395024,CC1C(=O)OC(C)(C(=O)O)C1(C)O
3.224404875,CC1(C)SC2C(NC(=O)C(C(=O)Oc3ccc4c(c3)CCC4)c3ccccc3)C(=O)N2C1C(=O)O
3.955117559,CN(C)CCOC1=Cc2ccccc2Sc2ccc(Cl)cc21
2.967797341,CC1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1
2.486175353,NC(CCC(=O)NC(CSSCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O)C(=O)NCC(=O)O)C(=O)O
3.567528665,CCOC(=O)C1(c2ccccc2)CCC=CC1N(C)C
3.35498511,CCNCCNC(=O)c1cc(Cl)c(N)cc1OC
2.007728817,CS(=O)C=C(O)c1ccccn1
3.15764995,CCCCC1(COC(=O)CCC(=O)O)C(=O)N(c2ccccc2)N(c2ccccc2)C1=O
4.687219405,CCCCOc1ccc(OCC(=O)N(CCN(CC)CC)c2cc(OCC)ccc2OCC)cc1
3.146684425,CNC(=O)c1ccc(OCC(O)CNC(C)C)cc1
3.46795605,CCCCNC(=O)c1ccc(OCC(O)CNC(C)C)cc1
2.905809873,CC(C)NC(C)Cn1cnc2c1c(=O)n(C)c(=O)n2C
3.167794229,NS(=O)(=O)c1cc(-c2nn[nH]n2)c(NCc2cccs2)cc1Cl
2.978814378,NCC1CCC(C(=O)Oc2ccc(CCC(=O)O)cc2)CC1
4.331358739,CCOP(=O)(OCC)SCC(C)SCC
4.061949465,COC12CC(COC(=O)c3cncc(Br)c3)CN(C)C1Cc1cn(C)c3cccc2c13
4.066536125,CC(C)(C)NCC(O)COc1cccc2c1CCCC2=O
2.801482814,CC12CCC3C(CCC4C(C)(C(=O)O)CCCC34C)(CC1=O)C2
1.83933242,CC1(C)SC2C(NC(=O)C(c3ccccc3)S(=O)(=O)O)C(=O)N2C1C(=O)O
2.544898052,NC(CC(=O)O)C(=O)O
3.437636752,NCC(CC(=O)O)c1ccc(Cl)cc1
3.260575783,CCCCNc1cc(C(=O)O)cc(S(N)(=O)=O)c1Oc1ccccc1
2.484169018,CCn1nc(C(=O)O)c(=O)c2cc3c(cc21)OCO3
5.265611459,CN(C)c1cccc2nc3cccc([N+](=O)[O-])c3cc12
3.980903687,CN(C)CCCn1c2ccc(Cl)cc2c(=O)c2cccnc21
4.333509648,CCCCOc1ccc(C[N+]2(C)C3CCC2CC(OC(=O)C(CO)c2ccccc2)C3)cc1
4.627678326,N=C(N)NC(=O)Cc1c(Cl)cccc1Cl
3.479359656,CC(C)NCC(O)COc1ccc(CC(N)=O)cc1
4.589569846,CCOC(=O)Nc1ccc2c(c1)N(C(=O)CCN1CCOCC1)c1ccccc1S2
2.675861813,CCCCC(CC)COC(=O)CCCCCCCCC(=O)OCC(CC)CCCC
3.880173814,CCC(C)C(CC)(C(=O)OCCN(CC)CC)c1ccccc1
2.685336805,CC(C(=O)O)c1cccc(Oc2ccccc2)c1
3.535194432,NCC1OC(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)C(N)C(O)C1O
3.423463627,O=C1OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2c(I)c(I)c(I)c(I)c21
3.221764312,CCOC(=O)C1=CNC2CCCC(C)N2C1=O
3.582026289,CN1CCN(CC(=O)N2c3ccccc3C(=O)Nc3cccnc32)CC1
4.118201509,O=C1c2ccccc2CCC1CNCCc1ccc(O)cc1
2.020685355,Cn1nnnc1SCC1=C(C(=O)O)N2C(=O)C(NC(=O)C(O)c3ccccc3)C2SC1
4.333550398,COc1cc2c(cc1OC)-c1c(C)c3ccc(OC)c(OC)c3c[n+]1CC2
3.103088272,CCOC(=O)C1=CN(C)C2CCCC(C)N2C1=O
3.187391923,CCOC(=O)C1=CN(CC)C2CCCC(C)N2C1=O
4.242933544,CC[N+]1(C)C2CC(OC(=O)C(CO)c3ccccc3)CC1C1OC12
3.494701757,CCC(C)(Oc1ccc(C2(c3ccc(OC(C)(CC)C(=O)O)cc3)CCCCC2)cc1)C(=O)O
4.72145381,CC[N+](C)(CC)CCOC(=O)C(c1ccccc1)c1cccc(OC)c1
4.062854776,Fc1ccc(C(c2ccc(F)cc2)N2CCN(CC=Cc3ccccc3)CC2)cc1
3.581811549,Cc1cn(C2CC([N-][N+]#N)C(CO)O2)c(=O)[nH]c1=O
3.424410369,O=C(OCCOCCO)c1ccccc1Nc1cccc(C(F)(F)F)c1
2.785452225,COc1ccc(N(CCCC(=O)O)C(=O)c2ccc(Cl)cc2)cc1
2.850928395,CCOc1ccc(N(CCCC(=O)O)C(=O)c2ccc(Cl)cc2)cc1
2.726031193,COc1ccc(N(CCCC(=O)O)C(=O)c2ccc(Cl)cc2)c(OC)c1
2.577289542,COc1ccc(N(CCCC(=O)O)C(=O)c2ccc(Cl)cc2)cc1OC
2.097948559,Cc1cccc(C)c1N(CCCC(=O)O)C(=O)c1ccccc1Cl
3.061736387,Cc1cccc(C)c1N(CCCC(=O)O)C(=O)c1ccc(Cl)cc1
5.21911278,COC1C(O)CC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CC(O)C5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)OC1C
3.482563402,CC(C)NCC(O)COc1ccc(NC(N)=O)cc1
1.779860197,CC(=O)Nc1c(I)c(C(=O)NC(C=O)C(O)C(O)C(O)CO)c(I)c(N(C)C(C)=O)c1I
2.408926384,O=C(CCOCCOCCOCCOCCC(=O)Nc1c(I)cc(I)c(C(=O)O)c1I)Nc1c(I)cc(I)c(C(=O)O)c1I
5.033116841,CN1CCC(=C2c3ccccc3C(O)c3ccccc32)CC1
3.178189175,CC(C(=O)O)c1ccc(N2CC=CC2)c(Cl)c1
2.145397807,CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)C3=CCC=CC3)C2SC1
3.680844656,CC(C(=O)O)c1ccc(N2Cc3ccccc3C2=O)cc1
2.438911968,CCOC(=O)c1cnc2n(c1=O)C(C)CCC2
2.017269096,CC1CCCc2ncc(C(=O)O)c(=O)n21
2.54510085,Cc1cccc2ncc(C(=O)O)c(=O)n12
3.069266276,CC1CCCc2nccc(=O)n21
2.336371665,CC1(C)SC2C(N=CN3CCCCCC3)C(=O)N2C1C(=O)O
2.975582996,CC(C)(C)C(=O)OCOC(=O)C1N2C(=O)C(N=CN3CCCCCC3)C2SC1(C)C
4.497492175,CN1C2CCC(C)(C)C1CC(OC(=O)C(O)(c1cccs1)c1cccs1)C2
3.706132926,CCCCOCC(O)CN(CC)CC
3.652766855,NCC1OC(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)C(N)CC1O
3.029954175,NCCC(O)C(N)CC(=O)NC1CNC(=O)C(C2CCN=C(N)N2)NC(=O)C(C=NC(N)=O)NC(=O)C(CO)NC(=O)C(CO)NC1=O
4.106763777,C=CCN(C1=NCCN1)c1c(Cl)cccc1Cl
4.288416244,CCN(CC)CCCN(c1ccccc1)C1Cc2ccccc2C1
3.525493172,NC(=NNc1ccccc1)c1ccccc1
4.037769227,COc1ccc(C2Sc3ccccc3N(CCN(C)C)C(=O)C2OC(C)=O)cc1
4.972717422,COC1C(C)OC(OC2C=C3CCC4C(CCC5(C)C(c6ccc(=O)oc6)CCC45O)C3(C)CC2)C(O)C1O
4.831190839,CCOC(=O)Nc1ccc2c(c1)N(C(=O)CCN(CC)CC)c1ccccc1S2
4.006364225,COc1cc(C2c3cc4c(cc3C(OC3OC5COC(C)OC5C(O)C3O)C3COC(=O)C23)OCO4)cc(OC)c1O
2.950630698,COC(=O)c1cnc2n(c1=O)C(C)CCC2
2.732876388,CCCOC(=O)c1cnc2n(c1=O)C(C)CCC2
3.602594305,CCCCOC(=O)c1cnc2n(c1=O)C(C)CCC2
3.458065038,COC(=O)c1cnc2cccc(C)n2c1=O
2.829320539,CC1CCCc2ncc(C(N)=O)c(=O)n21
2.749559736,CCOC(=O)C1=CN(C(C)=O)C2CCCC(C)N2C1=O
3.284174085,CCOC(=O)C1=CN(C(=O)CC)C2CCCC(C)N2C1=O
2.363610272,CCOC(=O)C1CN(C)C2CCCC(C)N2C1=O
1.697408194,COC1(NC(=O)Cc2cccs2)C(=O)N2C(C(=O)O)=C(COC(N)=O)CSC21
3.868421063,CC(C)(C)NCC(O)COc1cccc2c1SCCC2
2.124769639,O=C(O)Cc1ccc(O)c(Cl)c1
4.675772233,CCC1(CC)COC(=O)C1
3.888512153,NCCCCCNCCSSCCNCCCCCN
2.054898916,CCC(C(N)=O)N1CCCC1=O
4.240479484,CCP(CC)(CC)=[Au]SC1OC(COC(C)=O)C(OC(C)=O)C(OC(C)=O)C1OC(C)=O
2.560738638,CC=C1CC(C)C(CO)(C(=O)O)OC1=O
3.645427667,O=C(O)C1CCc2cc(C3CCCCC3)c(Cl)cc21
2.401414328,O=C(O)P(=O)(O)O
4.25917054,CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1
3.493485934,CC(=O)NCc1ccc(OCC(O)CNC(C)C)cc1
3.633780384,ON=Cc1cccc[n+]1COC[n+]1ccccc1C=NO
3.570121743,ON=Cc1cccc[n+]1COC[n+]1ccccc1
3.717567821,ON=Cc1cc[n+](COC[n+]2ccccc2)cc1
3.166412902,CC(C)NCC(O)COc1ccc(C(N)=O)cc1
3.514060073,CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(C(C)=O)c1
3.442125739,COc1ccccc1N1CCN(CCCNc2cc(=O)n(C)c(=O)n2C)CC1
4.070371181,COC(CN1CCN(CC(O)C(OC)c2ccccc2)CC1)c1ccccc1
3.23579331,CNC(=S)NCCSCc1[nH]cnc1C
3.487526821,CC(C)(C)NCC(O)c1ccc(O)c(NC(N)=O)c1
4.660734059,COC1CC(=C(c2cccs2)c2cccs2)C[N+](C)(C)C1
3.735997884,CC(C)(C)NCC(O)COc1ccccc1OCC1CCCO1
4.278111844,CC(C)CNCC(O)COC(Cc1ccccc1)Cc1ccccc1
4.451352987,OC(CNC1CCCCC1)COC(Cc1ccccc1)Cc1ccccc1
4.329264367,CCCCNCC(O)COC(Cc1ccccc1)Cc1ccccc1
4.252059313,OC(COC(Cc1ccccc1)Cc1ccccc1)CN1CCCC1
4.052770869,CCCNCC(O)COC(Cc1ccccc1)Cc1ccccc1
3.524447758,CC(=O)NCCc1ccc(OCC(O)CNC(C)C)cc1
2.859956459,CCCCOCC(O)CN1CCOCC1
2.46142849,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)O)C(O)C1O
