mouse_intraperitoneal_LD50_(?log(mol/kg))_(?log(mol/kg)),canonical_smiles
3.754362636,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccccc1/C=C/C(=O)OC(C)(C)C
4.317292997,Cc1cc2c(c3oc(C4(C5CO5)CO4)cc(=O)c13)C(=O)c1c(O)cccc1C2=O
2.467229135,O=C1NC(c2ccc(C(F)(F)F)cc2)Oc2ccccc21
2.757256642,COc1ccc(C2Oc3ccccc3C(=O)N2C(=O)c2ccccc2)cc1OC
2.847627914,COc1ccc(C2Oc3ccccc3C(=O)N2C(=O)c2cc(OC)c(OC)c(OC)c2)cc1OC
2.794067125,COc1ccc(C2Oc3ccccc3C(=O)N2C(=O)c2ccc(Cl)cc2)cc1OC
2.789515485,COc1ccc(C(=O)N2C(=O)c3ccccc3OC2c2ccc(OC)c(OC)c2)cc1
2.804746704,COc1ccc(C2Oc3ccccc3C(=O)N2C(=O)c2ccc([N+](=O)[O-])cc2)cc1OC
2.766028291,O=C(c1ccccc1)N1C(=O)c2ccccc2OC1c1ccc(C(F)(F)F)cc1
2.854765143,COc1cc(C(=O)N2C(=O)c3ccccc3OC2c2ccc(C(F)(F)F)cc2)cc(OC)c1OC
2.79766505,COc1ccc(C(=O)N2C(=O)c3ccccc3OC2c2ccc(C(F)(F)F)cc2)cc1
2.802132509,O=C(c1ccc(Cl)cc1)N1C(=O)c2ccccc2OC1c1ccc(C(F)(F)F)cc1
2.812617938,O=C(c1ccc([N+](=O)[O-])cc1)N1C(=O)c2ccccc2OC1c1ccc(C(F)(F)F)cc1
2.834631673,O=C(c1ccc(C(F)(F)F)cc1)N1C(=O)c2ccccc2OC1c1ccc(C(F)(F)F)cc1
2.624840349,CN(C)S(=O)(=O)c1cc2c(c(Cl)c1Cl)OC(C(=O)O)C2
2.747596253,CCCCc1c(N)[nH]cnc1=O
2.753101679,CCCCc1c(N)[nH]c(C)nc1=O
2.771931426,CCCCCCCCCCc1c(N)[nH]cnc1=O
2.733575055,CCc1c(N)[nH]cnc1=O
2.741171445,CCc1c(N)[nH]c(C)nc1=O
2.769002382,CCCCCCCCc1c(N)[nH]c(C)nc1=O
2.757872251,CCCCCc1c(N)[nH]c(C)nc1=O
2.747596253,CCCc1c(N)[nH]c(C)nc1=O
2.765728845,CCCCCCCCc1c(N)[nH]cnc1=O
2.753101679,CCCCCc1c(N)[nH]cnc1=O
2.741171445,CCCc1c(N)[nH]cnc1=O
2.710354342,Cc1cc(=O)nc(COc2ccccc2Br)[nH]1
2.74149701,CCCCc1c[nH]cnc1=O
2.795942436,CCCCCCCCCCc1c(C)[nH]c(C)nc1=O
2.777278672,CCCCCCCCCCCCc1c(C)[nH]cnc1=O
2.748694409,CCOc1c[nH]c(CC)nc1=O
2.733873577,CCc1c(C)[nH]cnc1=O
2.753450563,CCCCCCc1c[nH]cnc1=O
2.758223926,CCCCCCc1c(C)[nH]cnc1=O
2.766076999,CCCCCCCCc1c(C)[nH]cnc1=O
2.753450563,CCCCCc1c(C)[nH]cnc1=O
2.74149701,CCCc1c(C)[nH]cnc1=O
3.003070658,CC(C)Oc1ccc(C(C)N)cc1
4.153450514,COc1cc2oc3c(c(=O)c2cc1OC)C(=O)c1c(ccc2cc4c(c(OC(C)=O)c12)C(=O)N1CCOC1(C)C4)C3=O
3.144643138,CC(C)SC(CN)c1ccccc1
2.394889957,COc1cc(C=O)cc(Cn2nnc(-c3ccccc3)n2)c1O
2.677305762,CC(=O)SCCNC(=O)CCN
2.103274494,CCC(=O)SCCNC(=O)CN
2.259916255,CC(C)(C)C(=O)SCCNC(=O)CN
3.031408464,NCCCC(=O)NCCSSCCNC(=O)CCCN
2.467955698,CC(=O)NCCSC(=O)CN
2.660644165,Cc1ccccc1NCC(=O)N(C)C
2.976185269,COc1ccccc1NCC(=O)N(C)C
3.692567977,COc1cc2c(cc1O)CC1c3cc(O)c(OC)cc3CC[N+]1(C)C2
2.596846982,CC(=O)NN1NC(=O)C=C2CCC3C=CC=CC3=C21
2.747846662,CCCCN(CCCC)CN1C(=O)C(=CC=Cc2ccccc2)SC1=Nc1ccccc1
2.719739282,CCCN(CCC)CN1C(=O)C(=CC=Cc2ccccc2)SC1=Nc1ccccc1
2.592776136,CCN(CC)CN1C(=O)C(=CC=Cc2ccccc2)SC1=Nc1ccccc1
2.657397701,CN(C)CN1C(=O)C(=CC=Cc2ccccc2)SC1=Nc1ccccc1
2.626892381,O=C1C(=CC=Cc2ccccc2)SC(=Nc2ccccc2)N1CN(CCO)CCO
2.602625563,CN1C(=O)C(=CC=Cc2ccccc2)SC1=Nc1ccccc1
2.712381973,O=C1C(=CC=Cc2ccccc2)SC(=Nc2ccccc2)N1CN(Cc1ccccc1)Cc1ccccc1
2.687444234,O=C1C(=CC=Cc2ccccc2)SC(=Nc2ccccc2)N1CN1CCCC1
2.605898428,O=C1C(=CC=Cc2ccccc2)SC(=Nc2ccccc2)N1CN1CCCCC1
2.608015491,O=C1C(=CC=Cc2ccccc2)SC(=Nc2ccccc2)N1CN1CCOCC1
2.733754724,CN(C)c1ccccc1OCC(O)CO
2.455587611,CN(C)c1ccc(OCC(O)CO)cc1
2.535944215,CN(C)c1cccc(OCC(O)CO)c1
2.878386805,O=C(c1ccc(NCN2C(=O)C(=Cc3ccccc3)SC2=S)cc1)N1CCN(c2ccccc2)CC1
2.807920277,O=C(c1ccc(NCN2C(=O)C(=Cc3ccccc3)SC2=S)cc1)N1CCCCC1
2.809873029,O=C(c1ccc(NCN2C(=O)C(=Cc3ccccc3)SC2=S)cc1)N1CCOCC1
2.658588482,CCN(CC)C(=O)c1ccc(NCN2C(=O)C(=Cc3ccc(OC)cc3)SC2=S)cc1
2.76538313,CN(C)c1ccc(C=C2SC(=S)N(CNc3ccc(C(=O)N4CCCCC4)cc3)C2=O)cc1
2.906520941,O=C(c1ccc(NCN2C(=O)C(=Cc3ccc(Cl)cc3)SC2=S)cc1)N1CCN(c2ccccc2)CC1
3.423554199,O=C(c1ccc(NCN2C(=O)C(=Cc3ccc(Cl)cc3)SC2=S)cc1)N1CCCCC1
2.996262509,CCN(CC)C(=O)c1ccc(NCN2C(=O)C(=Cc3ccc(Cl)cc3)SC2=S)cc1
3.241924143,O=C(c1ccc(NCN2C(=O)C(=Cc3ccc(F)cc3)SC2=S)cc1)N1CCCCC1
2.562442619,COc1ccc(-c2nnn(Cc3cc(C)c(O)c(C)c3)n2)cc1
2.355876603,COc1ccc(-c2nnn(Cc3cc(C)c(O)c(C)c3)n2)cc1OC
2.555368971,Cc1cc(Cn2nnnc2-c2ccc(Br)cc2)cc(C)c1O
2.148169069,Cc1cc(Cn2nnc(-c3cccnc3)n2)cc(C)c1O
2.962832168,CCOc1ccc(C(C)N)cc1
3.271635652,CCSC(CN)c1ccccc1
4.279215079,O=CN1CCC(=O)Nc2ccccc21
3.611147407,CC1CN(C=O)c2ccccc2NC1=O
2.663421983,CC(C)NCC(O)CN1CCCOCCC1
2.899057199,CC(C)NCC(O)CN1CCN(c2ccccc2)CC1
2.331129566,CC(C)NCC(O)CN1CCCCCC1
3.126748633,Cc1cc(N)cc(C)c1C(=O)NCCN1CCN(c2ccccn2)CC1
3.148552572,Cc1c(C)c(C(=O)NCCN2CCN(c3ccccn3)CC2)c(C)c(C)c1N
2.98792169,Cc1cccc(C)c1NC(=O)CCN1CCN(c2ccccn2)CC1
3.201693965,Cc1cc([N+](=O)[O-])cc(C)c1C(=O)NCCN1CCN(c2ccccn2)CC1
3.424044474,Cc1c(C)c([N+](=O)[O-])c(C)c(C)c1C(=O)NCCN1CCN(c2ccccn2)CC1
2.938246727,Cc1cccc(C)c1NC(=O)CN1CCN(c2ccccn2)CC1
2.887869039,Cc1ccccc1NC(=O)CCN1CCN(c2ccccn2)CC1
3.131115353,Cc1cc(C)c(C)c(N2CCN(CCC(N)=O)C(c3ccccn3)C2)c1C
2.787888877,O=C(CCN1CCN(c2ccccn2)CC1)Nc1ccccc1Cl
3.020263967,O=C(CCN1CCN(c2ccccn2)CC1)Nc1c(Cl)cccc1Cl
3.068516232,CC(=O)c1cccc(NC(=O)CCN2CCN(c3ccccn3)CC2)c1
2.600837275,O=C(CCN1CCN(c2ccccn2)CC1)Nc1ccccc1[N+](=O)[O-]
3.295442474,O=C(CCN1CCN(c2ccccn2)CC1)Nc1cccc([N+](=O)[O-])c1
3.228495685,O=C(CCN1CCN(c2ccccn2)CC1)Nc1ccc([N+](=O)[O-])cc1
3.352111657,COc1cccc(N2CCN(CCC(=O)Nc3ccccc3N)CC2)n1
3.174828311,NC(=O)CCN1CCN(c2cccc(C(F)(F)F)c2)C(c2ccccn2)C1
3.118196118,CCOc1ccc(NC(=O)CCN2CCN(c3ccccn3)CC2)cc1
2.943477576,CC(C)Sc1ccc(NC(=O)CCN2CCN(c3ccccn3)CC2)cc1
3.324180177,N#Cc1ccc(NC(=O)CCN2CCN(c3ccccn3)CC2)cc1
3.106261429,O=C(CCN1CCN(c2ccccn2)CC1)Nc1ccc(Cl)cc1
2.885990097,CCC(=O)Nc1ccc(NC(=O)CCN2CCN(c3ccccn3)CC2)cc1
2.257320636,O=C(O)CCN1CCN(c2ccccn2)CC1
2.336426638,COC(=O)CCN1CCN(c2ccccn2)CC1
2.165245975,CCOC(=O)CCN1CCN(c2ccccn2)CC1
2.884793787,C=CCOC(=O)CCN1CCN(c2ccccn2)CC1
2.494716586,NC(=O)CCN1CCN(c2ccccn2)CC1
2.063026107,CCOC(=O)CC(C)N1CCN(c2ccccn2)CC1
2.8032256,CC1CN(c2ccccn2)CCN1CCC(=O)Nc1ccc(N)cc1
2.318484417,CNC(=O)C(=O)Nc1nc2ccccc2s1
3.104024067,CCOC(=O)c1ccc(NC(=O)CCN2CCN(c3ccccn3)CC2)cc1
4.009099749,CC1CCC2(OC1Cc1nc3c(C(=O)O)c(O)ccc3o1)OC(C(C)C(=O)c1ccc[nH]1)C(C)CC2C
3.543028525,CCc1cc(=O)n(CCCN2CCN(c3ccc(F)cc3)CC2)n1-c1ccccc1
3.685757657,Cc1ccnc(N2CCN(CCCn3c(=O)cc(C)n3-c3ccc([N+](=O)[O-])cc3)CC2)c1
3.359726794,Cc1ccnc(N2CCN(CCCn3c(=O)cc(C)n3-c3ccc(O)cc3)CC2)c1
3.542345839,Cc1cc(=O)n(CCCN2CCN(c3ccccc3)CC2)n1-c1ccccc1
3.6405363,CCCc1cc(=O)n(CCCN2CCN(c3cc(C)ccn3)CC2)n1-c1ccccc1
3.708173417,Cc1ccnc(N2CCN(CCCn3c(=O)cc(C4CCCCC4)n3-c3ccccc3)CC2)c1
3.118756726,COC(=O)c1ccccc1-n1c(C)cc(=O)n1CCCN1CCN(c2cc(C)ccn2)CC1
3.317619036,Cc1ccnc(N2CCN(CCCn3c(=O)cc(C)n3-c3ccc(Cl)cc3)CC2)c1
3.223443402,COc1ccccc1-n1c(C)cc(=O)n1CCCN1CCN(c2cc(C)ccn2)CC1
3.418134511,CCc1cc(=O)n(CCCN2CCN(c3cc(C)ccn3)CC2)n1-c1ccc(Cl)cc1
3.803978596,CCCCCCc1cc(=O)n(CCCN2CCN(c3cc(C)ccn3)CC2)n1-c1ccccc1
3.685253298,CCc1cc(=O)n(CCCN2CCN(c3cc(C)ccn3)CC2)n1-c1ccc([N+](=O)[O-])cc1
3.681528892,Cc1cc(=O)n(CCCN2CCN(c3ccc(F)cc3)CC2)n1-c1ccc([N+](=O)[O-])cc1
3.406596279,CC(=O)c1ccc(-n2c(C)cc(=O)n2CCCN2CCN(c3cc(C)ccn3)CC2)cc1
3.196696511,Cc1cc(=O)n(CCCN2CCN(c3ccccn3)CC2)n1-c1ccccc1
3.61532387,Cc1ccnc(N2CCN(CCCn3c(=O)cc(C)n3-c3ccc(C#N)cc3)CC2)c1
3.346090341,COc1ccc(-n2c(C)cc(=O)n2CCCN2CCN(c3cc(C)ccn3)CC2)cc1
3.825292786,CCCCCOc1cccc(NC(=O)OC2CCCCC2N2CCCC2)c1
2.455478315,CCCCc1c(C)nn(-c2nc3ccccc3s2)c1C
3.393528795,CCCCc1c(C)nn(-c2nc3ccc(C)cc3s2)c1C
2.504961291,CCCCc1c(C)nn(-c2nc3ccc(Cl)cc3s2)c1C
2.829223459,COc1ccccc1N1CCN(CCCOc2ccc(N(C(C)=O)c3ccccc3)cc2)CC1
3.084119052,COc1ccccc1N1CCN(CCCOc2ccc(NC(C)C)cc2)CC1
3.357417142,COc1ccccc1N1CCN(CCCOc2ccc(NCC3COc4ccccc4O3)cc2)CC1
3.134177108,CNc1ccc(OCCCN2CCN(c3ccccc3OC)CC2)cc1
2.90110704,COc1ccccc1N1CCN(CCCOc2ccc(N(C)C)cc2)CC1
2.917288154,CCCNc1ccc(OCCCN2CCN(c3ccccc3OC)CC2)cc1
3.135374228,COc1ccccc1N1CCN(CCCOc2ccc(NCc3ccccc3)cc2)CC1
2.787564496,COc1ccccc1N1CCN(CCCOc2ccc(Nc3ccccc3)cc2)CC1
3.762564537,COCCN=C(Cc1ccc2ccccc2[n+]1C)SC
3.762564537,CSC(Cc1ccc2ccccc2[n+]1C)=NCCCO
3.580432014,CN(C)CCN=C(Cc1ccc2ccccc2[n+]1C)NCCN(C)C
4.051107482,CSC(CC1C(=O)C(C)C2(C)C=CC=CC2[N+]1(C)O)=NCC=O
4.554526712,CSC(=Cc1ccc2ccccc2[n+]1C)N1CCN(CCCO)CC1
4.242910637,CSC(=Cc1c2ccccc2cc[n+]1C)SC
3.680090644,CCc1c(C)c(=S)c(S)c(C=C=O)n1C
4.102762904,CCc1c(CC)n(C)c(C=C=O)c(S)c1=S
5.013539399,CCCCc1c(CCCC)n(C)c(C=C=O)c(S)c1=S
4.864045686,CCCCCCc1c(CCCCCC)n(C)c(C=C=O)c(S)c1=S
3.998961665,CSC(=Cc1cccc[n+]1C)N1CCCCC1
4.12134839,CSC(=Cc1cccc(C=C(SC)SC)[n+]1C)SC
2.588765261,C=CCC1C(=O)N(CC=C)C(=O)N(CC=C)C1=O
2.790113383,COc1cc(C(=O)NN2CCCCCC2)cc(OC)c1OC
4.079443674,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(/C(C)=N\NP(=O)(Oc1ccc(Br)cc1)N(CCCl)CCCl)CC3OC1CC(N)C(O)C(C)O1
3.83925204,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(/C(C)=N\NP(=O)(Oc1ccc(C)cc1)N(CCCl)CCCl)CC3OC1CC(N)C(O)C(C)O1
3.768557767,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(/C(C)=N\NP(=O)(Oc1ccccc1)N(CCCl)CCCl)CC3OC1CC(N)C(O)C(C)O1
2.189843005,O=C1CN2CCO[Si](c3cccc(F)c3)(OCC2)O1
2.560722713,O=C1CCSC(=O)N1CCCCN1C(=O)CCSC1=O
1.957599307,Nc1nc(N)nc(-c2cc(Cl)cc(O)c2Cl)n1
2.571222496,Nc1nc(-c2cc(Cl)ccc2Cl)nc(N)[n+]1O
3.101846703,Cc1cc(Cl)cc(C(=NCC(C)CC(N)=O)c2ccc(Cl)cc2)c1O
3.102971952,Cc1cc(Cl)cc(C(=NC(C)CCC(=O)O)c2ccc(Cl)cc2)c1O
3.102971952,Cc1cc(Cl)cc(C(=NCC(C)CC(=O)O)c2ccc(Cl)cc2)c1O
3.102971952,Cc1cc(Cl)cc(C(=NCCC(C)C(=O)O)c2ccc(Cl)cc2)c1O
3.101846703,Cc1cc(Cl)cc(C(=NCCC(C)C(N)=O)c2ccc(Cl)cc2)c1O
3.066684893,CC(CCC(=O)O)N=C(c1ccc(Cl)cc1)c1cc(F)ccc1O
3.101846703,Cc1cc(Cl)cc(C(=NC(C)CCC(N)=O)c2ccc(Cl)cc2)c1O
3.118703319,COC(=O)CCC(C)N=C(c1ccc(Cl)cc1)c1cc(Cl)cc(C)c1O
3.08376054,COC(=O)CCC(C)N=C(c1ccc(Cl)cc1)c1cc(F)ccc1O
3.118703319,COC(=O)CC(C)CN=C(c1ccc(Cl)cc1)c1cc(Cl)cc(C)c1O
3.133884716,Cc1cc(Cl)cc(C(=NCCC(C)CCC(=O)O)c2ccc(Cl)cc2)c1O
3.133884716,Cc1cc(Cl)cc(C(=NC(C)CCCCC(=O)O)c2ccc(Cl)cc2)c1O
3.1485533,COC(=O)CCC(C)CCN=C(c1ccc(Cl)cc1)c1cc(Cl)cc(C)c1O
3.118703319,CC(CCN=C(c1cc(Cl)ccc1O)c1ccccc1Cl)CCC(=O)O
3.1485533,COC(=O)CCCCC(C)N=C(c1ccc(Cl)cc1)c1cc(Cl)cc(C)c1O
3.1485533,CCC(CC)(CN=C(c1ccc(Cl)cc1)c1cc(Cl)cc(C)c1O)CC(=O)O
3.069689059,Cc1cc(Cl)cc(C(=NC(C)C(=O)O)c2ccc(Cl)cc2)c1O
3.133884716,COC(=O)CCC(C)CCN=C(c1cc(Cl)ccc1O)c1ccccc1Cl
3.116477126,Cc1cc(Cl)cc(C(=NCC2(CC(=O)O)CC2)c2ccc(Cl)cc2)c1O
3.131735188,CCOC(=O)C1CC1CN=C(c1ccc(Cl)cc1)c1cc(Cl)cc(C)c1O
3.086649264,Cc1cc(Cl)cc(C(=NC(C)CC(=O)O)c2ccc(Cl)cc2)c1O
3.08548086,CC(CCC(N)=O)N=C(c1cc(Cl)ccc1O)c1ccccc1Cl
3.136398161,CC(CCC(=O)O)N=C(c1cc(Cl)ccc1O)c1ccccc1Br
3.135356369,CC(CCC(N)=O)N=C(c1cc(Cl)ccc1O)c1ccccc1Br
2.493779549,CCNc1c2c(nc3ccccc13)-c1ccccc1C2=O
2.15888996,CCCNc1c2c(nc3ccccc13)-c1ccccc1C2=O
2.15888996,CC(C)Nc1c2c(nc3ccccc13)-c1ccccc1C2=O
2.314960802,CCCCCCNc1c2c(nc3ccccc13)-c1ccccc1C2=O
2.215392989,O=C1c2ccccc2-c2nc3ccccc3c(NC3CCCCC3)c21
3.371262207,CN(C)CCNc1c2c(nc3ccccc13)-c1ccccc1C2=O
3.292418268,CN1CCN(c2c3c(nc4ccccc24)-c2ccccc2C3=O)CC1
2.539336211,CCOC(=O)CNc1c2c(nc3ccccc13)-c1ccccc1C2=O
3.386399075,O=C(O)CNc1c2c(nc3ccccc13)-c1ccccc1C2=O
2.857561064,O=C(c1ccccc1)C(CC(C(=O)c1ccccc1)N1CCCCCC1)N1CCCCCC1
2.986238073,COc1ccc(C(=O)C(CC(C(=O)c2ccc(OC)cc2)N2CCCCCC2)N2CCCCCC2)cc1
2.972268628,CCOc1ccc(C(=O)C(CC(C(=O)c2ccc(OCC)cc2)N2CCCCCC2)N2CCCCCC2)cc1
3.034346887,CCCOc1ccc(C(=O)C(CC(C(=O)c2ccc(OCCC)cc2)N2CCCCCC2)N2CCCCCC2)cc1
3.648962238,COc1ccc(C(=O)C(CC(CN2CCCCCC2)C(=O)c2ccc(OC)cc2)CN2CCCCCC2)cc1
3.75035023,CCOc1ccc(C(=O)C(CC(CN2CCCCCC2)C(=O)c2ccc(OCC)cc2)CN2CCCCCC2)cc1
3.780250429,CCCOc1ccc(C(=O)C(CC(CN2CCCCCC2)C(=O)c2ccc(OCCC)cc2)CN2CCCCCC2)cc1
2.4873637,Cn1cnc2nc(=S)[nH]c(N)c21
2.662520774,Cn1cnc2nc(=S)[nH]c(NCCO)c21
2.166762354,CSc1nc(NCCO)c2c(ncn2C)n1
2.64714059,CSc1nc(N)nc2ncn(C)c12
2.328370661,CCOC(=O)CCS(=O)OCC
2.230041745,Nc1c2c(nc3ccccc13)-c1ccccc1C2=O
1.957599307,Nc1nc(N)nc(-c2cc(Cl)c(O)cc2Cl)n1
1.158605429,CCCC(=O)Nc1ccc(C(=O)NCCN(CC)CC)cc1
2.912440686,Cc1oc2ccccc2c(=O)c1-c1csc(N)n1
2.435093891,Cc1ccc2oc(C)c(-c3csc(N)n3)c(=O)c2c1
2.761098439,Cc1oc2ccc(Cl)cc2c(=O)c1-c1csc2nc(-c3ccccc3)cn12
2.630745089,Cc1oc2ccc(Cl)cc2c(=O)c1-c1csc2nc(-c3ccc(Cl)cc3)cn12
2.840576765,Cc1oc2ccc(Cl)cc2c(=O)c1-c1csc2nc(-c3ccc(Br)cc3)cn12
2.609481286,Cc1cc2oc(C)c(-c3csc4nc(-c5ccccc5)cn34)c(=O)c2cc1Cl
2.686448571,Cc1cc2oc(C)c(-c3csc4nc(-c5ccc(Br)cc5)cn34)c(=O)c2cc1Cl
2.609481286,Cc1ccc2oc(C)c(-c3csc4nc(-c5ccc(Cl)cc5)cn34)c(=O)c2c1
3.444279064,COc1ccc(CNCCN(CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C)Cc2ccc(OC)c(OC)c2)cc1OC
2.872596174,CCOC(=O)c1cnn(C)c1-n1cnc2ccccc2c1=O
2.892552319,CCOC(=O)c1cnn(C)c1-n1c(C)nc2ccccc2c1=O
2.91163161,CCOC(=O)c1cnn(C)c1-n1c(CC)nc2ccccc2c1=O
2.954692254,CCOC(=O)c1cnn(-c2ccccc2)c1-n1cnc2ccccc2c1=O
2.971275849,CCOC(=O)c1cnn(-c2ccccc2)c1-n1c(C)nc2ccccc2c1=O
2.987249419,CCOC(=O)c1cnn(-c2ccccc2)c1-n1c(CC)nc2ccccc2c1=O
3.010037554,NCCC(O)C(=O)NC1CC(N)C(OC2OC(CN)CCC2N)C(O)C1OC1OC(CO)C(O)C(N)C1O
3.694183861,COc1cc2c(C)[n+](C)c3c4cc(OC)c(OC)cc4c(OC(C)=O)c(OC(C)=O)c3c2cc1OC
3.604242798,C=CCC1C=C(C)CC(C)CC(OC)C2OC(O)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C)=CC3CCC(O)C(OC)C3)C(C)C(O)CC1=O)C(C)CC2OC
1.720071845,COC(=O)C1=C(C)NC2=C(C1c1ccccc1)S(=O)(=O)c1ccccc12
1.770244837,COC(=O)C1=C(C)NC2=C(C1c1ccccc1[N+](=O)[O-])S(=O)(=O)c1ccccc12
1.95067829,COC(=O)C1=C(C)NC2=C(C1c1ccc(Br)cc1)S(=O)(=O)c1ccccc12
3.121734632,O=C(CCN(Cc1ccccc1)Cc1ccccc1)c1ccc(O)cc1
3.223222984,COc1ccc(C(=O)CCN(Cc2ccccc2)Cc2ccccc2)cc1
3.393650399,O=C(CCN(Cc1ccccc1)Cc1ccccc1)c1ccc(Cl)cc1
3.20345035,Cc1ccc(C(=O)CCN(Cc2ccccc2)Cc2ccccc2)cc1
2.576370761,Fc1cc(-c2ccc(NC3=NCCC3)c(F)c2)ccc1NC1=NCCC1
3.120495768,Nc1ccc(C(=O)CCN(Cc2ccccc2)Cc2ccccc2)cc1
3.207981776,COC12CC(CO)CN(C)C1Cc1cn(CO)c3cccc2c13
2.551623127,CCN(CC)c1cc(=O)nc2sccn12
2.867830721,O=c1cc(N2CCCC2)n2ccsc2n1
2.810587095,CN(c1ccccc1)c1cc(=O)nc2sccn12
2.874813253,CCN(c1ccccc1)c1cc(=O)nc2sccn12
2.760689393,CC(=O)OC1(C(C)=O)CCC2C3C=C(Cl)C4=CC(=O)OCC4(C)C3CCC21C
3.038704805,CCCCCCCCSCCc1ccncc1
2.856202269,CCCCSCCc1ccncc1
2.634006445,COc1cc(NC(=S)Nc2ccc(C)cc2)ccc1-n1c(C)nc2ccccc2c1=O
2.734321282,COc1cc(NC(=S)Nc2ccccc2)ccc1-n1c(C)nc2ccc(I)cc2c1=O
2.816705475,COc1ccc(NC(=S)Nc2ccc(-n3c(C)nc4ccccc4c3=O)c(OC)c2)cc1
2.757720869,COc1ccc(NC(=S)Nc2ccc(-n3c(C)nc4ccc(I)cc4c3=O)c(OC)c2)cc1
2.654129354,COc1cc(NC(=S)Nc2cccc(Cl)c2)ccc1-n1c(C)nc2ccccc2c1=O
2.78443398,COc1cc(NC(=S)Nc2ccc(Cl)cc2)ccc1-n1c(C)nc2c(Br)cc(Br)cc2c1=O
3.286209386,CNC(C)Cc1cccc(C)c1OC
2.793032152,CCC1=C2CCC3(C)C(O)CCC3C2CCC1=O
2.519800002,O=C(O)CCC1OC(=O)C(O)=C1c1ccccc1
2.366017426,O=C(CN1CCCC1=O)NCc1ccccc1
2.78609189,Cn1c(=O)[nH]c(=O)c2c1nc(NCc1ccco1)n2Cc1ccccc1
2.742469118,Cn1c(=O)[nH]c(=O)c2c1nc(N1CCOCC1)n2CCOc1ccccc1
2.919069032,Cn1c(=O)[nH]c(=O)c2c1nc(N1CCCCCC1)n2CCOc1ccccc1
2.763753812,Cn1c(=O)[nH]c(=O)c2c1nc(NCCO)n2CCOc1ccccc1
2.770698936,CCN(CC)c1nc2c(c(=O)[nH]c(=O)n2C)n1CCOc1ccccc1
2.979056003,Cn1c(=O)[nH]c(=O)c2c1nc(N(CCO)Cc1ccccc1)n2CCOc1ccccc1
2.636888907,Cn1c(=O)[nH]c(=O)c2c1nc(NCc1ccco1)n2CCOc1ccccc1
3.356025857,Cn1c(=O)[nH]c(=O)c2c1nc(N1CCNCC1)n2CC(O)c1ccc([N+](=O)[O-])cc1
3.177572327,CN(c1ccc(CN2CCCCC2)o1)c1nc2c(c(=O)[nH]c(=O)n2C)n1Cc1ccccc1
3.053810759,CN(c1ccc(CN2CCOCC2)o1)c1nc2c(c(=O)[nH]c(=O)n2C)n1Cc1ccccc1
4.297202681,C=CC1(C)CC(=O)C2(O)C(C)(O1)C(OC(=O)CN1CCOCC1)C(O)C1C(C)(C)CCC(O)C12C
4.644306357,CC1=C(N=CN(C)C)C(=O)C2=C(C1=O)N1CC3C(N3C)C1(O)C2COC(N)=O
4.2279082,CC1=C(N=CN(C)C)C(=O)C2=C(C1=O)N1CC3C(N3C)C1(O)C2COC(=O)N=CN(C)C
2.384358791,Nc1ccc2c(c1)NC(=O)c1ccccc1S2
5.737679956,CC1=CC2OC3C(O)C4OC(=O)C=CC=CC(C(C)O)OCCC5(C)OC5C(=O)OCC2(CC1)C4(C)C31CO1
4.673161462,OC(COc1cccc(OCC(O)C[N+]2(Cc3ccccc3)CCCCC2)c1)C[N+]1(Cc2ccccc2)CCCCC1
1.981745011,CSCCC(NC(=O)CCSC(=O)c1ccccc1)C(=O)OC(C)C
1.997344875,CCCCOC(=O)C(CCSC)NC(=O)CCSC(=O)c1ccccc1
3.07974988,CCOC(=S)SC(=O)c1ccco1
2.982101554,CCCOC(=S)SC(=O)c1ccco1
3.157540316,CCCCOC(=S)SC(=O)c1ccco1
3.111202004,CCCCCOC(=S)SC(=O)c1ccco1
3.032020758,CC(C)CCOC(=S)SC(=O)c1ccco1
2.853344519,C=CCOC(=S)SC(=O)c1ccco1
3.204743833,CCCCCCOC(=S)SC(=O)c1ccco1
2.883065596,CCCCCCCCCCOC(=S)SC(=O)c1ccco1
2.597624504,CCN1N=C(c2ccc(O)c(O)c2)Cn2c1nc1c2c(=O)[nH]c(=O)n1C
2.507337589,Cn1c(=O)[nH]c(=O)c2c1nc1n2CC(c2cccs2)=NN1
2.626909944,CCN1N=C(c2cccs2)Cn2c1nc1c2c(=O)[nH]c(=O)n1C
2.739121548,Cn1c(=O)[nH]c(=O)c2c1nc1n2CC(c2cccs2)=NN1c1ccccc1
2.820851641,CCOC(=O)Cn1c(=O)c2c(nc3n2CC(c2ccccc2)=NN3CC)n(C)c1=O
2.758228514,CCOC(=O)Cn1c(=O)c2c(nc3n2CC(c2ccccc2)=NN3c2ccccc2)n(C)c1=O
2.779536752,CCOC(=O)Cn1c(=O)c2c(nc3n2C(C)C(c2ccccc2)=NN3c2ccccc2)n(C)c1=O
