rat_oral_LD50_(?log(mol/kg)),canonical_smiles
1.739871071,CC(C)(O)C(=O)c1ccc(OCCO)cc1
3.445738124,CN(C)C(=O)C(CC[N+](O)=CCC(C)(O)c1ccc(Cl)cc1)(c1ccccc1)c1ccccc1
3.497658309,O=[N+]([O-])c1ccc(NS(=O)(=O)c2ccc(Cl)c(C(F)(F)F)c2)c(Cl)c1
2.950666613,CN1C2CCCC1CC(NC(=O)c1nn(C)c3ccccc13)C2
2.517972134,CCCCCCOc1ccc(NNC=O)cc1
3.28345969,CC(=O)c1c2c(c(C)[nH]c1=O)CC(c1ccncc1)CC2
1.962999878,CC(C)(C)C(O)(CCc1ccc(Cl)cc1)Cn1cncn1
1.595560485,O=C(CCN[Zn+2])NC(Cc1cnc[nH]1)C(=O)O
2.880002533,COc1ccccc1N1CCN(C(=N)Nc2cc(Cl)cc(Cl)c2)CC1
2.880002533,COc1ccccc1N1CCN(C(=N)Nc2ccc(Cl)c(Cl)c2)CC1
3.313600009,CON1CCC(=Cc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)C1=O
2.803236498,CCOC(=O)C1=C(C)NC(C[P+](c2ccccc2)(c2ccccc2)c2ccccc2)=C(C(=O)OCC)C1c1cccc([N+](=O)[O-])c1
1.876947789,N=C(Nc1c([N+](=O)[O-])cnc2ccccc12)N1CCOCC1
2.379365354,CC(C)(CCl)c1cc(Cl)nnc1Cl
2.645593202,CC(C)(CO)c1cc(Cl)nnc1Cl
4.265065583,CC[Sn](C)(C)Br
1.481582115,CC[Sn](C)(Cl)CC
1.537234607,CCC(C)C(C)CCOC(C)=O
2.021632673,CCCc1c(OCc2cccn3c(=O)c(-c4nn[nH]n4)cnc23)ccc(C(C)=O)c1O
2.45554773,c1ccc2c(NCCCN3CCOCC3)[nH]nc2c1
1.777461623,CCCCCCCSCCCCN1CCCCCC1=O
2.186199143,CCCCOC(=O)c1ccc(/[N+]([O-])=C/c2ccc(N(CC)CC)cc2)cc1
2.218517239,COc1ccc(C(N)=O)cc1C(=O)NCc1cccnc1
2.024163149,COC(=O)C(C)c1ccc(-c2ccsc2)cc1
2.1154574,NC(=O)Oc1ccccc1C(=O)Oc1cc(Cl)ccc1Cl
3.41302363,COc1cccc(C(=O)NC2CC3CCC(C2)N3Cc2ccccc2)c1OC
3.157592747,CCN(CC)CCOCc1cc(Br)ccc1OC
2.347364714,Cc1nc2cnc3ccccc3c2s1
3.110342434,CCCCCOc1c(Br)cc(Br)cc1COCCN(CC)CC
1.875557812,COc1cc2nc(N3CCN(C(=O)CC(C)O)CC3)nc(N)c2cc1OC
2.976413261,CCCCNCC(O)COc1ccc(-c2c(-c3ccccc3)c(=O)oc3cc(OC)ccc23)cc1
5.306771253,CC(C)(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1Nc1ccc([N+](=O)[O-])cc1[N+](=O)[O-]
3.065797881,CCCCCOc1ccc(Br)cc1COCCN(CC)CC
2.168499841,CC(=O)c1ccc2c(c1)N(CCCN1CCOCC1)c1ccccc1S2
1.979202258,CCOC(=O)C(CCc1ccccc1)NC1CSC(c2cccs2)CN(CC(=O)O)C1=O
1.649877874,CC#Cc1cc(C)nc(Nc2ccccc2)n1
4.684494375,CCCCCCCCCOC(=O)C1=CNC=C(C(=O)NC2CCCC2)C1c1ccccc1[N+](=O)[O-]
2.723902661,O=C(O)C1=CCCN(CCOC(c2ccc(C(F)(F)F)cc2)c2ccc(C(F)(F)F)cc2)C1
2.54509301,O=C(Nc1ccc(Cl)cc1)NS(=O)(=O)c1ccc2c(c1)CCC2
1.997613745,COc1ccc(C(=CC(=O)N2CCOCC2)c2ccc(Cl)cc2)cc1OC
2.202722692,COc1ccc2cc(C(C)C(=O)OCCO)ccc2c1
2.698110095,COc1ccc2cc(C(C)C(=O)OCCOCCO)ccc2c1
2.479834341,CCOCn1cc(F)c(=O)n(C(=O)c2cccc(C(=O)Oc3nc(OC(=O)c4ccccc4)ccc3C#N)c2)c1=O
2.87700544,O=c1cccnn1CCCNCC1COc2ccccc2O1
1.894765635,CC1CN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)CC(C)N1
2.046286926,CC(=O)Nc1ccc([N+](=O)[O-])c(Cl)n1
2.66232521,COc1ccc2c(-c3ccc(OCC(O)CNC(C)C)cc3)c(-c3ccccc3)c(=O)oc2c1
2.675423615,COc1ccc2c(c1)OC(C)(C)C(c1ccccc1)=C2c1ccc(OCC(O)CNC(C)C)cc1
2.716542745,COc1ccc2c(c1)OC(C)(C)C(c1ccccc1)C2c1ccc(OCC2CO2)cc1
1.929473081,CCCCCCCCCCCCCCCCCC(O)c1ccc(C(=O)O)c(Cl)c1
2.726002587,c1ccc2c(c1)ncc1ncsc12
1.944953232,NCCCCC(OP(=O)(O)CCCCc1ccccc1)C(=O)N1CCCC1C(=O)O
1.948302422,CC(C)=NOCCOC(=O)C(C)Oc1ccc(Oc2cnc3cc(Cl)ccc3n2)cc1
2.40788526,CON=C(C(=O)NC1C(=O)N2C(C(=O)OCOC(=O)C(C)(C)C)=C(C)CSC12)c1csc(N)n1
2.982430581,CCN(CC)c1nc(N(C=NC2CC(C)(C)NC(C)(C)C2)C2CC(C)(C)NC(C)(C)C2)nc(N(C=NC2CC(C)(C)NC(C)(C)C2)C2CC(C)(C)NC(C)(C)C2)n1
3.000482997,COc1ccc(C(=C(C#N)CCC(=O)O)c2ccc(OC)cc2)cc1
2.043959268,CCCN(C=Nc1cccc(=O)[nH]1)CCC
2.778174774,O=C(O)CCCCCCCCCCNS(=O)(=O)c1ccc(Cl)cc1C(=O)c1ccccc1
2.733885089,O=C(c1ccccc1)c1cc([N+](=O)[O-])ccc1S(=O)(=O)NCCCN1CCOCC1
2.755273827,N#CN=C1SCCN1Cc1ccc(Cl)nc1
1.914250046,COc1cc(OC)nc(NC(=O)NS(=O)(=O)c2ncccc2C(=O)N(C)C)n1
3.356185736,CC(CC(=O)c1ccc(-c2ccc(F)cc2F)cc1)C(=O)O
1.975518812,CC1=C(C)C(=O)C(C(CCCCCC(=O)O)c2ccccc2)=C(C)C1=O
2.011174874,CCCc1c(OCc2cccn3c(=O)c(CC(=O)O)cnc23)ccc(C(C)=O)c1O
2.025769616,CCCc1c(OCc2cccn3c(=O)c(CCC(=O)O)cnc23)ccc(C(C)=O)c1O
2.016679471,O=C(O)Cn1c(=O)n(Cc2ccc(Br)cc2F)c(=O)c2ccc(Cl)cc21
2.297353154,O=C(O)Cn1c(=O)n(Cc2ccc(Br)cc2F)c(=O)c2ccc(F)cc21
1.75351565,CCCCCCCOCCCCN1CCCCCC1=O
2.944697573,FC(F)(F)COC1CCC(Cn2cncn2)(c2ccc(Cl)cc2Cl)O1
1.915313284,CN(C)C(=O)c1cc(C(=O)N(C)C)c2c(n1)C(=O)C(=O)c1cc(C(=O)N(C)C)[nH]c1-2
1.985787413,O=C(NC(=O)c1c(F)cccc1F)Nc1ccc(CON=C(c2ccc(Cl)cc2)C2CC2)cc1
2.265005979,Cc1nc(C(C)C)c(=O)[nH]c1C
2.448140371,CS(=O)(=O)N(Cc1cccnc1)c1ccc(F)cc1F
1.748669555,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCCN2C(=O)c3ccccc3S2(=O)=O)C1C
2.588889087,CCCCn1cc2c3c(cccc31)C1=CC(CO)CN(C)C1C2
2.631549032,COC12CC(CO)CN(C)C1Cc1cn(C(C)(C)C)c3cccc2c13
2.818287766,CCCCn1cc2c3c(cccc31)C1(OC)CC(COC(=O)c3cncc(Br)c3)CN(C)C1C2
2.722807647,COC12CC(COC3=CC(=O)CC3)CN(C)C1Cc1cn(C(C)(C)C)c3cccc2c13
2.591700272,CN1CC(CO)CC2c3cccc4c3c(cn4C(C)(C)C)CC21
1.756631545,CCCCCCCCCCSCCN1CCCC1=O
1.731474335,CCCCCCCCCCOCCN1CCCC1=O
2.926257167,CC1Cc2cc3c(cc2C(c2ccc(N)cc2)=NN1)OCO3
1.765644344,O=C(O)C(=O)Nc1cccc(-c2nn[nH]n2)c1
2.094518397,O=S1(=O)CCC(NC(=S)S)C1
2.14134635,O=C(O)C1=Cc2sc(Cn3ccnc3)cc2CC1
1.84965687,c1cnn(-c2cc(-n3cccn3)ncn2)c1
2.643894149,COc1cc(-n2ccnc2)ncn1
2.812345274,CCC(=C(c1ccc(OCCN(C)C)cc1)c1ccc(OP(=O)(O)O)cc1)c1ccc(C(C)C)cc1
2.573484291,CCCOC(=O)C(C(=O)OCCC)=C1SC2C(S1)N(C)CCN2C
2.115678396,COc1ccc(-c2cc(=O)c3c(OCCO)cc(OC4OC(COC5OC(C)C(O)C(O)C5O)C(O)C(O)C4O)cc3o2)cc1O
3.014127965,Clc1ccc(C2(Cn3cncn3)CC(Br)CO2)c(Cl)c1
2.735156168,CC(CN1CCCC1)C(=O)c1ccc(C(F)(F)F)cc1
2.965175968,Cc1cc2cccnc2n(-c2ccccc2)c1=O
2.102531462,O=C1COc2cc(C(=O)c3ccccc3)ccc2N1
2.148156719,CC1(C)Oc2cc(C(=O)c3ccccc3)ccc2NC1=O
2.125942966,CN1C(=O)COc2cc(C(=O)c3ccccc3)ccc21
2.169289334,CN1C(=O)C(C)(C)Oc2cc(C(=O)c3ccccc3)ccc21
2.157912885,O=C1COc2cc(C(=O)c3ccc(Cl)cc3)ccc2N1
2.198321616,CC1(C)Oc2cc(C(=O)c3ccc(Cl)cc3)ccc2NC1=O
2.178587058,CN1C(=O)COc2cc(C(=O)c3ccc(Cl)cc3)ccc21
2.217198269,CN1C(=O)C(C)(C)Oc2cc(C(=O)c3ccc(Cl)cc3)ccc21
2.011174874,CC(=O)c1ccc2c(c1)OCC(=O)N2C
2.092183584,CCCC(=O)c1ccc2c(c1)OC(C)(C)C(=O)N2
2.066823308,CCCC(=O)c1ccc2c(c1)OCC(=O)N2C
2.116144316,CCCC(=O)c1ccc2c(c1)OC(C)(C)C(=O)N2C
1.563505635,CC(C)(c1ccccc1)c1ccc(O)cc1
2.792075485,COCC(=O)OC1(CCN(C)CCCc2nc3ccccc3[nH]2)CCc2cc(F)ccc2C1C(C)C
2.211152562,Cn1c(=O)c2c(ncn2CC2SCCS2)n(C)c1=O
2.400211498,NCCNS(=O)(=O)c1cccc2cnccc12
2.884247196,CN1CC(c2ccnn2C)CC2c3cccc4[nH]cc(c34)CC21
2.884247196,CN1CC(c2ccn(C)n2)CC2c3cccc4[nH]cc(c34)CC21
2.86535571,CN1CC(c2ccno2)CC2c3cccc4[nH]cc(c34)CC21
2.86535571,CN1CC(c2ccon2)CC2c3cccc4[nH]cc(c34)CC21
2.863896583,CN1CC(c2ccn[nH]2)CC2c3cccc4[nH]cc(c34)CC21
2.964358644,CN1CC(c2ccnn2-c2ccccc2)CC2c3cccc4[nH]cc(c34)CC21
2.964358644,CN1CC(c2ccn(-c3ccccc3)n2)CC2c3cccc4[nH]cc(c34)CC21
2.902291237,CN1CC(c2ccnc(N)n2)CC2c3cccc4[nH]cc(c34)CC21
2.790086624,CCOC(=O)c1cnn(-c2cccc(C)c2)c1S(C)(=O)=O
2.085336058,CON=C(C(=O)NC1C(=O)N2C(C(=O)OCOC(=O)C(C)(C)C)=C(C=Cc3scnc3C)CSC12)c1csc(N)n1
2.913396971,CC(=O)OC1c2cccc(O)c2C(=O)c2c(O)cccc21
1.493912621,CCCCCCCCOP(=O)(O)OCCC(Cl)Cl
2.377781552,CCOC(=S)C=Cc1ccc(Cl)cc1
2.378474097,CCOC(=S)C=Cc1ccc(OC)cc1
2.410751418,CCOC(=S)C=Cc1ccc(OC)c(OC)c1
2.460989237,CCCOc1cc(C=CC(=S)OCC)ccc1OC
2.44863865,CCOC(=S)C=Cc1cc(OC)c(OC)c(OC)c1
2.400321165,CCOC(=S)C=Cc1ccc2c(c1)OCO2
2.388489399,CCOC(=S)C=Cc1ccc([N+](=O)[O-])cc1
3.292536647,CCOC(=S)C=Cc1ccc(N(C)C)cc1
2.431792814,CCCOc1ccc(C=CC(=O)OCC)cc1OC
2.420006975,CCCOc1ccc(C(O)=S)c(CC)c1OC
2.258286278,CCOC(=S)c1ccc2c(c1)OCO2
2.443439598,CCCOc1ccc(C=CC(=S)OCC)cc1OC
1.79023413,CNC(=O)CC(N)C(=O)NC(C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O)c1ccc(O)cc1
2.73473461,O=C(CI)NC(=O)CI
2.538824586,O=C(CS(=O)Cc1ccco1)NCC=CCOc1cc(CN2CCCCC2)ccn1
1.784444682,O=c1c2[nH]nnc2nc2sc(CCC3CCCCC3)nn12
2.115622714,Cc1c(C2C(=O)CC(C)(C)CC2=O)c2c(n1-c1ccccc1)CC(C)(C)CC2=O
2.456309988,CC(Cc1ccccc1)(NC(=O)CN)c1ccccc1
2.632141447,Fc1ccc(C(c2ccccc2)(c2ccccc2F)n2ccnc2)cc1
2.749051326,CCc1nn(C)c(C(=O)NCc2ccc(C(C)(C)C)cc2)c1Cl
2.446548071,CC1COC(Cn2cncn2)(c2ccc(Oc3ccc(Cl)cc3)cc2Cl)O1
2.226375612,N#CC(CCc1ccc(Cl)cc1)(Cn1cncn1)c1ccccc1
1.506075915,Cc1[nH]c(=O)c(C#N)cc1-c1ccc2nccn2c1
1.928668481,CCOC(=O)CC(=O)N1CCSC1COc1ccccc1OC
2.723359608,CN(CCNCc1cc(C(C)(C)C)cc(Br)c1O)CCNC(=O)c1nc(Cl)c(N)nc1N
1.182520217,CCC=CCC=CCC=CCC=CCCCCC(=O)OCC
3.39142512,N#Cc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1S(=O)(=O)C(F)(F)F
1.928808441,COc1cc(OC)nc(NC(=O)NS(=O)(=O)c2c(-c3nnn(C)n3)cnn2C)n1
3.352762609,CC(C)(C)c1ccc(CCOc2ncnc3ccccc23)cc1
3.913639206,CC1=C(C(=O)OCCN(C)Cc2ccc(F)cc2)C(c2cccc3c2OCO3)C(C(=O)OC(C)C)=C(C)N1
1.9264784,CCc1c(Cl)ccc(O)c1Cl
1.987354879,CCCCn1c(C)c(CC(=O)O)c2c1CC(C)(C)CC2=O
1.987354879,Cc1c(CC(=O)O)c2c(n1CC(C)C)CC(C)(C)CC2=O
3.491963685,c1ccc2c(c1)CCN1CCN=C1C2
1.530323521,CC1CNc2c(cccc2S(=O)(=O)NC(CCCNC(=N)N)C(=O)N2CCC(C)CC2C(=O)O)C1
1.484783701,O=C1CCC(C(=O)N2CSCC2C(=O)O)N1
2.907122093,OC1C(Cl)(Cl)C(=C(Cl)Cl)C(O)(C(Cl)Cl)C1(Cl)Cl
2.866015451,O=CC1=C(C(Cl)(Cl)Cl)C(Cl)(Cl)C(O)C1(Cl)Cl
2.976939825,OC1C(Cl)(Cl)C(=C(Cl)Cl)C2(OC2Cl)C1(Cl)Cl
2.240374497,CO[Si](CCCCCCCCCC[Si](OC)(OC)OC)(OC)OC
2.262026555,COC1C=COC2(C)Oc3c(C)c(O)c4c(O)c(c(N5CCN(Cc6c(C)cc(C)cc6C)CC5)c(O)c4c3C2=O)NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C
2.23704985,COC1C=COC2(C)Oc3c(C)c(O)c4c(O)c(c(C=NN5CCN6CCCCC6C5)c(O)c4c3C2=O)NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C
2.393610296,CCC1CCC2CN(N=Cc3c4c(O)c5c(O)c(C)c6c(c5c3O)C(=O)C(C)(OC=CC(OC)C(C)C(OC(C)=O)C(C)C(O)C(C)C(O)C(C)C=CC=C(C)C(=O)N4)O6)CCN2C1
2.061598727,CCOC(=O)c1cc(Br)ccc1OC(N)=O
2.128581479,NC(=O)Oc1ccc(Br)cc1C(=O)Oc1ccccc1
2.035464961,Cc1ccc(OC(N)=O)c(C(=O)Oc2ccccc2)c1
2.087379581,Cc1cccc(OC(=O)c2cc(Cl)ccc2OC(N)=O)c1
2.154303742,CC(O)C1C(=O)N2C(C(=O)O)=C(C3CCCO3)SC12
1.916785465,COc1cc(OC)nc(NC(=O)NS(=O)(=O)c2c(Cl)nc3ccccn23)n1
2.172956392,Cc1nn(-c2cc(NS(C)(=O)=O)c(Cl)cc2Cl)c(=O)n1C(F)F
2.25338405,COc1ccc(C(=O)NCc2ccc(OCCN(C)C)cc2)cc1OC
1.935962482,CCS(=O)(=O)c1cccnc1S(=O)(=O)NC(=O)Nc1nc(OC)cc(OC)n1
2.157912885,Cn1c(=O)oc2cc(C(=O)c3ccc(Cl)cc3)ccc21
2.092862697,Nc1ccc(C(=O)c2ccc(Cl)cc2)cc1O
2.116787003,CNc1ccc(C(=O)c2ccc(Cl)cc2)cc1O
1.952354054,CCCC(=O)c1ccc(N)c(O)c1
1.985080518,CCCC(=O)c1ccc(NC)c(O)c1
2.125942966,CC1Oc2cc(C(=O)c3ccccc3)ccc2NC1=O
2.148156719,CC1Oc2cc(C(=O)c3ccccc3)ccc2N(C)C1=O
2.178587058,CC1Oc2cc(C(=O)c3ccc(Cl)cc3)ccc2NC1=O
2.198321616,CC1Oc2cc(C(=O)c3ccc(Cl)cc3)ccc2N(C)C1=O
2.092183584,CCCC(=O)c1ccc2c(c1)OC(C)C(=O)N2C
2.157366092,CC1Oc2cc(C(=O)c3cccs3)ccc2N(C)C1=O
2.039889798,CC(=O)c1ccc2c(c1)OC(C)C(=O)N2C
2.166314642,CN1C(=O)COc2cc(C(=O)C=Cc3ccccc3)ccc21
2.186601809,CC1Oc2cc(C(=O)C=Cc3ccccc3)ccc2N(C)C1=O
2.205983445,CN1C(=O)C(C)(C)Oc2cc(C(=O)C=Cc3ccccc3)ccc21
2.21453523,CN1C(=O)COc2cc(C(=O)C=Cc3ccc(Cl)cc3)ccc21
2.232734439,CC1Oc2cc(C(=O)C=Cc3ccc(Cl)cc3)ccc2N(C)C1=O
2.25020158,CN1C(=O)C(C)(C)Oc2cc(C(=O)C=Cc3ccc(Cl)cc3)ccc21
2.18937941,CN1C(=O)COc2cc(C(=O)C=Cc3ccc(O)cc3)ccc21
2.208640183,CC1Oc2cc(C(=O)C=Cc3ccc(O)cc3)ccc2N(C)C1=O
2.227082902,CN1C(=O)C(C)(C)Oc2cc(C(=O)C=Cc3ccc(O)cc3)ccc21
2.109656828,CCC1=NN(C(=O)NC(=O)c2ccc(Cl)cc2)C(C)(CC)C1
2.090188899,Nc1nc(=NC(=O)NC(=O)c2ccc(Cl)cc2)nc(N)[nH]1
2.157901413,Cc1ccc(S(=O)(=O)NC(=O)NC(=O)C(Cl)(Cl)Cl)cc1
3.111515666,CN1C(C(=O)Nc2ccc(O)cn2)=C(O)c2sc(Cl)cc2S1(=O)=O
4.166278119,CC(C)=CCOC1=C(C(=O)Nc2ccccn2)N(C)S(=O)(=O)c2cc(Cl)sc21
4.810931094,COC(=O)CCC(=O)OC1=C(C(=O)Nc2ccccn2)N(C)S(=O)(=O)c2cc(Cl)sc21
4.644393287,CC(C)=CC(NC(=O)C1=C(O)c2sc(Cl)cc2S(=O)(=O)N1C)[n+]1ccccc1
4.174087926,CN1C(C(=O)Nc2ccccn2)=C(Nc2ccccn2)c2sc(Cl)cc2S1(=O)=O
4.698930047,COC(=O)C(C)(C)C(=O)OC1=C(C(=O)Nc2ccccn2)N(C)S(=O)(=O)c2cc(Cl)sc21
4.691851218,CN1C(C(=O)Nc2ccccn2)=C(OP2(=O)OCCCO2)c2sc(Cl)cc2S1(=O)=O
4.194910068,COCCOC=C1OC2=C(C(=O)N1c1ccccn1)N(C)S(=O)(=O)c1cc(Cl)sc12
4.147676324,CN1C(C(=O)Nc2ccccn2)=C(OC(=O)C(C)(C)C)c2sccc2S1(=O)=O
4.283148143,CCCCCCCCCCCCCCCC(=O)OC1=C(C(=O)Nc2ccccn2)N(C)S(=O)(=O)c2ccsc21
3.548243195,CN1C(C(=O)Nc2ccccn2)=C(O)C2=C(CC(=O)S2)S1(=O)=O
3.786997358,COc1cc2c(s1)C(O)=C(C(=O)Nc1ccccn1)N(C)S2(=O)=O
4.26797735,CN1C(C(=O)Nc2ccccn2)=C(OC(=O)C(C)(C)C)c2sc(Cl)cc2S1(=O)=O
3.727589238,CN1C(C(=O)Nc2ccccn2)=C(OC(=O)C23CC4CC(CC(C4)C2)C3)c2sc(Cl)cc2S1(=O)=O
4.207762689,CN1c2c(oc(=NC3CCCCC3)n(C3CCCCC3)c2=O)-c2sc(Cl)cc2S1(=O)=O
4.19637518,COc1ccc(C(=O)OC2=C(C(=O)Nc3ccccn3)N(C)S(=O)(=O)c3ccsc32)cc1
2.622479477,COC(=O)C(C)N(OC)c1c(C)cccc1C
2.662636354,CC1=C(C(=O)OC(C)C)C(c2cccc([N+](=O)[O-])c2)C(C(=O)OC2CN(C(c3ccccc3)c3ccccc3)C2)=C(N)N1
2.90578509,COc1ccc2c(c1)OC(C)(C)C(c1ccccc1)=C2c1ccc(OCCO)cc1
2.901460501,C=CCOc1ccc(C2=C(c3ccccc3)C(C)(C)Oc3cc(OC)ccc32)cc1
2.427600781,COc1ccc2c(c1)OC(C)(C)C(c1ccccc1)=C2c1ccc(OCCN)cc1
2.970721491,COc1ccc2c(c1)OC(C)(C)C(c1ccccc1)C2c1ccc(OCCBr)cc1
2.903652034,C=CCOc1ccc(C2c3ccc(OC)cc3OC(C)(C)C2c2ccccc2)cc1
2.941490562,COc1ccc2c(c1)OC(C)(C)C(c1ccccc1)C2c1ccc(OCCCCl)cc1
2.906897213,COc1ccc2c(c1)OC(C)(C)C(c1ccccc1)C2c1ccc(OCCN)cc1
1.220798225,CCC=CCC=CCC=CCC=CCCCCCCC(=O)OCC
1.709708558,CCOC(=O)c1ccc(NC(=O)CC)cc1NC(=O)c1ccc(C(=O)O)cc1
2.453050979,c1ccc(-c2ccc(CCOc3ncnc4ccccc34)cc2)cc1
3.106424101,CC1OC2(CS1)CN1CCC2CC1
2.791897843,Cn1c2c(c3ccccc31)CCN(CCCN1CCN(c3ccccc3)CC1)C2=O
2.540929813,CN(CCO)Cc1cc(C(=O)c2cccs2)cc(C(C)(C)C)c1O
2.938975795,CNC(=O)c1cnc2cccc(C)n2c1=O
2.99172567,CCCNC(=O)c1cnc2cccc(C)n2c1=O
2.99172567,Cc1cccc2ncc(C(=O)NC(C)C)c(=O)n12
3.015877582,CCCCNC(=O)c1cnc2cccc(C)n2c1=O
3.015877582,Cc1cccc2ncc(C(=O)NC(C)(C)C)c(=O)n12
3.038756826,CCCCCNC(=O)c1cnc2cccc(C)n2c1=O
3.038756826,Cc1cccc2ncc(C(=O)NCC(C)(C)C)c(=O)n12
3.06049084,CCCCCCNC(=O)c1cnc2cccc(C)n2c1=O
3.08118883,CCCCCCCNC(=O)c1cnc2cccc(C)n2c1=O
3.100945088,CCCCCCCCNC(=O)c1cnc2cccc(C)n2c1=O
3.038756826,CCC(C)(C)NC(=O)c1cnc2cccc(C)n2c1=O
2.988141405,Cc1cccc2ncc(C(=O)NC3CC3)c(=O)n12
3.0355418,Cc1cccc2ncc(C(=O)NC3CCCC3)c(=O)n12
3.057433302,Cc1cccc2ncc(C(=O)NC3CCCCC3)c(=O)n12
3.078274071,Cc1cccc2ncc(C(=O)NC3CCCCCC3)c(=O)n12
3.048129372,Cc1cccc2ncc(C(=O)Nc3ccccc3)c(=O)n12
3.075238831,Cc1cccc2ncc(C(=O)Nc3ccc(F)cc3)c(=O)n12
3.098635421,Cc1cccc2ncc(C(=O)Nc3ccc(Cl)cc3)c(=O)n12
2.966151123,CCCNC(=O)c1cnc2ccccn2c1=O
2.99172567,CCCNC(=O)c1cnc2ccc(C)cn2c1=O
2.99172567,CCCNC(=O)c1cnc2cc(C)ccn2c1=O
2.99172567,CCCNC(=O)c1cnc2c(C)cccn2c1=O
3.015877582,CCCNC(=O)Cc1cnc2cccc(C)n2c1=O
3.103591651,CCOC(=O)C(C)(C)NC(=O)c1cnc2cccc(C)n2c1=O
3.130234674,Cc1cccc2ncc(C(=O)NC34CC5CC(CC(C5)C3)C4)c(=O)n12
3.012487962,Cc1cccc2ncc(C(=O)N3CCCC3)c(=O)n12
3.0355418,Cc1ccc2ncc(C(=O)NC3CCCC3)c(=O)n2c1
3.0355418,Cc1ccn2c(=O)c(C(=O)NC3CCCC3)cnc2c1
3.0355418,Cc1cccn2c(=O)c(C(=O)NC3CCCC3)cnc12
2.213064398,COc1cc(OC)nc(Oc2cccc(Oc3nc(OC)cc(OC)n3)c2C(=O)O)n1
1.935882954,CC(O)C(O)C(=O)C(O)C(O)Oc1cccc2c(-c3c4cc(C(=O)O)cc(O)c4c(O)c4c(OC(O)C(O)C(=O)C(O)C(C)O)cccc34)c3cc(C(=O)O)cc(O)c3c(O)c12
2.314899024,C=CCn1ccc(=O)c(O)c1C
2.327368018,Cc1[nH]c(NCC=CCOc2cccc(CN3CCCCC3)c2)nc(=O)c1C
2.501646601,CN1OCC(=Cc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)C1=O
2.520425885,CN1OCCC(=Cc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)C1=O
3.602472375,CC1(C(=O)O)C2CCC(O2)C1C(=O)O
2.262945619,CC(=O)N(OCc1ccccc1)C1c2cc(C#N)ccc2OC(C)(C)C1O
1.719007932,O=C(CSCCO)NCCCOc1cccc(CN2CCCCC2)c1
1.750218254,COCCNC(=O)c1ccnc(C(=O)NCCOC)c1
2.939917423,COc1ccccc1N1CCN(C(=NCC(C)C)Nc2ccc(Cl)c(Cl)c2)CC1
2.867445095,COc1ccccc1N1CCN(/C(=N/c2ccccc2)NCCCO)CC1
2.302638247,CC1(C)Oc2ccc(S(=O)(=O)c3ccccc3)cc2C(N2CCCC2=O)C1O
6.282445692,CCOP(=S)(OCC)OC(C)=CC(=O)OC
2.690487346,O=C1C2CCCCC2C(=O)N1CCCCN1CCN(c2nsc3ccccc23)CC1
2.654427676,NCCCC(O)(P(=O)(O)O)P(=O)(O)O
2.719791116,CCN(CC)CC#CC(C)(C)OC(=O)C(O)(c1ccccc1)C1CCCCC1
6.937117515,CC(C)OC(=O)CCCC=CCC1C(O)CC(O)C1CCC(O)CCc1ccccc1
3.27472668,CCCCCCCCCCCCCCCCNP1(=S)OCc2cc([N+](=O)[O-])ccc2O1
3.261585436,CCCCCCCCCCCCCCCNP1(=S)OCc2cc([N+](=O)[O-])ccc2O1
3.383516641,CCC(C)NP1(=S)OCc2cc([N+](=O)[O-])ccc2O1
3.318415639,CNP1(=S)OCc2cc([N+](=O)[O-])ccc2O1
2.443862073,CCCCOP(=O)(OCCO)OCCCC
2.226264725,CCNC1CC(C)S(=O)(=O)c2sc(S(N)(=O)=O)cc21
2.263159593,CCCCCOc1ccccc1C(=CSC)n1ccnc1
2.669764893,OCC1OC(n2cnc3c(NCC(O)COc4cccc5ccccc45)ncnc32)C(O)C1O
1.981666419,O=NNC1=NCCN1Cc1ccc(Cl)nc1
2.845951861,O=c1[nH]c(=O)n(CC2CC2)c2nc[nH]c12
2.351748972,CC(=O)NCCCOc1ccc(C(=O)N2CCC(N3C(=O)CCc4ccccc43)CC2)cc1
2.201782992,CCOC(=O)c1c(CSc2ccccc2)n(C)c2cc(Br)c(O)c(CN(C)C)c12
3.972741437,CCCCCCCCOC(=O)C1=C(C)NC(C)=C(C(=O)NC2CC2)C1c1ccccc1[N+](=O)[O-]
2.059716423,Cc1cc(=O)nc(SCc2ccccc2N(C)C)[nH]1
2.047795421,COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC=Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1
2.933400662,Clc1cnn(CCCCN2CCN(c3ncccn3)CC2)c1
