rat_subcutaneous_LD50_(?log(mol/kg)),canonical_smiles
2.265351285,CCCC(=O)OC1(C(=O)CCl)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(=O)CC21C
2.454108439,CCC(=O)OCc1ccc([N+](=O)[O-])o1
2.352391712,O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12
2.739759146,CC(C)OP(=O)(OC(C)C)SCc1ccccc1
2.38923192,Cc1ccc(C(=O)c2ccc(CC(=O)O)n2C)cc1
2.702806966,CNNCc1ccccc1
1.855936922,CC(C)(C)C(=O)OCOC(=O)C1N2C(=O)C(NC(=O)C(N)c3ccccc3)C2SC1(C)C
2.321314888,CC1(C)SC2C(NC(=O)C(C(=O)Oc3ccc4c(c3)CCC4)c3ccccc3)C(=O)N2C1C(=O)O
2.410375668,CN(C)CCOC1=Cc2ccccc2Sc2ccc(Cl)cc21
2.622180854,CN(CCCN1c2ccccc2CCc2ccccc21)CC(=O)c1ccc(Cl)cc1
1.864323558,CC1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1
3.234069598,c1nnc(NCNc2nncs2)s1
5.627867464,CC(=O)OCC12CC(OC(=O)CC(C)C)C(C)=CC1OC1C(O)C(O)C2(C)C12CO2
1.530630078,Cc1ccc(S(=O)(=O)NC(=O)NC2C3CCC(C)(C2O)C3(C)C)cc1
1.909802436,O=C1CSC2(CCN(CCCN3c4ccccc4Sc4ccc(Cl)cc43)CC2)N1
2.486175353,NC(CCC(=O)NC(CSSCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O)C(=O)NCC(=O)O)C(=O)O
1.797976932,O=C1CN2CCOC2(c2ccccc2F)c2cc(Cl)ccc2N1CCO
2.834700393,CCOC(=O)C1(c2ccccc2)CCC=CC1N(C)C
1.176667041,C#CCc1cc(COC(=O)C2C(C=C(C)C)C2(C)C)c(C)o1
1.434431569,O=C1OCc2c(Cl)c(Cl)c(Cl)c(Cl)c21
3.029165932,CCCCC1(COC(=O)CCC(=O)O)C(=O)N(c2ccccc2)N(c2ccccc2)C1=O
2.372299349,CCCCOc1ccc(OCC(=O)N(CCN(CC)CC)c2cc(OCC)ccc2OCC)cc1
2.160321167,CCOC(=O)Cc1[nH]nc2ccc(Cl)cc12
2.502150473,CC(C)NC(C)Cn1cnc2c1c(=O)n(C)c(=O)n2C
2.799079475,NS(=O)(=O)c1cc(-c2nn[nH]n2)c(NCc2cccs2)cc1Cl
4.943043872,CCOP(=O)(OCC)OC(C)=CC(=O)OC(C)c1ccccc1
1.649827299,C=CCOC1=NS(=O)(=O)c2ccccc21
2.902016165,CNCc1ccccc1C(O)c1ccc(Cl)cc1
2.58502283,CCN(CCN(C)C)c1ccccc1
2.320974348,NCC1CCC(C(=O)Oc2ccc(CCC(=O)O)cc2)CC1
2.795337034,COC12CC(COC(=O)c3cncc(Br)c3)CN(C)C1Cc1cn(C)c3cccc2c13
2.329498898,O=C(OCC1(COC(=O)c2cccnc2)CCCC(COC(=O)c2cccnc2)(COC(=O)c2cccnc2)C1O)c1cccnc1
1.576090985,CC1(C)SC2C(NC(=O)C(c3ccccc3)S(=O)(=O)O)C(=O)N2C1C(=O)O
1.381190918,NC(=O)C1(N2CCCCC2)CCN(CCCN2c3ccccc3CCc3ccc(Cl)cc32)CC1
1.674854044,NC(CC(=O)O)C(=O)O
3.269033514,NCC(CC(=O)O)c1ccc(Cl)cc1
2.260575783,CCCCNc1cc(C(=O)O)cc(S(N)(=O)=O)c1Oc1ccccc1
1.429963725,Nc1ccc(Oc2ccc(N)c(Cl)c2)cc1Cl
3.34701405,O=C(NP(=O)(N1CC1)N1CC1)OCC(COC(=O)NP(=O)(N1CC1)N1CC1)OC(=O)NP(=O)(N1CC1)N1CC1
2.278788383,CCn1nc(C(=O)O)c(=O)c2cc3c(cc21)OCO3
1.809946704,O=C1CCC(C(=O)O)N1
3.365878718,CN(C)CCCn1c2ccc(Cl)cc2c(=O)c2cccnc21
1.836598787,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2
1.790667907,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2
3.334201468,N=C(N)NC(=O)Cc1c(Cl)cccc1Cl
4.749491239,CNC(=O)ON=C(C)SCCC#N
2.647286776,CC(C)NCC(O)COc1ccc(CC(N)=O)cc1
2.256202828,CCOC(=O)C1N=C(c2ccccc2F)c2cc(Cl)ccc2NC1=O
2.669649654,c1ccc2c(c1)Sc1ccccc1N2CC1CN2CCC1CC2
2.685336805,CC(C(=O)O)c1cccc(Oc2ccccc2)c1
2.405659944,NCC1OC(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)C(N)C(O)C1O
2.068692861,CN1CCN(CC(=O)N2c3ccccc3C(=O)Nc3cccnc32)CC1
1.91556342,Clc1ccc2c(c1)C(c1ccccc1)=NCc1nncn1-2
1.582338574,Cn1nnnc1SCC1=C(C(=O)O)N2C(=O)C(NC(=O)C(O)c3ccccc3)C2SC1
3.800571325,COc1cc2c(cc1OC)-c1c(C)c3ccc(OC)c(OC)c3c[n+]1CC2
2.385235707,CCC(C)(Oc1ccc(C2(c3ccc(OC(C)(CC)C(=O)O)cc3)CCCCC2)cc1)C(=O)O
2.353342531,Fc1ccc(C(c2ccc(F)cc2)N2CCN(CC=Cc3ccccc3)CC2)cc1
2.813076833,O=C(OCCOCCO)c1ccccc1Nc1cccc(C(F)(F)F)c1
5.127299324,COC1C(O)CC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CC(O)C5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)OC1C
2.919094359,CC(C)=CCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O
1.850817419,COc1cc(C(=O)NC2CCCNC2)cc(OC)c1OC
4.666682572,CC(=O)Nc1c(I)c(C(=O)NC(C=O)C(O)C(O)C(O)CO)c(I)c(N(C)C(C)=O)c1I
2.44523593,CC(C)Cc1ccc(C(C)C(=O)O)cc1
2.185861596,CCN(CC)CCOC(=O)C(Cc1cccc2ccccc12)CC1CCCO1
3.575674749,CCCCN1CCCC(OC(=O)Nc2c(C)cccc2Cl)C1
1.668276553,CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)C3=CCC=CC3)C2SC1
1.958138458,CC1COC2(c3ccccc3Cl)c3cc(Cl)ccc3NC(=O)CN12
1.453535433,CC12CC1(C)C(=O)N(c1cc(Cl)cc(Cl)c1)C2=O
2.099201737,CCCCC(CC)CNC(=O)CC(C)OC(=O)CCC(=O)O
2.320816654,CC(C)(C)C(=O)OCOC(=O)C1N2C(=O)C(N=CN3CCCCCC3)C2SC1(C)C
2.567084192,CN1C2CCC(C)(C)C1CC(OC(=O)C(O)(c1cccs1)c1cccs1)C2
2.683476417,NCC1OC(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)C(N)CC1O
3.083059066,CC(C(=O)O)c1ccc(C(=O)c2ccccc2)s1
3.261364155,C=CCN(C1=NCCN1)c1c(Cl)cccc1Cl
3.211859142,CCN(CC)CCCN(c1ccccc1)C1Cc2ccccc2C1
2.90154948,COc1ccc(C2Sc3ccccc3N(CCN(C)C)C(=O)C2OC(C)=O)cc1
5.424557794,C=C1C2CCC3C4(C)CC(OC5OC(CO)C(OS(=O)(=O)O)C(OS(=O)(=O)O)C5OC(=O)CC(C)C)CC(C(=O)O)(C(=O)O)C4CCC3(C2)C1O
3.80022719,CCOP(=O)(OCC)OC(=CBr)c1ccc(Cl)cc1Cl
3.468762223,COc1cc(C2c3cc4c(cc3C(OC3OC5COC(C)OC5C(O)C3O)C3COC(=O)C23)OCO4)cc(OC)c1O
2.217072266,CC(=O)OCC(=O)C1(OC(C)=O)C(C)CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC21C
1.804587813,CCc1cc2c(s1)N(C)C(=O)CN=C2c1ccccc1Cl
1.480665076,CCC1CC2C3CCC4=CC(=O)CCC4C3CCC2(C)C1O
2.659575854,CNC(=O)N(C)c1nnc(C(C)(C)C)s1
3.460476229,CCP(CC)(CC)=[Au]SC1OC(COC(C)=O)C(OC(C)=O)C(OC(C)=O)C1OC(C)=O
4.980518081,CC1=CC2OC3C(O)C(O)C(C)(C2(CO)CC1OC(=O)CC(C)C)C31CO1
5.360760855,CC1=CC2OC3C(O)C(O)C(C)(C2(CO)CC1O)C31CO1
3.65755066,O=C(O)C1CCc2cc(C3CCCCC3)c(Cl)cc21
3.453915901,O=[PH](Oc1ccc(OP(=O)(N2CC2)N2CC2)cc1)N1CCCC(N2CC2)C1
3.338602213,O=P(Oc1ccc(OP(=O)(N2CC2)N2CC2)cc1)(N1CCOCC1)N1CC1
3.242510848,O=[PH](Oc1ccc(O[PH](=O)N2CCCCC2N2CC2)cc1)N1CCC(N2CC2)CC1
3.547293677,O=P(Oc1ccc(OP(=O)(N2CCOCC2)N2CC2)cc1)(N1CCOCC1)N1CC1
3.660838679,NP(=O)(Oc1ccc(OP(=O)(N2CC2)N2CC2)cc1)N1C=CC(N2C=C2)=CC1
3.340203791,CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1
2.409626002,CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(C(C)=O)c1
2.168750118,CC(=O)C1(c2cccc(O)c2)CCN(CCCC(=O)c2ccc(F)cc2)CC1
2.061016206,CCCSP(=S)(OCC)Oc1ccc(Cl)cc1Cl
2.247413225,COc1ccccc1N1CCN(CCCNc2cc(=O)n(C)c(=O)n2C)CC1
3.005207904,CNC(=O)ON=C(C)C(C)SC
2.887480546,CNC(=O)ON=C(C)C(C)S(C)(=O)=O
3.564937243,C=CC(=O)C1=CN(P(=O)(Oc2ccc(OP(=O)(N3CC3)N3CC3)cc2)N2CC2)CC(=N)C1
3.441904133,COC(CN1CCN(CC(O)C(OC)c2ccccc2)CC1)c1ccccc1
2.243405183,O=c1c2ccccc2n(-c2cccc(C(F)(F)F)c2)c(=O)n1CCO
3.100998382,COC1CC(=C(c2cccs2)c2cccs2)C[N+](C)(C)C1
2.251147046,CC(C)(C)NCC(O)COc1ccccc1OCC1CCCO1
2.366549928,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)O)C(O)C1O
2.049718724,CC(C)Oc1ccc2c(=O)c(-c3ccccc3)coc2c1
2.31669441,CP(C)(=O)CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21
1.960844165,O=C(NC(=O)c1c(F)cccc1F)Nc1ccc(Cl)cc1
2.818275729,CCCSP(=S)(OCC)Oc1ccc(SC)cc1
1.910613201,CCC(=O)OC1CC(=O)OC(C)CC=CC=CC(O)C(C)CC(CC=O)C(OC2OC(C)C(OC3CC(C)(O)C(OC(=O)CC)C(C)O3)C(N(C)C)C2O)C1OC
2.586776667,COc1cc(OC)c(C(=O)CCCN2CCCC2)c(OC)c1
2.46580847,O=C1CCCC(=O)C1C(=S)Nc1ccc(Cl)cc1
6.158994122,COc1cc2cc(c1Cl)N(C)C(=O)CC(OC(=O)C(C)N(C)C(C)=O)C1(C)OC1C(C)C1CC(O)(NC(=O)O1)C(OC)C=CC=C(C)C2
2.58278036,O=C(Cn1c(=O)sc2ccc(Cl)cc21)N1CCN(CCO)CC1
2.511118329,NC(=O)c1ccccc1NCCN1CCN(c2ccccc2)CC1
2.615462906,O=C1NC(c2ccccc2)N(CCN2CCN(c3ccccc3)CC2)c2ccccc21
2.662154604,Cc1ccc2c(c1)C13CCCCC1C(C2)N(C)CC3
3.350029192,CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O
3.012623789,O=C(O)CCC(=O)c1ccc(-c2ccccc2)cc1
3.569432223,Cc1ccc(OCC(O)CNC(C)(C)C)c2oc(=O)ccc12
1.778711852,CC(C)=C/C(C)=N/Nc1nncc2ccccc12
1.796742797,CCCCCCCCCCCCNCCNCCNCC(=O)O
2.004774781,O=C(O)c1ccc(NC(=O)C(Cc2ccc(O)cc2)NC(=O)c2ccccc2)cc1
2.518280741,CN(C)C1C(=O)C(C(=O)NCN2CCCC2C(=O)O)C(=O)C2(O)C(O)=C3C(=O)c4c(O)cccc4C(C)(O)C3CC12
2.657186169,CC1OC(OCC2OC(O)C(OS(=O)(=O)O)C(OS(=O)(=O)O)C2OS(=O)(=O)O)C(OS(=O)(=O)O)C(OS(=O)(=O)O)C1O
1.520696588,OCC1=CC(NC2CC(CO)C(OC3OC(CO)C(O)C(O)C3O)C(O)C2O)C(O)C(O)C1O
1.061207365,C=Cc1ccccc1S(=O)(=O)O
2.738144671,CCOC(=O)C1=CN(CCCN(C)C)c2ccccc2S1
2.586117315,CC[N+](C)(C)Cc1ccco1
1.667945808,CCOC(=O)OC(C)OC(=O)C1N2C(=O)C(NC(=O)C(N)c3ccccc3)C2SC1(C)C
2.231050131,CCN(CC)C(=O)NC1CC2c3cccc4[nH]cc(c34)CC2N(C)C1
2.754927296,O=C(O)C1=C[C+](/C=C/n2c(C(=O)O)cc3cc(O)c(O)cc32)CC(C(=O)O)N1
2.593096101,NCCCC(N)CC(=O)NC1CNC(=O)C(C2CC(O)N=C(N)N2)NC(=O)C(C=NC(N)=O)NC(=O)C(CO)NC(=O)C(CO)NC1=O
1.90606497,COc1cc(NS(=O)(=O)c2ccc(N)cc2)ncn1
5.074751631,COc1ccc2c(=O)c(C)c(C)oc2c1CN(C)C
3.025620351,CC1=C(CC(=O)O)c2cc(F)ccc2C1=Cc1ccc(S(C)=O)cc1
5.566107374,CCCN(CCCl)CCCl
1.819513222,CC(Cc1ccc(O)c(O)c1)(NN)C(=O)O
2.521564828,CCOc1c(N2CCOCC2)cnn(C)c1=O
1.672401655,O=C(CCl)CC(=O)Nc1ccccc1
1.848198881,NC(=O)c1cn(CCO)nc1[N+](=O)[O-]
2.208011149,NC(CCOc1ccc(C(=NO)C(=O)NC2CN(C(C(=O)O)c3ccc(O)cc3)C2=O)cc1)C(=O)O
2.589117679,CC1(C)C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1(C)C
2.767181208,CC(=O)c1cc2cccc(OCC(O)CNC(C)C)c2o1
1.843589407,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1
2.060089262,CCCN(CC(C)O)N=O
2.531521091,CCCN(CC(C)=O)N=O
2.210822219,NCCC(O)C(=O)NC1CC(N)C(OC2OC(CN)C(O)C(O)C2O)C(O)C1OC1OC(CO)C(O)C(N)C1O
2.080563358,CC1(C)SC2C(NC(=O)C(N)c3ccccc3)C(=O)N2C1C(=O)OC1OC(=O)c2ccccc21
1.836140483,CCc1cc2c(s1)-n1c(C)nnc1CN=C2c1ccccc1Cl
3.352449888,Cc1nc(-c2ccccc2)c(C)[nH]1
3.132094849,COc1cc(C2c3cc4c(cc3C(OC3OC5COC(c6ccccc6)OC5C(O)C3O)C3COC(=O)C23)OCO4)cc(OC)c1O
2.716527521,CC(C(=O)O)c1ccc(C(=O)c2cccs2)cc1
3.669881933,O=C(CCNP(=O)(Oc1ccc(OP(=O)(NCCC(=O)c2cccnc2)N2CC2)cc1)N1CC1)c1cccnc1
1.467846766,O=C(Cn1cnnn1)NC1C(=O)N2C(C(=O)O)=C(CSc3nncs3)CSC12
2.067298736,CCCSP(=O)(OCC)Oc1ccc(Br)cc1Cl
3.40534636,CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3
3.110739312,CC(C(=O)OCCCS(=O)(=O)O)c1ccc(-c2ccccc2)cc1
3.210661151,CC[Ge]1(CC)CCC2(CCN(CCCN(C)C)C2)CC1
5.200009014,CCC(=O)N(c1ccccc1)C1CC(C)N(CCc2ccccc2)CC1C
1.52794552,CC1(C)SC2C(NC(=O)C(NC(=O)N3CCN(S(C)(=O)=O)C3=O)c3ccccc3)C(=O)N2C1C(=O)O
3.232912727,Cc1ccccc1OC(CC[N+]1(C)CCCCC1C)c1ccccc1
2.393645387,CC1CCCC[N+]1(C)CCC(Oc1ccccc1Cl)c1ccccc1
2.490528731,CC(C)(C)NCC(O)COc1cccc2c1CC(O)C(O)C2
2.564174579,Cc1ccccc1OCC(O)CN1C(C)(C)CCC1(C)C
1.536066749,CN(C(=O)NC(C)(C)c1ccccc1)c1ccccc1
1.35848879,COc1ccc2cc(CCC(C)=O)ccc2c1
2.913275256,CC(CCc1ccc(O)cc1)NCCc1ccc(O)c(O)c1
2.403176807,CN1CCN(CCC=C2c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1
2.938414641,O=C(CN1CCCCC1)N1CCOc2ccccc21
1.657288961,CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)c3ccc(O)cc3)C2SC1
1.764035581,CC(C)OC(=O)C(C(=O)OC(C)C)=C1SCCS1
6.118573381,CC(=O)OC1CC2CCC3C(CCC4(C)C3CC(OC(C)=O)C4[N+]3(C)CCCCC3)C2(C)CC1[N+]1(C)CCCCC1
2.576742053,CC(C)(C)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1
5.508463549,CC(=O)OC1CC2CCC3C(CCC4(C)C3CC([N+]3(C)CCCCC3)C4OC(C)=O)C2(C)CC1N1CCCCC1
7.21192254,CCOP(C)(=O)SCCN(C(C)C)C(C)C
2.509821925,Cc1cccc(N(C)C(=S)Oc2ccc3c(c2)C2CCC3C2)c1
2.248371329,CC(C)C(=O)c1c(C(C)C)nn2ccccc12
1.834453375,NC(=O)C1N=CN(C2OC(CO)C(O)C2O)C1=O
2.463369666,CCN(CC)CCNC(=O)c1cc(S(C)(=O)=O)ccc1OC
3.539836336,CC(=O)OCC(=O)C12OC3(CCCC3)OC1CC1C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC12C
2.233609148,O=C(COCCOCCOCC(=O)Nc1c(I)cc(I)c(C(=O)O)c1I)Nc1c(I)cc(I)c(C(=O)O)c1I
1.421410348,COC(c1cc(C)c(O)c(C)c1)C(C)CO
3.580229091,COCC1OC2OC3C(COC)OC(OC4C(COC)OC(OC5C(COC)OC(OC6C(COC)OC(OC7C(COC)OC(OC8C(COC)OC(OC1C(O)C2OC)C(OC)C8O)C(OC)C7O)C(OC)C6O)C(OC)C5O)C(OC)C4O)C(OC)C3O
1.498768351,CCc1cccc(C)c1N(C(=O)CCl)C(C)COC
1.493949926,CCCOCCN(C(=O)CCl)c1c(CC)cccc1CC
3.396831683,CC(C(=O)O)c1ccc2oc(-c3ccc(Cl)cc3)nc2c1
4.210750702,CC(CNC(=O)c1ccccc1)C(=O)OCC(=O)C12OC(c3ccc(N(C)C)cc3)OC1CC1C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC12C
1.386690358,COC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)C3=CCC=CC3)C2SC1
2.175911565,CC(C)(C)NCC(O)COc1cccc2c1CCC(=O)N2
3.269611,O=C(NC=CP(=O)(Cl)Cl)Nc1ccccc1
2.578694487,CNCC1CCC(N)C(OC2C(N)CC(N)C(OC3OCC(C)(O)C(NC)C3O)C2O)O1
1.982893537,NC(=O)c1cc[n+](CC2=C(C(=O)O)N3C(=O)C(NC(=O)C(c4ccccc4)S(=O)(=O)O)C3SC2)cc1
3.640648823,O=P(OP(=O)(N1CC1)N1CC1)(OS(=O)(=O)OP(=O)(OP(=O)(N1CC1)N1CC1)N1CC1)N1CC1
3.801125526,O=P(C(=Nc1ccc(N=C(N2CC2)P(=O)(N2CC2)N2CC2)cc1)N1CC1)(N1CC1)N1CC1
1.762086433,CC12CCC3c4ccc(OC(=O)N(CCCl)CCCl)cc4CCC3C1CCC2OP(=O)(O)O
6.121284043,CC(=O)OC1CC2CCC3C(CCC4(C)C3CC(N3CC[N+](C)(C)CC3)C4OC(C)=O)C2(C)CC1N1CC[N+](C)(C)CC1
3.159079692,C[N+](C)(C)CC1CCCO1
2.90486816,CCC(=O)N(c1ccccn1)C(C)CN1CCCCC1
4.089232371,O=C1NP(N2CC2)(N2CC2)(N2CC2)NC(=O)c2cccc(c2)C(=O)NP(N2CC2)(N2CC2)(N2CC2)NC(=O)c2cccc1c2
3.695197653,CC(C(=O)O)c1ccc2c(c1)Cc1cccnc1O2
1.464415022,CC(Oc1ccc2ccccc2c1)C(=O)Nc1ccccc1
1.772959253,CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc1cccc(Oc2ccccc2)c1
3.00994774,CCCC(=O)N1CCCN(c2nc(N)c3cc(OC)c(OC)cc3n2)CC1
5.070455871,CC(=O)C1(O)Cc2c(O)c3c(c(O)c2C(OC2CC(N)C(O)C(C)O2)C1)C(=O)c1c(O)cccc1C3=O
3.764408943,CC1OC(CC(=O)O)CC2=C1C(=O)c1c(O)cccc1C2=O
3.948879777,CCCC(=O)OC(C(Cl)(Cl)Cl)P(=O)(OCC)OCC
2.519912026,CCN(CC)C(=O)COc1cc2c(O)c3c(O)c(C)c4c(c13)C(=O)C(C)(OC=CC(OC)C(C)C(OC(C)=O)C(C)C(O)C(C)C(O)C(C)C=CC=C(C)C(=O)N2)O4
3.207168114,CC(=O)OCC1OC(OP(=O)(O)N(CCCl)C(CCl)c2ccccc2)C(OC(C)=O)C(OC(C)=O)C1OC(C)=O
2.669920939,COC12CCC3(CC1C(C)(O)C(C)(C)C)C1Cc4ccc(O)c5c4C3(CCN1CC1CC1)C2O5
4.165596434,COc1ccc2c(c1)c(CC(=O)OCC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1
3.782587347,CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1
2.830752067,CCC(C)C(C#N)(CCN1CCCCC1)c1ccccc1
2.480774068,CNC(C)C(O)c1ccccc1
1.168890155,CCCCCCOc1ccccc1C(N)=O
3.014814449,CCN(CC)CCOC(=O)CC(O)(c1ccccc1)c1ccccc1
2.79370708,CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)CC)ccc1OC
1.511051392,CC(O)CN(CC(C)O)N=O
3.158551344,CC(C(=O)O)c1ccc2c(c1)[nH]c1ccc(Cl)cc12
2.656642334,CCN(CC)C(=O)CN1C(C)(C)CCC1(C)C
2.705162848,CCN(CC)C(=O)CN1C(C)(C)C=CC1(C)C
2.657359807,CCN(CC)C(=O)CN1C(C)(C)CCCC1(C)C
2.74827706,CC(NC(=O)CN1C(C)(C)CCCC1(C)C)c1ccccc1
2.599564951,CC1(C)CCCC(C)(C)N1CC(=O)NCc1ccco1
2.700380114,CC1(C)CCCC(C)(C)N1C(=O)CNCc1ccccc1
2.439278134,CN(CC(=O)N1C(C)(C)CCCC1(C)C)Cc1ccccc1
2.589179435,CCN(CC)CC(=O)N1C(C)(C)C=CCC1(C)C
2.73339439,CCCCC1=CC(C)(C)N(C(=O)CN(CC)CC)C(C)(C)C1
2.833209463,CCCCC1=CC(C)(C)N(C(=O)CN2CCCC2)C(C)(C)C1
2.445158649,CCCCC1=CC(C)(C)N(C(=O)CN2CCCCC2)C(C)(C)C1
2.483065753,CCCCC1=CC(C)(C)N(C(=O)CN2CCCCCC2)C(C)(C)C1
2.438181961,CCCCC1=CC(C)(C)N(C(=O)CN(C)Cc2ccccc2)C(C)(C)C1
2.86498257,CN(C)CC(=O)N1C(C)(C)C=C(c2ccccc2)CC1(C)C
2.86332286,CCN(CC)CC(=O)N1C(C)(C)C=C(c2ccccc2)CC1(C)C
2.720655357,CCCCNCC(=O)N1C(C)(C)C=C(c2ccccc2)CC1(C)C
2.659577756,CC1(C)C=C(c2ccccc2)CC(C)(C)N1C(=O)CN1CCOCC1
2.772720116,CN1CCN(CC(=O)N2C(C)(C)C=C(c3ccccc3)CC2(C)C)CC1
2.851739535,CCN(CC)C(=O)CN1C(C)(C)CC(c2ccccc2)CC1(C)C
3.430034722,CN1CCC2c3ccccc3C(C)(C)C2C1
2.671240744,CN1CCN(CC(=O)N2C(C)(C)CCCC2(C)C)CC1
2.029272345,COc1ccc(C=CC(=O)Nc2ccccc2C(=O)O)cc1OC
1.679845636,CC(=O)c1ccc2oc3ncccc3c(=O)c2c1
3.016362377,N#CCCC1CS1
3.293829592,CCC(=O)N(c1cccnc1)C(C)CN1CCCCC1
3.209508707,CCC(=O)N(c1ccncc1)C(C)CN1CCCCC1
3.081321799,CCC(=O)N(c1ncccc1C)C(C)CN1CCCCC1
2.970171347,CCC(=O)N(c1cc(C)ccn1)C(C)CN1CCCCC1
2.970171347,CCC(=O)N(c1ccc(C)cn1)C(C)CN1CCCCC1
2.762563037,CCC(=O)N(c1cccc(C)n1)C(C)CN1CCCCC1
2.864627088,CC(CN1CCCCC1)N(C(=O)C1CCCCC1)c1ccccn1
2.965725684,CC(CN1CCCCC1)N(C(=O)c1ccccc1)c1ccccn1
3.011283933,CCC(=O)N(c1ccccn1)C(C)(C)CN1CCCCC1
3.160503045,CCC(=O)N(c1ccccn1)C(C)C(C)N1CCCCC1
2.468589153,CCC(=O)N(c1ccccn1)C(C)CN(C)C
2.864288537,CCC(=O)N(c1ccccn1)C(C)CN(CC)CC
3.561457681,CCCN(CCC)CC(C)N(C(=O)CC)c1ccccn1
3.534768677,CCC(=O)N(c1ccccn1)C(C)CN(C)CCc1ccccc1
4.229788036,CCC(=O)N(c1ccccn1)C(C)CN(C)C(C)Cc1ccccc1
2.83828375,CCC(=O)N(c1ccccn1)C(C)CN1CCCCCC1
3.444660644,CCC(=O)N(c1ccccn1)C(C)CN1CCCCCCC1
3.391122557,CCC(=O)N(c1ccccn1)C(C)CN1CCCCCCCC1
3.154037003,CCC(=O)N(c1ccccn1)C(C)CN1CCCCC1C
3.199081951,CCC(=O)N(c1ccccn1)C(C)CN1CCCC(C)C1
2.930054124,CCC(=O)N(c1ccccn1)C(C)CN1CCC(C)CC1
4.504525231,CCC(=O)N(c1ccccn1)C(C)CN1CCC(c2ccccc2)CC1
4.386821074,CCC(=O)N(c1ccccn1)C(C)CN1CCC(Cc2ccccc2)CC1
3.526152869,CCC(=O)N(c1ccccn1)C(C)CN1CCCC(C)(C)C1
2.88002715,CCC(=O)N(c1ccccn1)C(C)CN1CCC(C)(C)CC1
3.081252228,CCC(=O)N(c1ccccn1)C(C)CN1CCC(C)=C(C)C1
3.378283421,CCC(=O)N(c1ccccn1)C(C)CN1CCCCCC1C
3.19205253,CCC(=O)N(c1ccccn1)C(C)CN1CCCCC(C)C1
3.300315143,CCC(=O)N(c1ccccn1)C(C)CN1CCCCCC1(C)C
3.587898415,CCC(=O)N(c1ccccn1)C(C)CN1CCCCC(C)(C)C1
3.135736744,CCC(=O)N(c1ccccn1)C(C)CN1CC2CC2C1
3.226339206,CCC(=O)N(c1ccccn1)C(C)CN1CC2(C)CC2(C)C1
3.305673746,CCC(=O)N(c1ccccn1)C(C)CN1CCc2ccccc2C1
2.85947305,CCC(=O)N(c1ccccn1)C(C)CN1CCCC1(C)C
2.630142998,CCC(=O)N(c1ccccn1)C(C)CN1CCOCC1
2.272681364,CCC(=O)N(c1ccccn1)C(C)CN1CCN(C)CC1
3.823183423,CCC(=O)N(CC(C)N(C)CCc1ccccc1)c1ccccn1
3.194285412,CCC(=O)N(CC(C)N1CCCC(C)(C)C1)c1ccccn1
3.285441782,CCCC(=O)N(c1ccccn1)C(C)CN1CCCCC1
2.56309913,O=S(=O)(OCC1OC(OC2(COS(=O)(=O)O[Al](O)O)OC(COS(=O)(=O)O[Al](O)O)C(OS(=O)(=O)O[Al](O)O)C2OS(=O)(=O)O[Al](O)O)C(OS(=O)(=O)O[Al](O)O)C(OS(=O)(=O)O[Al](O)O)C1OS(=O)(=O)O[Al](O)O)O[Al](O)O
