mouse_oral_LD50_(?log(mol/kg)),canonical_smiles
2.80219428,NCC1CC1(C(N)=O)c1ccccc1
2.823083106,CCN(CC)C(=O)C1(c2ccccc2Cl)CC1CN
3.448395557,CCN(CC)C(=O)C1(c2cccc(Cl)c2)CC1CN
2.823083106,CCN(CC)C(=O)C1(c2ccc(Cl)cc2)CC1CN
2.540548027,CCN(CC)C(=O)C1(c2ccc(C)cc2)CC1CN
3.438396768,CC(C)N(C(=O)C1(c2ccccc2)CC1CN)C(C)C
2.517839602,CCN(CC)C(=O)C1(c2ccccc2)CC1CN1CCN(C)CC1
2.329813667,COC(=O)c1ccc(OC(=O)C(=O)N(C)C(=O)Oc2cccc3c2OC(C)(C)C3)cc1
2.483785992,COC(=O)c1ccccc1OC(=O)C(=O)N(C)C(=O)Oc1cccc2c1OC(C)(C)C2
3.64857243,COC(=O)c1cccc(OC(=O)C(=O)N(C)C(=O)Oc2cccc3c2OC(C)(C)C3)c1
3.972898886,CN(C(=O)Oc1cccc2c1OC(C)(C)C2)C(=O)C(=O)Oc1ccc(C(=O)O)cc1
4.036567965,CN(C(=O)Oc1cccc2c1OC(C)(C)C2)C(=O)C(=O)Oc1cccc(C(=O)O)c1
2.839366653,CN(C)C(=O)C1(c2ccccc2)CC1CN
2.796857006,CCN(CC)C(=O)C1(c2ccc(F)cc2)CC1CN
2.395092143,CCC1=C2CCC3(C)C(O)CCC3C2CCC1=O
1.821660888,O=C(O)c1ccccc1C(=O)NC1CCSC1=O
1.8741802,CC1(C(=O)O)CCC(C(=O)NC2CCSC2=O)C1(C)C
1.847160686,O=C1SCCC1NC(=O)C1C2C=CC(C2)C1C(=O)O
1.853340715,CC1CCC(C(=O)O)C(C(=O)NC2CCSC2=O)C1
2.365263292,CCOC(=O)Cc1sc(NC(=O)CCl)c(C(=O)OCC)c1C
2.504250601,Cc1c(CC(=O)O)sc(NC(=O)c2ccccc2)c1C(=O)O
2.443738755,Cc1c(CC(=O)O)sc(NC(=O)Cc2ccccc2)c1C(=O)O
2.538292155,Cc1c(CC(=O)O)sc(NC(=O)C=Cc2ccccc2)c1C(=O)O
2.373076624,CCOC(=O)Cc1sc(N)c(C#N)c1C
2.642992475,CCOC(=O)c1c(NC(=O)CN2CCOCC2)sc(CC(=O)N2CCOCC2)c1C
2.393763503,CCOC(=O)Cc1sc(NC(=O)C(=O)OCC)c(C(=O)OCC)c1C
2.348805085,Cc1c(CC(=O)O)sc2ncnc(N)c12
2.350715021,Cc1c(CC(=O)O)sc2[nH]cnc(=O)c12
2.556857078,CCOC(=O)Cc1sc2[nH]c(=S)n(-c3ccccc3)c(=O)c2c1C
2.211403568,CN1CC(CN2CCOC2=O)CC2c3cccc4[nH]cc(c34)CC21
3.191914815,CCc1nccn1CC1CC2c3cccc4[nH]cc(c34)CC2N(C)C1
2.736015331,CC(C)c1nccn1CC1CC2c3cccc4[nH]cc(c34)CC2N(C)C1
2.503462683,CN1CC(Cn2ccnc2-c2ccccc2)CC2c3cccc4[nH]cc(c34)CC21
3.24116531,CCc1nc(C)cn1CC1CC2c3cccc4[nH]cc(c34)CC2N(C)C1
3.026703214,O=S(=O)(c1cccc2cnccc12)N1CCCNCC1
1.981745011,CSCCC(NC(=O)CCSC(=O)c1ccccc1)C(=O)OC(C)C
1.997344875,CCCCOC(=O)C(CCSC)NC(=O)CCSC(=O)c1ccccc1
2.211940635,CCOC(=O)C1CCC[N+]1=c1sccs1
2.465500581,C=CCSc1nc2ccc(Cc3ccccc3)cc2[nH]1
3.217559797,CCOCCc1ccc(OCCNc2ncnc(CC)c2Cl)c(C)c1C
2.714482742,COc1cc(N)ccc1OC1CCCC1
2.617572729,C=CCCCOc1ccc(N)cc1OC
2.766338017,CN1C2CCC1CC(OC(=O)c1c[nH]c3ccccc13)C2
2.163008231,CCOC(=O)C[N+](C)=c1sccs1
4.470390134,O=[N+]([O-])c1c(C2OCOc3c(Cl)cc(Cl)cc32)[nH]c(Cl)c1Cl
2.459882803,O=c1n(-c2ccccc2)nc2n1CCCN2
1.727348737,CCNC(=O)NC(=O)C(=O)O
2.305802629,CCCCNC(=O)NC(=O)C(=O)OC
2.468043612,CC1CCCCN1C(=O)C=Cc1ccc(C(F)(F)F)cc1
2.646791336,CC1COCCN1C(=O)C=Cc1ccc(C(F)(F)F)cc1
2.416041594,CC1CCCCN1C(=O)C=Cc1ccc(Cl)cc1
2.388066433,CC1CCCCN1C(=O)C=Cc1ccc(F)cc1
2.488064173,CC1CCCC(C)N1C(=O)C=Cc1ccc(C(F)(F)F)cc1
2.366363888,O=C(C=Cc1ccc(F)cc1)N1CCOCC1
2.978127235,O=C(C=Cc1ccc(C(F)(F)F)cc1)N1CCOCC1
2.468043612,CC1CCN(C(=O)C=Cc2ccc(C(F)(F)F)cc2)CC1
3.962782753,O=C(Nc1ccc([N+](=O)[O-])cc1Br)C(F)(C(F)(F)F)C(F)(F)F
4.641979756,O=C(Nc1ccc([N+](=O)[O-])cc1Br)C(F)(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F
1.703742638,CCCCOC(=O)C(=O)NC(=O)NC
1.849163389,NC1=NC(=O)C(=NNc2c(I)cc(I)c(C(=O)O)c2I)C=C1
1.849516344,Cc1cc2nc(-[n+]3c(-c4ccccc4)cc(-c4ccccc4)cc3-c3ccccc3)[nH]c2cc1C
2.321243252,Cc1cc(N2CCSCC2)c(C#N)c(C)[n+]1[O-]
2.186691951,O=C1c2c(Cl)cccc2-n2cnc(-c3cccc(Cl)c3)c2C2CCCN12
1.933200701,O=C1c2c(Br)cccc2-n2cnc(-c3cccc(Cl)c3)c2C2CCCN12
2.223047137,O=C1c2c(Cl)cccc2-n2cnc(-c3cccc(C(F)(F)F)c3)c2C2CCCN12
2.941769746,CC(c1cnc[nH]1)C(c1ccccc1)c1ccccc1
2.945021915,OC(c1cnc[nH]1)C(c1ccccc1)c1ccccc1
2.900530982,COC(c1cnc[nH]1)C(c1ccccc1)c1ccccc1
3.235070453,Fc1ccc(C(Cc2cnc[nH]2)c2ccccc2)cc1
3.028622457,CCCC(=C(c1ccccc1)c1ccccc1)c1cnc[nH]1
2.918943522,CCCC(c1cnc[nH]1)C(c1ccccc1)c1ccccc1
3.028620047,CCCC(OC)(c1cnc[nH]1)C(c1ccccc1)c1ccccc1
3.033995736,c1ccc(-c2ccc(C(Cc3cnc[nH]3)c3ccccc3)cc2)cc1
3.26345891,Fc1ccc(C(Cc2cnc[nH]2)c2ccccc2F)cc1
4.219782245,COC(=O)C1c2cc3c(c(O)c2C(OC2CC(O)C(OC4CC(O)C(OC5CC(C)(N=O)C(OC6CC(OC)C(OC(=O)C(C)=CC(=O)O)C(C)O6)C(C)O5)C(C)O4)C(C)O2)CC1(C)O)C(=O)c1c(O)cc2c(c1C3=O)CC1CC(N(C)C)C(OC3CC(O)C(OC4CC(C)(N=O)C(OC5CC(O)C(O)C(C)O5)C(C)O4)C(C)O3)C2(C)O1
2.832061615,Nc1ccc(OCCCCCNC(=O)C(Cl)(Cl)Cl)cc1
3.813276396,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2
2.328010738,COc1cc(N)ccc1OCCCCCSC
2.254338069,COc1cc(N)ccc1OCCCCCS(C)(=O)=O
2.683014858,COc1ccc2c(c1)c(CC(=O)O)c(C)n2CC(=O)c1ccccc1
2.59156172,COc1ccc2c(c1)c(CC(=O)O)c(C)n2CC(=O)c1ccc(C)cc1
2.535829378,COc1ccc2c(c1)c(CC(=O)O)c(C)n2CC(=O)C1CCCCC1
2.430488933,COc1ccc(C(=O)c2cccc3c(CC(=O)O)c(C)[nH]c23)cc1
2.663269243,CC(=O)Nc1cc2cccnc2c(N(C)C)n1
2.294710035,CC(=O)Nc1cc2cccnc2c(N2CCN(CCO)CC2)n1
2.570332747,COc1ccc2c(c1)c(CC(=O)O)c(C)n2CC(=O)c1ccc(Cl)cc1
1.985102209,CC(C)OC(=O)N(C(N)=O)c1ccccc1
2.459450686,COc1cc(OC)c(C(=O)CCC(=O)O)cc1Cc1ccccc1
2.60133769,CCOc1ccccc1OCCNC(C)Cc1ccc(OC)c(S(N)(=O)=O)c1
3.277842914,CCC1(CO)CCCN2CCc3c([nH]c4ccccc34)C21
3.29839378,CC(C)c1ccc2c(c1)C(N(C)CC[N+](O)=CCO)Cc1ccc(F)cc1S2
2.417229151,CN(C)C(=N)c1n[nH]nc1SCc1ccccc1
2.228369557,COc1n[nH]nc1C(=N)N(C)C
2.329747615,Clc1n[nH]nc1/N=C/N1CCCCC1
3.229066156,O=[N+]([O-])c1ccc(NS(=O)(=O)c2ccc(Cl)c(C(F)(F)F)c2)c(Cl)c1
2.193701882,CC(=O)C(C(=O)c1cccc2ccccc12)=C1SC=CS1
2.193701882,CC(=O)C(C(=O)c1ccc2ccccc2c1)=C1SC=CS1
2.143567471,CC(=O)C(C(=O)c1ccc(O)cc1)=C1SC=CS1
2.254185409,CCCCCCCCOc1ccc(N)cc1OC
2.950666613,CN1C2CCCC1CC(NC(=O)c1nn(C)c3ccccc13)C2
3.243561368,CN1CC(CN2CC(=O)NC(=O)C2)C=C2c3cccc4[nH]cc(c34)CC21
3.001306581,CCCCCN(CCCOC)C(=O)C(CCC(=O)O)NC(=O)c1ccc(Cl)c(Cl)c1
2.874435675,CC(=O)c1c2c(c(C)[nH]c1=O)CC(c1ccncc1)CC2
1.636361029,O=C1CN(C(=O)c2ccccc2)CCN1Cc1ccccc1
1.717735777,O=C1CN(C(=O)c2ccc([N+](=O)[O-])cc2)CCN1Cc1ccccc1
1.95918888,O=C1CN(C(=O)C2CCCCC2)CCN1Cc1ccccc1
1.983937634,CCN1C(=O)CN(C(=O)c2ccccc2)CC1c1ccccc1
2.137687112,CCN1C(=O)CN(C(=O)C2CCCCC2)CC1c1ccccc1
2.004834198,COc1ccc(OCCCOc2ccc(N)cc2OC)cc1
2.154936865,CN(C)c1ccc(NC(=O)CCN2CCN(C(c3ccccc3)c3ccccc3)CC2)cc1
2.30098076,Nc1cccc(NC(=O)CCN2CCN(C(c3ccccc3)c3ccccc3)CC2)c1
2.142635727,Nc1ccc(NC(=O)CCN2CCN(C(c3ccccc3)c3ccccc3)CC2)cc1
2.229221275,CNC(=O)Nc1ccc(N2CCN(CCC(N)=O)C(C(c3ccccc3)c3ccccc3)C2)cc1
3.367312174,CN(C)c1ccc(NC(=O)CCCN2CCN(C(c3ccccc3)c3ccccc3)CC2)cc1
2.154910646,CC(CC(N)=O)N1CCN(c2cc(N)cc(C(c3ccccc3)c3ccccc3)c2)CC1
3.364984911,CN(C)c1cccc(NC(=O)CCN2CCN(C(c3ccccc3)c3ccccc3)CC2)c1
3.130972638,CNc1cc(C(c2ccccc2)c2ccccc2)cc(N2CCN(CCC(N)=O)CC2)c1
4.720215551,O=C(Nc1ccc([N+](=O)[O-])cc1Br)C1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F
3.136056283,O=C(Nc1cc(Cl)c(Cl)c(Cl)c1Cl)C1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F
2.280843843,CNc1ccc(OCCCOc2ccc(NC)cc2)cc1
2.615941963,CC(C)(C)CC(C)(C)NC(=O)CCN1CCCCC1
2.280131361,CC(C)(C)C(O)(CCc1ccc(Cl)cc1)Cn1cncn1
2.735868653,O=[N+]([O-])OCC1COc2ccc([N+](=O)[O-])c(O)c2O1
2.800118136,COC(=O)C1=C(Cl)NC(C)=C(C(=O)OCCN2CCN(C(c3ccccc3)c3ccccc3)CC2)C1c1cccc([N+](=O)[O-])c1
2.359860888,O=C(CCN[Zn+2])NC(Cc1cnc[nH]1)C(=O)O
2.219395889,CON1CCC(=Cc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)C1=O
2.5495317,CCOc1cc(C=C(C#N)C(N)=O)cc(CSc2ccccc2)c1O
2.584847773,CCOc1cc(C=C(C#N)C(N)=O)cc(CSc2ccc(OC)cc2)c1O
2.601438506,CCOc1cc(C=C(C#N)C(N)=O)cc(CSc2ccc([N+](=O)[O-])cc2)c1O
2.63681575,CCOc1cc(C=C(C#N)C(N)=O)cc(CSc2ccc(Br)cc2)c1O
2.325589545,COc1cc(N)ccc1OCCCCCSc1ccccc1
2.00200182,COc1cc(N)ccc1OCCCCCOc1ccccc1
2.647755482,CCOc1cc(C=C(C#N)C(N)=O)cc(CSc2c(F)c(F)c(F)c(F)c2F)c1O
2.598256335,CCOc1cc(C=C(C#N)C(N)=O)cc(CSCCCc2ccccc2)c1O
2.584847773,CCOc1cc(C=C(C#N)C(N)=O)cc(CSc2ccccc2OC)c1O
2.584847773,CCOc1cc(C=C(C#N)C(N)=O)cc(CSc2cccc(OC)c2)c1O
2.56638799,CCOc1cc(C=C(C#N)C(N)=O)cc(CSc2ccc(C)cc2)c1O
2.626669813,CCOc1cc(C=C(C#N)C(N)=O)cc(CSc2c(Cl)cccc2Cl)c1O
2.589811141,CCOc1cc(C=C(C#N)C(N)=O)cc(CSc2cccc(Cl)c2)c1O
2.531994655,COc1cc(C=C(C#N)C(N)=O)cc(CSc2ccccc2)c1O
2.56638799,CCOc1cc(C=C(C#N)C(N)=O)cc(CSc2ccccc2)c1OC
2.589811141,CCOc1cc(C=C(C#N)C(N)=O)cc(CSc2ccc(Cl)cc2)c1O
2.626669813,CCOc1cc(C=C(C#N)C(N)=O)cc(CSc2ccc(Cl)c(Cl)c2)c1O
2.66137628,CCOc1cc(C=C(C#N)C(N)=O)cc(CSc2ccccc2)c1OC(=O)c1ccccc1
2.59820814,CCOc1cc(C=C(C#N)C(N)=O)cc(CSc2ccccc2)c1OC(C)=O
2.61335442,CCOc1cc(C=C(C#N)C(N)=O)cc(CSc2ccc(C(C)(C)C)cc2)c1O
2.513719546,N#CC(=Cc1cc(O)c(O)c(CSc2ccccc2)c1)C(N)=O
2.568706152,CCOc1cc(C=C(C#N)C(N)=O)cc(CSc2ccc(O)cc2)c1O
2.65753771,CCOc1cc(C=C(C#N)C(N)=O)cc(CSc2ccccc2C(=O)OC)c1OC(C)=O
2.640034987,CCOC(=O)C(=Cc1cc(CSc2ccccc2)c(O)c(OCC)c1)S(C)(=O)=O
2.692546421,CCOC(=O)C(=Cc1cc(CSc2ccc(C(C)(C)C)cc2)c(O)c(OCC)c1)S(C)(=O)=O
2.55199009,CCOc1cc(C=C2CCOC2=O)cc(CSc2ccccc2)c1O
2.628729079,CCOc1cc(C=C2CCOC2=O)cc(CSc2ccc(Cl)c(Cl)c2)c1O
2.550789515,CCOc1cc(C=C2CCNC2=O)cc(CSc2ccccc2)c1O
2.550789515,COc1cc(C=C2CCNC2=O)cc(CSc2ccc(C)cc2)c1O
2.601529829,CCOc1cc(C=C2CCNC2=O)cc(CSc2ccc(OC)cc2)c1OC
2.662348836,CCOc1cc(C=C2CCNC2=O)cc(CSc2ccccc2)c1OC(=O)c1ccccc1
2.649848697,CCOc1cc(C=C2C(=O)NN(c3ccccc3)C2=O)cc(CSc2ccccc2)c1O
2.635987116,COc1cc(C=C2C(=O)NN(c3ccccc3)C2=O)cc(CSc2ccccc2)c1O
2.720509906,CCOc1cc(C=C2C(=O)NN(c3ccccc3)C2=O)cc(CSc2ccc(Br)cc2)c1O
2.62166848,O=C1NN(c2ccccc2)C(=O)C1=Cc1cc(O)c(O)c(CSc2ccccc2)c1
2.676311262,CCCCOc1cc(C=C2C(=O)NN(c3ccccc3)C2=O)cc(CSc2ccccc2)c1O
2.682120697,CCOc1cc(C=C2C(=O)NN(c3ccccc3)C2=O)cc(CSc2ccc(Cl)cc2)c1O
2.57215803,O=C1OCCC1=Cc1cc(O)c(O)c(CSc2ccc([N+](=O)[O-])cc2)c1
1.974500982,CC(C)c1nnc(NC(=O)CCC(=O)O)s1
1.917383366,CCCCc1nnc(NC(=O)CC)s1
2.009500305,O=C(CCC(=O)OCCCl)Nc1nncs1
1.974500982,CCCOC(=O)CCC(=O)Nc1nncs1
1.970887218,C=CCOC(=O)CCC(=O)Nc1nncs1
2.06605709,CCN(CC)CCOC(=O)CCC(=O)Nc1nncs1
1.998845398,COC(=O)CCC(=O)Nc1nnc(C(C)C)s1
2.073799312,CC(C)c1nnc(NC(=O)CCC(=O)OCCCl)s1
2.043787087,CCCOC(=O)CCC(=O)Nc1nnc(C(C)C)s1
2.040708109,C=CCOC(=O)CCC(=O)Nc1nnc(C(C)C)s1
2.064626288,CCCCOC(=O)CCC(=O)Nc1nnc(C(C)C)s1
2.122996487,CCN(CC)CCOC(=O)CCC(=O)Nc1nnc(C(C)C)s1
2.092696169,CC(C)c1nnc(NC(=O)CCC(=O)Oc2ccccc2)s1
2.111362823,Cc1ccc(OC(=O)CCC(=O)Nc2nnc(C(C)C)s2)cc1
2.111362823,Cc1cccc(OC(=O)CCC(=O)Nc2nnc(C(C)C)s2)c1
2.137176174,CC(C)c1nnc(NC(=O)CCC(=O)Oc2ccc(Cl)cc2)s1
2.188570973,CC(C)c1nnc(NC(=O)CCC(=O)Oc2ccc(Br)cc2)s1
1.919301125,CNC(=O)CCC(=O)Nc1nncs1
1.972740878,CC(C)NC(=O)CCC(=O)Nc1nncs1
1.972740878,CCCNC(=O)CCC(=O)Nc1nncs1
1.997181426,CNC(=O)CCC(=O)Nc1nnc(C(C)C)s1
2.04228698,CCCNC(=O)CCC(=O)Nc1nnc(C(C)C)s1
2.04228698,CC(C)NC(=O)CCC(=O)Nc1nnc(C(C)C)s1
2.03919731,C=CCNC(=O)CCC(=O)Nc1nnc(C(C)C)s1
2.063196577,CCCCNC(=O)CCC(=O)Nc1nnc(C(C)C)s1
2.121746839,CCN(CC)CCNC(=O)CCC(=O)Nc1nnc(C(C)C)s1
2.091356081,CC(C)c1nnc(NC(=O)CCC(=O)Nc2ccccc2)s1
2.110079197,Cc1ccc(NC(=O)CCC(=O)Nc2nnc(C(C)C)s2)cc1
2.110079197,Cc1cccc(NC(=O)CCC(=O)Nc2nnc(C(C)C)s2)c1
2.135966723,CC(C)c1nnc(NC(=O)CCC(=O)Nc2ccc(Cl)cc2)s1
2.187496673,CC(C)c1nnc(NC(=O)CCC(=O)Nc2ccc(Br)cc2)s1
2.599173656,Clc1ccc(CN2CCN(CC=Cc3ccc(Cl)cc3Cl)CC2)cc1
2.252171941,CN1CCN(CC(=O)N2c3ccsc3C(=O)Nc3cccnc32)CC1
2.553201936,CN1CCN(CC(=O)N2c3cscc3C(=O)Nc3cccnc32)CC1
2.870949065,Cc1scc2c1N(C(=O)CN1CCN(C)CC1)c1ncccc1NC2=O
2.177977784,N=C(Nc1c([N+](=O)[O-])cnc2ccccc12)N1CCOCC1
2.379726009,CC(C)CCCCCCCCCc1ccc(O)c(CN2CCCCC2)c1
2.446069381,O=C(Cn1cnc2ccccc2c1=O)Nc1ccccc1
2.490415022,COc1ccc(NC(=O)Cn2cnc3ccccc3c2=O)cc1
2.490415022,COc1cccc(NC(=O)Cn2cnc3ccccc3c2=O)c1
2.510941592,O=C(Cn1cnc2ccccc2c1=O)Nc1ccccc1[N+](=O)[O-]
2.510941592,O=C(Cn1cnc2ccccc2c1=O)Nc1cccc([N+](=O)[O-])c1
2.496575429,O=C(Cn1cnc2ccccc2c1=O)Nc1ccc(Cl)cc1
2.554781014,O=C(Cn1cnc2ccccc2c1=O)Nc1cc([N+](=O)[O-])ccc1Cl
2.548084753,CC1(C)C=C(C(=O)O)C2=C(O1)C(=O)OC2
2.537488858,CC1(C)CC2=NOCC2=C(C(=O)O)O1
2.002851995,O=C(N/N=C1\C(=O)Nc2ccccc21)C(=O)Nc1ccccc1C(=O)O
2.090612722,O=C(N/N=C1\C(=O)Nc2ccc(Br)cc21)C(=O)Nc1ccccc1C(=O)O
1.90015184,O=C(N/N=C1\C(=O)Nc2ccc([N+](=O)[O-])cc21)C(=O)Nc1ccccc1C(=O)O
2.617664911,CCCCCCNCc1ccccc1O
2.119626993,CCCCCCCCCCNCc1ccccc1O
2.245388037,COc1cc(N)ccc1OCCCCCSc1ccc(Cl)cc1
2.362231703,Nc1ccc(OCOc2ccc(N)cc2)cc1
2.486031526,CCN(CC)CC(=O)NC(C)(CC)CC
2.497461817,Nc1ccc(OCCCCCNC(=O)c2ccc(O)cc2)cc1
2.391378591,Nc1ccc(OCCCCCN2C(=O)c3cccc([N+](=O)[O-])c3C2=O)cc1
2.021632673,CCCc1c(OCc2cccn3c(=O)c(-c4nn[nH]n4)cnc23)ccc(C(C)=O)c1O
2.43417706,c1ccc2c(NCCCN3CCOCC3)[nH]nc2c1
3.227581435,CC(=O)C(C#N)C(=O)Nc1ccc(C(F)(F)F)cc1
4.179508704,CCCC12COC(c3ccc(C#CCOC)cc3)(OC1)OC2
3.223255754,CCCC12COC(c3ccc(C#Cc4ccccc4)cc3)(OC1)OC2
2.465945681,CCOC1CCC(=O)N1Cc1ccccc1
2.581367024,CCOC(=O)C(C)n1nc(-c2ccc(O)cc2)c(-c2ccc(O)cc2)nc1=O
2.61219239,CCOC(=O)C(C)n1nc(-c2ccc(OC)cc2)c(-c2ccc(OC)cc2)nc1=O
2.626821623,CCOC(=O)C(CC)n1nc(-c2ccc(OC)cc2)c(-c2ccc(OC)cc2)nc1=O
2.640974087,CCCC(C(=O)OCC)n1nc(-c2ccc(OC)cc2)c(-c2ccc(OC)cc2)nc1=O
2.59705314,COC(=O)C(C)n1nc(-c2ccc(OC)cc2)c(-c2ccc(OC)cc2)nc1=O
2.543310471,CCOC(=O)C(C)n1nc(-c2ccccc2)c(-c2ccccc2)nc1=O
2.576852526,CCOC(=O)C(C)n1nc(-c2ccc(C)cc2)c(-c2ccc(C)cc2)nc1=O
2.621467099,CCOC(=O)C(C)n1nc(-c2ccc(Cl)cc2)c(-c2ccc(Cl)cc2)nc1=O
2.616854503,CCOC(=O)C(C)n1nc(-c2ccc(OC)cc2)c(-c2ccc(Cl)cc2)nc1=O
2.210287468,COc1ccc(C(N)=O)cc1C(=O)NCc1cccnc1
2.845575416,CCCOCCOC(=O)C1=C(C)NC(C)=C(C(=O)OCCOCCC)C1c1ccccc1OC(F)F
2.659688064,CCC(C(=O)NC(C)(C)CC)N(CC)CC
1.824492704,COC(=O)C(C)c1ccc(-c2ccsc2)cc1
2.148777407,C#CC[N+]1(C)CCN(C(=O)OCC)CC1
1.751942005,C[N+]1(Cc2ccccc2)CCN(N=O)CC1
3.10321971,COc1cccc(C(=O)NC2CC3CCC(C2)N3Cc2ccccc2)c1OC
2.126372095,CCCCCCCC[N+]1(CC)CCNCC1
2.519725298,CCC(C)(CC)NC(=O)CN1CCOCC1
2.389658596,CN(C)C(=O)C=CC=Cc1ccc2c(c1)OCO2
1.946114376,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(O)CC3)c(F)c21
1.967682502,O=C(O)c1cn(CCF)c2c(F)c(N3CCN(O)CC3)c(F)cc2c1=O
1.960632478,O=C(O)c1cn(C2CC2)c2c(F)c(N3CCN(O)CC3)c(F)cc2c1=O
1.43038147,CCOC(=O)N1CC[N+](C)(Cc2cccs2)CC1
2.360336812,CC(=O)Nc1ccc(S(=O)(=O)NC(=N)N=C(N)Nc2nnc(-c3ccccc3)s2)cc1
2.387883467,COc1ccc(-c2nnc(NC(=N)N=C(N)NS(=O)(=O)c3ccc(NC(C)=O)cc3)s2)cc1
2.386126936,CC(=O)Nc1ccc(S(=O)(=O)NC(=N)N=C(N)Nc2nnc(-c3ccc(C)cc3)s2)cc1C
2.412924835,CC(=O)Nc1ccc(S(=O)(=O)NC(=N)N=C(N)Nc2nnc(-c3ccc([N+](=O)[O-])cc3)s2)cc1C
2.449131133,CC(=O)Nc1ccc(S(=O)(=O)NC=NN/C=N/Nc2nnc(-c3cc([N+](=O)[O-])cc([N+](=O)[O-])c3)s2)cc1C
2.386126936,CC(=O)Nc1ccc(S(=O)(=O)NC(=N)N=C(N)Nc2nnc(Cc3ccccc3)s2)cc1C
2.426255215,CC(=O)Nc1ccc(S(=O)(=O)NC=NN/C=N/Nc2nnc(-c3ccccc3Cl)s2)cc1C
2.428966126,CC(=O)Nc1ccc(S(=O)(=O)NC=NN/C=N/Nc2nnc(COc3ccc(Cl)cc3)s2)cc1C
2.463229184,CC(=O)Nc1ccc(S(=O)(=O)NC=NN/C=N/Nc2nnc(COc3ccc(Cl)cc3)s2)cc1
2.373423286,CC(=O)Nc1ccc(S(=O)(=O)NC(=N)N=C(N)Nc2nnc(-c3ccccc3)s2)cc1C
2.400176935,COc1ccc(-c2nnc(NC(=N)N=C(N)NS(=O)(=O)c3ccc(NC(C)=O)c(C)c3)s2)cc1
2.556715487,CC(C(=O)O)c1cc(C(=O)c2ccc(F)cc2)ccc1O
2.46741422,O=C(CN1C(=O)c2ccccc2C1=S)OCC1CS1
2.373423286,CC(=O)Nc1ccc(S(=O)(=O)NC(=N)N=C(N)Nc2nnc(-c3ccc(C)cc3)s2)cc1
2.373423286,CC(=O)Nc1ccc(S(=O)(=O)NC(=N)N=C(N)Nc2nnc(Cc3ccccc3)s2)cc1
2.391794019,CC(=O)Nc1ccc(S(=O)(=O)NC=NN/C=N/Nc2nnc(-c3ccccc3Cl)s2)cc1
3.391385015,CC1=C(C(=O)OCCN(C)Cc2ccccc2)C(c2cccc([N+](=O)[O-])c2)C(C(=O)OCC2CC2)=C(C)N1
2.599874888,CCCCC(C(=O)O)c1cc(C(=O)c2cccs2)ccc1O
2.400991905,CC(=O)Nc1ccc(S(=O)(=O)NC(=N)N=C(N)Nc2nnc(-c3ccc([N+](=O)[O-])cc3)s2)cc1
1.923620106,CCCc1c(C(=O)Nc2c(CC)cccc2CC)c(=O)c(Br)c(C)n1C
2.559739096,COc1ccccc1N1N=C(c2ccc(Cl)cc2)CC1c1ccccc1
2.671921229,O=[N+]([O-])c1ccc(N2N=C(c3ccc(Cl)cc3)CC2c2ccccc2)c([N+](=O)[O-])c1
2.577297588,O=[N+]([O-])c1ccc(C2CC(c3ccc(Cl)cc3)=NN2c2ccccc2)cc1
2.971113422,O=[N+]([O-])c1ccc(C2CC(c3ccc(Cl)cc3)=NN2c2ccc([N+](=O)[O-])cc2[N+](=O)[O-])cc1
2.660175559,O=[N+]([O-])c1ccc(N2N=C(c3ccc(Cl)cc3)CC2c2ccccc2Cl)c([N+](=O)[O-])c1
2.639654796,Clc1ccc(C2=NN(c3c(Cl)cccc3Cl)C(c3ccccc3Cl)C2)cc1
2.618833302,Cc1ccccc1N1N=C(c2ccc(Cl)cc2)CC1c1ccc(Cl)c(Cl)c1
2.672664843,Clc1ccc(C2=NN(c3c(Cl)cccc3Cl)C(c3ccc(Cl)c(Cl)c3)C2)cc1
2.462888229,CCN(CC)CC(=O)NC(C)(C)CC
2.694408845,O=[N+]([O-])c1ccc(C2CC(c3ccc(Cl)cc3)=NN2c2cccc(F)c2)cc1
2.051456101,CCC1(N2CCC(C)CC2)C(=O)NC(=O)NC1=O
3.105563747,CCN(CC)CCOCc1cc(Br)ccc1OC
2.926317453,CCCCC1(CCN2CCCCC2)C(=O)NC(=O)NC1=O
2.248578893,CC1(c2ccccc2)CNCCO1
2.479743698,CC1(c2ccc(Cl)cc2)CN(Cc2ccccc2)CCO1
2.404445414,CC(C)N1CCOC(C)(c2ccc(Cl)cc2)C1
2.325704446,CC1(c2ccc(Cl)cc2)CNCCO1
2.45539614,CC1(c2ccc(F)cc2)CN(Cc2ccccc2)CCO1
2.290562126,CC1(c2ccc(F)cc2)CNCCO1
2.499472631,CCC1(c2ccc(Cl)cc2)CN(Cc2ccccc2)CCO1
2.353568118,CCC1(c2ccc(Cl)cc2)CNCCO1
2.501650705,CC1(c2cccc3ccccc23)CN(Cc2ccccc2)CCO1
2.430378246,CC(C)N1CCOC(C)(c2cccc3ccccc23)C1
